"Company Name","Company Status",State,"Date Created","Created By","Last Modified on"
" -The Bay at Manahawkin Health and Rehabilitation Center",none,WI,"2022-12-06 14:59:35",katie.harris,
" -The Bay at Muskego Health and Rehabilitation Center",none,WI,"2022-12-06 15:01:46",katie.harris,
" -The Bay at North Ridge Health and Rehabilitation",none,WI,"2022-12-06 14:56:01",katie.harris,
" -The Bay at NuRoc Health and Rehabilitation Center",none,WI,"2022-12-06 14:56:55",katie.harris,
" -The Bay at Oconto Health and Rehabilitation Center",none,WI,"2022-12-06 14:58:32",katie.harris,
" -The Bay at Sheridan Health and Rehabilitation Center",none,WI,"2022-12-06 14:56:20",katie.harris,
" -The Bay at St. Ann Health and Rehabilitation Center",none,WI,"2022-12-06 14:58:56",katie.harris,
" -The Bay at Suring Health and Rehabilitation Center",none,WI,"2022-12-06 14:58:09",katie.harris,
" -The Bay at Waters Edge Health and Rehabilitation Center",none,WI,"2022-12-06 14:56:37",katie.harris,
" -The Bay at Woodlands Home Health",none,WI,"2022-12-06 14:59:11",katie.harris,
"Charles Cole Memorial Hospital ECF",disable,PA,,,"2020-01-31 10:52:28 by mstypinski"
"Charlotte Hall Veterans Home",disable,MD,,,"2023-04-14 09:37:24 by lorrel.filliater"
"Chelsea Gardens",none,TX,"2023-04-10 16:26:29",katie.harris,"2025-09-22 16:20:17 by traci.varon"
"Chemung County Nursing Facility",none,NY,"2024-03-20 15:39:27",Emily.Foreman,
"Cheney Care Center",none,WA,"2022-08-15 09:50:11",katie.harris,
"Cherokee County Health &amp; Rehab Center",none,AL,,,"2022-09-21 14:07:09 by polly.smith"
"Chester County Pocopson Home",none,PA,"2024-10-31 16:05:00",Emily.Foreman,
Chestertown,disable,MD,"2020-08-11 08:35:57",Mandy.Lytle,"2023-03-15 08:43:51 by lorrel.filliater"
"CHI Living Communities",none,OH,"2021-07-29 09:36:18",Mandy.Lytle,"2023-07-28 11:01:34 by lorrel.filliater"
" -Bishop Drumm Retirement Center",none,IA,"2021-07-29 10:40:51",Mandy.Lytle,
" -Burleson St. Joseph Manor",none,TX,"2021-07-29 10:50:03",Mandy.Lytle,
" -Franciscan Care Center",none,OH,"2021-07-29 09:49:23",Mandy.Lytle,
" -Franciscan Villa",none,WI,"2021-07-29 10:40:59",Mandy.Lytle,"2025-04-01 10:17:25 by lorrel.filliater"
" -Linus Oakes",none,OR,"2021-07-29 10:41:48",Mandy.Lytle,
" -Madonna Manor",none,KY,"2021-07-29 09:54:50",Mandy.Lytle,"2021-07-29 10:50:59 by Mandy.Lytle"
" -Namaste Alzheimer Center",none,KY,"2021-07-29 09:55:21",Mandy.Lytle,
" -Providence Care Centers",none,OH,"2021-07-29 09:51:25",Mandy.Lytle,
" -Riverview Place",none,ND,"2021-07-29 10:49:30",Mandy.Lytle,
" -Rosary Care Center",none,OH,"2022-07-08 15:33:21",katie.harris,
" -St. Clare Commons",none,OH,"2021-07-29 09:44:41",Mandy.Lytle,
" -St. Joseph Manor",none,TX,"2021-07-29 10:49:49",Mandy.Lytle,
" -St. Leonard",none,OH,"2021-07-29 09:54:33",Mandy.Lytle,
" -The Gardens at St. Elizabeth",none,CO,"2021-07-29 10:12:31",Mandy.Lytle,
" -The Gardens of St. Francis",none,OH,"2021-07-29 09:54:20",Mandy.Lytle,
"Choctaw Nursing and Rehabilitation Center",none,MS,"2020-03-10 10:08:55",Mandy.Lytle,"2025-06-04 09:38:48 by traci.varon"
"ChoiceCare Management",disable,MO,"2020-09-21 10:47:10",Mandy.Lytle,"2023-01-17 16:06:31 by Emily.Foreman"
" -Creve Coeur Manor",disable,MO,"2020-09-11 15:53:19",lorrel.filliater,"2023-01-16 11:11:18 by katie.harris"
" -U-City Forest Manor",disable,MO,"2020-09-14 09:17:43",lorrel.filliater,"2023-01-16 13:32:50 by katie.harris"
"Chosen Healthcare Center",none,IN,"2025-11-10 10:58:13",Emily.Foreman,
" -Zearing Health Care, LLC",none,IA,"2025-11-10 10:58:30",Emily.Foreman,
"Christian Care Nursing Center",none,MI,,,"2025-08-14 08:18:44 by traci.varon"
"Christian Health Care Center Wyckoff",none,NJ,"2025-06-23 15:17:59",Emily.Foreman,
"Christian Home",none,IL,,,"2022-09-21 14:08:24 by polly.smith"
"Christian Homes Care Community",none,NE,"2021-07-06 11:08:15",Mandy.Lytle,
"Christian Horizons",disable,IL,,,"2024-11-13 11:20:04 by lorrel.filliater"
"Christian Living Communities",none,CO,,,"2022-09-21 14:08:42 by polly.smith"
" -Clemont Park",none,CO,,,"2022-09-21 14:10:13 by polly.smith"
" -Holly Creek",none,CO,,,"2022-10-04 10:17:26 by polly.smith"
" -Someren Glen",none,CO,,,"2021-04-05 10:15:39 by Mandy.Lytle"
"Christian Village Communities",none,OH,"2023-06-14 15:15:26",Emily.Foreman,
"Church Home Rehabilitation &amp; Health",none,GA,"2025-02-12 16:14:02",Emily.Foreman,
Citadel,disable,FL,"2021-03-16 15:16:16",Mandy.Lytle,"2025-06-10 11:57:44 by lorrel.filliater"
" -Coastal Health and Rehabilitation Center",none,FL,"2020-11-11 08:06:20",lorrel.filliater,"2021-03-16 15:17:35 by Mandy.Lytle"
" -Debary Health and Rehabilitation Center",none,FL,"2020-11-11 08:09:55",lorrel.filliater,"2021-03-16 15:17:54 by Mandy.Lytle"
" -Flagler Health and Rehabilitation Center",none,FL,"2020-11-11 08:09:33",lorrel.filliater,"2021-03-16 15:18:08 by Mandy.Lytle"
" -Parkside Health and Rehabilitation Center",disable,FL,"2020-11-11 08:10:12",lorrel.filliater,"2025-07-15 11:03:13 by lorrel.filliater"
" -Seaside Health and Rehabilitation Center",none,FL,"2020-11-11 08:10:34",lorrel.filliater,"2021-03-16 15:19:35 by Mandy.Lytle"
"Citadel Care Centers",disable,NY,"2020-04-29 14:14:05",Mandy.Lytle,"2021-05-03 09:53:47 by Mandy.Lytle"
"Clara Baldwin Stocker",disable,CA,,,"2022-01-18 16:03:52 by katie.harris"
"Clarion Wellness and Rehabilitation Center",none,IA,"2025-11-12 10:03:35",Emily.Foreman,
"Clarkson Community Care Center",none,NE,,,"2025-03-31 14:26:09 by traci.varon"
Clarkston,disable,MI,"2023-02-21 09:39:52",katie.harris,"2025-05-05 13:52:16 by lorrel.filliater"
Clawson,disable,MI,"2023-02-21 09:39:20",katie.harris,"2025-05-05 13:53:08 by lorrel.filliater"
"Clearview Healthcare Management",none,KY,"2020-08-17 09:13:22",Mandy.Lytle,"2025-08-04 13:24:28 by lorrel.filliater"
" -Barren County Nursing",none,KY,"2022-01-06 12:55:10",lorrel.filliater,
" -Bedford",none,KY,"2022-01-06 11:19:06",lorrel.filliater,
" -Bradford Heights",none,KY,"2022-01-06 13:01:01",lorrel.filliater,
" -Chautauqua",none,KY,"2022-01-06 11:19:58",lorrel.filliater,"2022-01-10 08:46:32 by lorrel.filliater"
" -Cherokee Park rehab",none,KY,"2022-01-06 12:57:24",lorrel.filliater,
" -Clinton Place",none,KY,"2022-01-06 12:55:30",lorrel.filliater,
" -Collierville Nursing",none,KY,"2022-01-06 12:53:13",lorrel.filliater,
" -Concordia Maple Nursing",none,KY,"2022-01-06 13:07:37",lorrel.filliater,"2022-01-10 09:52:47 by lorrel.filliater"
" -Countryside Center",none,KY,"2022-01-06 13:03:40",lorrel.filliater,"2024-02-16 09:36:44 by lorrel.filliater"
" -Creekwood",none,KY,"2022-01-06 13:01:34",lorrel.filliater,
" -Fair Oaks Health",none,KY,"2022-01-06 13:08:44",lorrel.filliater,
" -Fulton Nursing",none,KY,"2022-01-06 12:54:45",lorrel.filliater,
" -Glenview Health",none,KY,"2022-01-06 13:00:35",lorrel.filliater,
" -Grant",none,KY,"2022-01-06 11:18:44",lorrel.filliater,
" -Green Acres Health",none,KY,"2022-01-06 13:09:42",lorrel.filliater,
" -Greenville Nursing",none,KY,"2022-01-06 13:08:21",lorrel.filliater,
" -Jeffersontown Rehab",none,KY,"2022-01-06 12:56:44",lorrel.filliater,
" -Madisonville",none,KY,"2022-01-06 11:20:23",lorrel.filliater,
" -Magnolia Creek",none,TN,"2022-01-06 13:05:46",lorrel.filliater,
" -Midtown Center",none,TN,"2022-01-06 13:04:08",lorrel.filliater,
" -Mills Health and Rehab",none,KY,"2022-01-06 12:54:26",lorrel.filliater,
" -Mountain Ridge Health and Rehab",none,KY,"2024-08-06 14:50:49",lorrel.filliater,
" -Mt. Pleasant Health and Rehab",none,KY,"2022-01-06 12:52:19",lorrel.filliater,
" -Owenton",none,KY,"2022-01-06 11:19:29",lorrel.filliater,
" -Princeton Health",none,KY,"2022-01-06 12:54:01",lorrel.filliater,"2025-07-11 14:12:19 by lorrel.filliater"
" -River Grove Health",none,TN,"2022-01-06 13:06:14",lorrel.filliater,
" -Smith County Health",none,TN,"2022-01-06 12:58:49",lorrel.filliater,
" -Soddy Daisy Health",none,TN,"2022-01-06 13:05:17",lorrel.filliater,
" -Spring View Health",none,KY,"2022-01-06 13:09:17",lorrel.filliater,
" -Stone Creek Health",none,KY,"2022-01-06 13:02:00",lorrel.filliater,
" -Sycamore Heights Health",none,KY,"2022-01-06 12:58:00",lorrel.filliater,
" -The Palace Health and Rehab",none,KY,"2022-01-06 12:51:41",lorrel.filliater,
" -Willowbranch Health",none,TN,"2022-01-06 13:04:47",lorrel.filliater,
"Clinton Township",disable,MI,"2023-02-21 09:40:04",katie.harris,"2025-05-05 13:54:05 by lorrel.filliater"
"Cognos Care",none,MS,,,"2022-09-21 14:10:30 by polly.smith"
" -Billdora",none,MS,,,"2022-09-21 13:56:09 by polly.smith"
" -Lexington Manor",none,MS,,,"2024-04-16 11:46:49 by lorrel.filliater"
" -Magnolia Senior",none,MS,,,"2022-10-04 11:07:41 by polly.smith"
"Collinsville Healthcare and Rehab",none,AL,"2020-09-08 13:00:06",Emily.Foreman,
"Colonial Acres Nursing Home",none,NE,,,"2024-09-04 13:53:08 by traci.varon"
"Colonial Haven and Courts",none,NE,,,"2025-02-20 08:44:47 by traci.varon"
"Colonial Health and Rehab",disable,CO,"2021-09-21 15:55:14",lorrel.filliater,"2024-11-11 16:16:16 by lorrel.filliater"
"Colonial Manor",disable,OK,"2023-02-17 09:24:04",lorrel.filliater,"2025-04-01 10:19:31 by lorrel.filliater"
"Colonial Manor Nursing and Rehabilitation LA",none,LA,"2021-03-05 16:31:45",Mandy.Lytle,
"Colonial Skilled Nursing Facility",none,FL,"2023-01-27 09:56:52",Emily.Foreman,
"Colorado Veterans Community Living Centers",none,CO,"2020-05-20 14:31:20",Mandy.Lytle,"2024-12-16 09:12:18 by lorrel.filliater"
" -Colorado Veterans Community Living Center at Fitzsimons",none,CO,"2020-05-20 14:31:59",Mandy.Lytle,"2024-12-16 09:12:34 by lorrel.filliater"
" -Colorado Veterans Community Living Center at Florence",none,CO,"2020-05-20 14:32:14",Mandy.Lytle,"2024-12-11 11:03:43 by traci.varon"
" -Colorado Veterans Community Living Center at Homelake",none,CO,"2020-05-20 14:32:29",Mandy.Lytle,"2024-12-11 11:04:04 by traci.varon"
" -Colorado Veterans Community Living Center at Rifle",none,CO,"2020-05-20 14:32:52",Mandy.Lytle,"2024-12-11 11:03:22 by traci.varon"
"Commander Nursing Home",disable,SC,,,"2022-03-15 08:32:16 by lorrel.filliater"
"Commonwealth Care of Roanoke",none,VA,"2020-03-19 12:37:07",Mandy.Lytle,
" -Abingdon Health and Rehab",none,VA,"2020-03-19 12:37:44",Mandy.Lytle,
" -Carriage Hill Health and Rehab",none,VA,"2020-03-19 12:38:00",Mandy.Lytle,
" -Chase City Health and Rehab",none,VA,"2020-03-19 12:38:14",Mandy.Lytle,
" -Dinwiddie Health and Rehab",none,VA,"2020-03-19 12:38:28",Mandy.Lytle,"2020-07-08 09:58:19 by Mandy.Lytle"
" -Dulles Health and Rehab",none,VA,"2020-03-19 12:38:40",Mandy.Lytle,
" -Gainesville Health and Rehab",none,VA,"2020-03-19 12:38:52",Mandy.Lytle,
" -Lee Health and Rehab",none,VA,"2020-03-19 12:39:05",Mandy.Lytle,
" -Manassas Health and Rehab",none,VA,"2020-03-19 12:39:28",Mandy.Lytle,
" -Potomac Falls Health and Rehab",none,VA,"2020-03-19 12:40:36",Mandy.Lytle,
" -Radford Health and Rehab",none,VA,"2020-03-19 12:40:51",Mandy.Lytle,
" -River View On the Appomattox Health &amp; Rehab Center",none,VA,"2020-03-19 12:41:05",Mandy.Lytle,"2021-03-31 13:54:39 by Mandy.Lytle"
" -The Woodlands Health and Rehab",none,VA,"2020-03-19 12:41:18",Mandy.Lytle,"2021-03-31 13:52:33 by Mandy.Lytle"
"Community Care of Rutherford County",none,TN,,,"2022-09-21 14:12:13 by polly.smith"
"Community Skilled Health Care Centre",disable,OH,"2023-05-12 09:30:57",Emily.Foreman,"2024-08-21 13:15:23 by traci.varon"
"Companion Health Services",none,OK,,,"2022-09-21 14:12:31 by polly.smith"
"Compass Healthcare",none,MN,"2024-08-06 10:27:58",Emily.Foreman,
" -Lakehouse Healthcare &amp; Rehabilitation Center",none,MN,"2024-09-16 16:34:10",Emily.Foreman,
" -Woodlake Healthcare &amp; Rehabilitation Center",none,MN,"2024-09-16 16:33:38",Emily.Foreman,
"Complete Care Central Jersey",none,NJ,"2023-07-25 10:59:13",lorrel.filliater,"2024-07-17 13:11:00 by lorrel.filliater"
" -Complete Care Bayshore",none,NJ,"2023-07-25 16:03:17",lorrel.filliater,
" -Complete Care Cedar Grove",none,NJ,"2023-07-25 16:03:44",lorrel.filliater,
" -Complete Care Clark",none,NJ,"2023-07-25 16:04:14",lorrel.filliater,
" -Complete Care Green Knoll",none,NJ,"2023-07-25 16:04:55",lorrel.filliater,
" -Complete Care Madison",none,NJ,"2023-07-25 16:05:27",lorrel.filliater,
" -Complete Care Mercerville",disable,NJ,"2023-07-25 16:05:57",lorrel.filliater,"2025-06-25 10:03:00 by traci.varon"
" -Complete Care Orange Park",none,NJ,"2023-07-25 16:06:42",lorrel.filliater,
" -Complete Care Park Place",none,NJ,"2023-07-25 16:07:09",lorrel.filliater,
" -Complete Care Plainfield",none,NJ,"2023-07-25 16:08:02",lorrel.filliater,
" -Complete Care Roosevelt at Edison",none,NJ,"2023-07-25 16:11:12",lorrel.filliater,"2024-07-03 08:40:08 by traci.varon"
" -Complete Care Roosevelt at Old Bridge",disable,NJ,"2023-07-25 16:11:54",lorrel.filliater,"2024-06-13 13:23:38 by traci.varon"
" -Complete Care St Vincents",disable,NJ,"2023-07-25 16:08:49",lorrel.filliater,"2023-12-26 13:02:55 by traci.varon"
" -Complete Care Summit Ridge",none,NJ,"2023-07-25 16:09:16",lorrel.filliater,
" -Complete Care West Caldwell",disable,NJ,"2023-07-25 16:12:38",lorrel.filliater,"2025-06-25 10:08:27 by traci.varon"
" -Complete Care Westfield",none,NJ,"2023-07-25 16:09:51",lorrel.filliater,
" -Complete Care Woodlands",none,NJ,"2023-07-25 16:10:22",lorrel.filliater,
"Complete Care Chicago",none,IL,"2025-10-03 11:13:31",lorrel.filliater,
" -Complete Care at Margate Park",none,IL,"2025-10-03 11:14:58",lorrel.filliater,
" -Complete Care at Sheridan Commons",none,IL,"2025-10-03 11:15:25",lorrel.filliater,
" -Complete Care at the Boulevard",none,IL,"2025-10-03 11:14:18",lorrel.filliater,
"Complete Care Connecticut",none,CT,"2023-05-31 08:52:15",lorrel.filliater,"2024-07-17 13:07:46 by lorrel.filliater"
" -Fox Hill",none,CT,"2023-06-26 11:37:18",lorrel.filliater,
" -Glendale Center",disable,CT,"2023-06-26 11:36:52",lorrel.filliater,"2024-07-25 10:25:49 by traci.varon"
" -Groton Regency Center",none,CT,"2023-06-26 11:36:10",lorrel.filliater,
" -Harrington Court",none,CT,"2023-06-26 11:35:37",lorrel.filliater,
" -Kimberly Hall North",none,CT,"2023-06-26 11:34:48",lorrel.filliater,
" -Kinberly Hall South",none,CT,"2023-06-26 11:34:12",lorrel.filliater,
" -Meriden Center",none,CT,"2023-06-26 11:33:31",lorrel.filliater,
"Complete Care Mid Atlantic",none,MD,"2023-03-08 15:33:11",lorrel.filliater,"2024-07-17 13:09:06 by lorrel.filliater"
" -Complete Care at Severna Park",none,MD,"2023-03-06 08:45:54",katie.harris,"2023-08-01 14:18:14 by lorrel.filliater"
" -Glendale Care and Rehab",none,WI,"2022-10-04 10:46:45",katie.harris,"2023-03-13 14:11:57 by lorrel.filliater"
" -Grande Prairie Care and Rehab",none,WI,"2022-10-04 10:47:04",katie.harris,"2023-03-13 14:14:22 by lorrel.filliater"
" -Kensington Care and Rehab",none,WI,"2022-10-04 10:47:57",katie.harris,"2023-03-13 14:11:27 by lorrel.filliater"
" -Manitowoc Health and Rehab Center",none,WI,"2022-10-04 10:48:20",katie.harris,"2024-06-24 13:10:28 by lorrel.filliater"
" -Nazareth Health and Rehab",none,WI,"2022-10-04 10:48:56",katie.harris,"2023-03-13 14:16:19 by lorrel.filliater"
" -Ridgewood Care Center",none,WI,"2022-10-04 10:48:33",katie.harris,"2023-03-13 14:15:47 by lorrel.filliater"
" -Southpointe Health and Rehab",none,WI,"2022-10-04 10:47:23",katie.harris,"2023-03-13 14:15:22 by lorrel.filliater"
" -Virginia Highlands Care and Rehab Center",none,WI,"2022-10-04 10:47:42",katie.harris,"2024-07-25 12:57:58 by traci.varon"
"Complete Care Midwest",none,WI,"2022-10-03 10:07:48",katie.harris,"2024-07-17 13:10:01 by lorrel.filliater"
" -Complete Care at Annapolis",none,MD,"2023-03-06 08:47:03",katie.harris,
" -Complete Care at Brackenville",none,DE,"2023-03-06 08:47:20",katie.harris,
" -Complete Care at Dawnview, LLC",none,WV,"2023-03-06 08:48:02",katie.harris,
" -Complete Care at Hagerstown",none,MD,"2023-03-06 08:48:24",katie.harris,
" -Complete Care at Heritage",none,MD,"2023-03-06 08:42:05",katie.harris,"2023-03-06 08:42:30 by katie.harris"
" -Complete Care at Hillside",none,DE,"2023-03-06 08:42:59",katie.harris,"2023-03-06 14:00:18 by katie.harris"
" -Complete Care at Hyattsville",none,MD,"2023-03-06 08:43:22",katie.harris,
" -Complete Care at La Plata",none,MD,"2023-03-06 08:44:47",katie.harris,
" -Complete Care at Multi Medical Center",none,MD,"2023-03-06 08:45:08",katie.harris,
" -Complete Care at Oak Ridge, LLC",none,WV,"2023-03-06 08:45:35",katie.harris,
" -Complete Care at Silver Lake",none,DE,"2023-03-06 08:46:12",katie.harris,
" -Complete Care at Springbrook",none,MD,"2023-03-06 08:46:29",katie.harris,
" -Complete Care at Wheaton",none,MD,"2023-03-06 08:46:45",katie.harris,
" -Complete Care Corsica Hills",none,MD,"2023-03-06 08:47:37",katie.harris,
"Complete Care North Jersey PA",none,NJ,"2023-09-20 09:03:05",lorrel.filliater,"2024-07-17 13:01:41 by lorrel.filliater"
"Complete Care South Jersey",none,NJ,"2024-05-21 09:39:23",lorrel.filliater,"2024-09-27 13:53:34 by lorrel.filliater"
"Concourse Rehabilitation &amp; Nursing Center",disable,NY,,,"2023-07-11 15:06:50 by Emily.Foreman"
"Congregational Homes, Inc. DBA Mt. San Antonio Gardens",none,CA,,,"2022-09-21 14:12:47 by polly.smith"
"Conquest Healthcare",disable,TX,"2021-12-17 12:58:31",katie.harris,"2025-08-15 13:31:03 by lorrel.filliater"
" -BrightPointe at Lytle Lake",none,TX,"2021-12-17 12:59:33",katie.harris,
" -Cimmaron Park Nursing and Rehabilitation",none,TX,"2021-12-17 13:01:35",katie.harris,"2024-04-09 15:01:08 by traci.varon"
" -Enchanted Rock",none,TX,"2024-08-15 08:41:43",lorrel.filliater,
" -Lindale Specialty Care Center",none,TX,"2022-03-30 14:47:53",katie.harris,"2025-04-24 10:01:32 by lorrel.filliater"
" -Patriot Rehabilitation and Wellness",none,TX,"2021-12-17 12:58:57",katie.harris,
" -Petal Hill Nursing and Rehabilitation",none,TX,"2021-12-17 13:00:45",katie.harris,"2025-04-24 10:03:02 by lorrel.filliater"
" -Pilot Point Care Center",none,TX,"2021-12-17 13:00:18",katie.harris,
" -Riverside Health and Rehab",none,TX,"2024-03-21 09:28:00",lorrel.filliater,"2024-03-21 09:33:19 by lorrel.filliater"
" -Rose Trail Nursing and Rehabilitation",none,TX,"2021-12-17 13:01:12",katie.harris,
" -Tierra Estates Healthcare",none,TX,"2023-05-05 15:11:05",lorrel.filliater,
"Continuum Health Care Services",none,IA,"2025-11-10 11:02:54",Emily.Foreman,
" -Lone Tree Health CC/Pioneer Park",none,IA,"2025-11-10 11:03:08",Emily.Foreman,
"Core of Dale",none,IN,,,"2020-04-09 17:03:10 by Mandy.Lytle"
"Corewell Health",none,MI,,,"2023-12-13 14:20:33 by lorrel.filliater"
" -Pine Ridge: A Rehabilitation &amp; Nursing Center",none,MI,,,"2022-01-18 13:31:25 by lorrel.filliater"
"Corporate Management, Inc.",none,MS,,,"2022-09-21 14:13:28 by polly.smith"
" -Leaksville Rehab",none,MS,,,"2020-01-06 11:04:57 by mstypinski"
" -Stone County",none,MS,,,"2020-01-06 11:06:10 by mstypinski"
"Cortland Acres",disable,WV,,,"2024-11-26 10:38:47 by traci.varon"
"Cottages of Lake St. Louis",none,MO,"2022-03-03 14:04:40",katie.harris,
"Cottonwood Healthcare",none,UT,"2025-02-06 10:44:20",lorrel.filliater,"2025-07-10 11:59:12 by lorrel.filliater"
" -Alpine Meadow",none,UT,"2025-02-06 11:14:44",lorrel.filliater,
" -Beartooth",none,MT,"2025-02-06 11:22:59",lorrel.filliater,
" -Bella Terra",none,UT,"2025-02-06 11:15:04",lorrel.filliater,
" -Billings Rehabilitation",none,MT,"2025-02-06 11:23:30",lorrel.filliater,
" -Colonial Rehabilitation",none,CO,"2025-02-06 11:18:32",lorrel.filliater,
" -Creekside Village",none,CO,"2025-02-06 11:19:08",lorrel.filliater,
" -Crestwood Rehabilitation",none,UT,"2025-02-06 11:15:32",lorrel.filliater,
" -Falcon Heights Health and Rehab",none,CO,"2021-09-21 15:41:49",lorrel.filliater,"2025-02-06 11:19:58 by lorrel.filliater"
" -Fountian View",none,CO,"2025-02-06 11:20:48",lorrel.filliater,
" -Highland Manor od Fallon",none,NV,"2025-02-06 11:08:48",lorrel.filliater,
" -Highland Manor of Elko",none,NV,"2025-02-06 11:13:50",lorrel.filliater,
" -Highland Manor of Mesquite",none,NV,"2025-02-06 11:08:22",lorrel.filliater,
" -Kalispell Rehabilitation",none,MT,"2025-02-06 11:24:06",lorrel.filliater,
" -Kiowa Hills Health and Rehab",none,CO,"2021-09-21 15:42:39",lorrel.filliater,"2025-02-06 11:02:47 by lorrel.filliater"
" -Lakeview Rehabilitation",none,MT,"2025-02-06 11:24:38",lorrel.filliater,
" -Little Cottonwood",none,UT,"2025-02-06 11:15:58",lorrel.filliater,"2025-03-12 13:20:02 by lorrel.filliater"
" -Lorrina Peak",none,UT,"2025-02-06 11:16:55",lorrel.filliater,
" -Maple Ridge",none,UT,"2025-02-06 11:17:22",lorrel.filliater,
" -Millcreek",none,UT,"2025-02-06 11:17:38",lorrel.filliater,
" -Northern Pines",none,MT,"2025-02-06 11:25:09",lorrel.filliater,
" -Poudre Canyon Health and Rehab",none,CO,"2021-09-21 15:55:53",lorrel.filliater,"2025-02-06 11:03:37 by lorrel.filliater"
" -River Ridge Rehabilitation",none,MT,"2025-02-06 11:25:37",lorrel.filliater,
" -South Platte Health and Rehab",none,CO,"2021-09-21 15:59:54",lorrel.filliater,"2025-02-06 11:05:15 by lorrel.filliater"
" -Spanish Fork",none,UT,"2025-02-06 11:18:01",lorrel.filliater,
" -Sterling Rehabilitation",none,CO,"2025-02-06 11:21:20",lorrel.filliater,
" -Valley Vista",none,MT,"2025-02-06 11:26:16",lorrel.filliater,"2025-04-23 10:24:21 by lorrel.filliater"
"Country Lane",disable,OK,"2020-10-20 14:29:06",lorrel.filliater,"2025-06-12 09:30:24 by lorrel.filliater"
"Country Meadows Retirement Communities",none,PA,"2024-12-16 07:53:51",Emily.Foreman,
"Countryside Care Center",disable,MI,,,"2024-11-18 10:07:48 by Emily.Foreman"
"Countryside Estates Nursing",none,OK,"2025-08-11 10:03:34",Emily.Foreman,
"County of Wood Skilled Nursing Facility",none,WI,"2025-06-25 10:13:30",Emily.Foreman,
"Courtyard of Natchitoches",none,LA,,,"2023-03-07 16:59:03 by katie.harris"
"Covenant Care California LLC",disable,CA,"2020-12-29 08:29:30",Mandy.Lytle,"2025-08-05 08:50:39 by lorrel.filliater"
"Covenant Health MA",none,ME,"2025-03-11 11:58:41",lorrel.filliater,"2025-04-16 09:12:26 by lorrel.filliater"
" -Bangor Nursing and Rehab",none,ME,"2025-05-01 13:48:39",lorrel.filliater,
" -Maristhill Nursing",none,MA,"2025-05-01 13:43:04",lorrel.filliater,
" -Mary Immaculate Health",none,MA,"2025-05-01 13:45:18",lorrel.filliater,
" -Mount St Rita",none,RI,"2025-05-01 13:36:43",lorrel.filliater,
" -Penacook Place",none,MA,"2025-05-01 13:45:45",lorrel.filliater,
" -Salemhaven Skilled Nursing",none,NH,"2025-05-01 13:50:34",lorrel.filliater,
" -St Andre Health Center",none,ME,"2025-05-01 13:46:17",lorrel.filliater,
" -St Joseph Manor Health",none,ME,"2025-05-01 13:37:17",lorrel.filliater,"2025-05-02 09:35:29 by lorrel.filliater"
" -St Marys Villa",none,PA,"2025-05-01 13:34:51",lorrel.filliater,"2025-05-01 13:42:04 by lorrel.filliater"
" -St Marys Worchester",none,MA,"2025-05-01 13:44:40",lorrel.filliater,"2025-09-18 13:12:40 by lorrel.filliater"
" -Youville Place",none,MA,"2025-05-01 13:49:48",lorrel.filliater,
"Covenant Health Network",none,AZ,,,"2024-03-18 16:13:14 by Emily.Foreman"
" -Christian Care Nursing Center",none,AZ,,,"2024-04-08 14:14:24 by Emily.Foreman"
" -Friendship Village of Tempe",none,AZ,"2024-03-18 15:51:54",Emily.Foreman,
" -Providence Place at Glencroft",none,AZ,,,"2024-04-03 09:12:36 by Emily.Foreman"
" -Sierra Winds",disable,AZ,"2024-03-18 15:51:13",Emily.Foreman,"2025-05-15 14:52:35 by Emily.Foreman"
" -The Beatitudes Campus",none,AZ,,,"2024-03-18 15:50:14 by Emily.Foreman"
" -The Terraces of Phoenix",none,AZ,,,"2024-03-18 15:52:15 by Emily.Foreman"
"Creekview Health",disable,TN,"2022-01-06 12:59:20",lorrel.filliater,"2024-07-15 09:53:45 by lorrel.filliater"
"Crestmoor Health and Rehab",disable,CO,"2021-09-21 15:57:25",lorrel.filliater,"2024-11-11 16:17:03 by lorrel.filliater"
"Crestview Health and Rehabilitation Center",none,GA,,,"2022-11-01 09:44:49 by katie.harris"
"Crestview Manor",disable,WV,,,"2024-11-26 10:54:25 by traci.varon"
"Crockett County Care Center",none,TX,,,"2022-09-21 14:15:53 by polly.smith"
"Cross Keys Village",none,PA,"2025-07-16 08:57:34",Emily.Foreman,
"Cross Timbers",disable,OK,"2020-10-20 14:29:23",lorrel.filliater,"2023-10-31 15:07:38 by lorrel.filliater"
"Crowell Home",none,NE,,,"2022-09-21 14:16:29 by polly.smith"
"Crown Point Health Suites",none,TX,,,"2022-09-21 14:16:51 by polly.smith"
"Crystal Heights Care Center",none,IA,"2025-11-12 09:57:17",Emily.Foreman,
"CSJ Initiatives",none,KS,,,"2022-09-21 14:17:17 by polly.smith"
"CuraVistas Highline",none,CO,"2024-06-06 15:21:47",Emily.Foreman,
"Cypress Healthcare, LLC",disable,LA,"2022-01-24 11:46:29",katie.harris,"2023-10-17 10:26:57 by lorrel.filliater"
" -Cypress at Lake Providence",disable,LA,"2022-01-28 09:02:32",lorrel.filliater,"2022-12-19 16:02:49 by lorrel.filliater"
"D. Scott Hudgens Center for Skilled Nursing dba Annandale Village",none,GA,,,"2022-09-21 14:18:08 by polly.smith"
