"Document ID","Document Title",Categories,"Number of Downloads"
505918,"Document Id: 505918 (Deleted)",,12
505921,"Smoking- Resident","Policies and Procedures",12
506089,"BUSINESS &#8211; Cash Receipts","Policies and Procedures",12
506301,"Pain Management",Nursing,12
506308,"Psychotropic management","Policies and Procedures",12
506650,"Hand Hygiene Policy 11-01-2023","Policies and Procedures",12
506721,"Influenza Exposure Policy","Policies and Procedures",12
506956,"Residents Rights Regarding Treatment and Advanced Directives Policy 11-01-2023","Social Services",12
507001,"Document Id: 507001 (Deleted)",,12
507380,"Administration and Interpretation of Tuberculin-Skin-Test (TST) 11-01-2023","Policies and Procedures",12
507394,"Cleaning and Disinfection of Resident Care Equipment Policy 11-01-2023","Policies and Procedures",12
507450,"Isolation Gown Use During Infection Outbreaks Policy 11-01-2023","Policies and Procedures",12
507557,"F-610 POC","Survey Management",12
507563,"Addressing Medication Regimen Review Irregularities Policy 11-01-2023","Policies and Procedures",12
507567,"Administration of Injections Policy 11-01-2023","Policies and Procedures",12
507569,"Against Medical Advice (AMA) Form 11-01-2023","Policies and Procedures",12
507575,"Annual Education QMA Relias &#8211; Insulin Administration Annual Inservice Training Form (TLC)","Policies and Procedures",12
507681,"Perineal Care Validation Checklist 11-01-2023","Policies and Procedures",12
508347,"Document Id: 508347 (Deleted)",,12
508462,"COVID-19 Vaccination","Policies and Procedures",12
508744,"CPR Policy","Policies and Procedures",12
508976,"Investigative Tool &#8211; Skin tear_Bruise_Abrasion 10-2020 (TLC)","Policies and Procedures",12
510247,"Turn and position",Nursing,12
510312,"Document Id: 510312 (Deleted)",,12
510848,"Therapeutic Leave","Policies and Procedures",12
511033,"Document Id: 511033 (Deleted)",,12
511300,"Dialysis Treatment",Nursing,12
511321,"Appropriate Use of Feeding Tubes Policy 11-27-2023","Policies and Procedures",12
511398,"Perineal Care Policy 11-28-2023","Policies and Procedures",12
511462,"Document Id: 511462 (Deleted)",,12
511603,"Vital Signs Policy 11-29-2023","Policies and Procedures",12
511744,"Management of Shingles (Herpes Zoster) Policy 12-04-2023","Policies and Procedures",12
512145,"Residents&#8217; Rights Regarding Treatment and Advance Directives 03-05-2024","Social Services",12
512850,"Document Id: 512850 (Deleted)",,12
512980,"Document Id: 512980 (Deleted)",,12
513310,"Document Id: 513310 (Deleted)",,12
513412,"Psychotropic Medication &#8211; Use of&#8211;Attachment A","Policies and Procedures",12
513719,"Medical Records &#8211; PointClickCare Downtime Procedures-Attachment A eMAR backup checklist","Policies and Procedures",12
514047,"Malnutrition Query to PCP",MDS,12
514124,"Compliance and Ethics Program",Administrative,12
514148,"Emergency Cart",Nursing,12
514224,"PDPM Primary Dx Decision Tree",MDS,12
514282,"IC- Cleaning and Disinfecting of Resident Equipment","Policies and Procedures",12
514315,"Document Id: 514315 (Deleted)",,12
514619,"Infection Control &#8211; Antibiotic Stewardship Program","Policies and Procedures",12
514652,"Infection Control &#8211; Hand Hygiene","Policies and Procedures",12
514680,"Infection Control &#8211; Influenza Vaccination","Policies and Procedures",12
514730,"Infection Control &#8211; TB Infection Control Plan","Policies and Procedures",12
514737,"Environmental Services &#8211; Housekeeping Technician Job Description &amp; Performance Appraisal","Human Resources",12
514832,"Document Id: 514832 (Deleted)",,12
514856,"Behavioral Assessment Intervention and Monitoring","Policies and Procedures",12
514926,"Therapy &#8211; Documentation Timelines Policy","Policies and Procedures",12
515460,"Nursing &#8211; Wound Management &#8211; Skin Assessment","Policies and Procedures",12
515599,"Nursing &#8211; Medication Management &#8211; Medication Administration via Enteral Tube","Policies and Procedures",12
515760,"Nursing – Nursing Processes &#8211; Flushing a Feeding Tube","Policies and Procedures",12
515888,"PICC Flushing, Locking, Maintenance, Removal Policy 05-28-2024","Policies and Procedures",12
516473,"Environmental Services &#8211; Standard Precautions Infection Control","Policies and Procedures",12
516563,"Quality Assurance and Performance Improvement QAPI Policy",Administrative,12
516571,"Resident Smoking Policy",Administrative,12
516829,"Indwelling Catheter Use and Removal Policy",Nursing,12
517090,"Resident Rights Policy","Social Services",12
517381,"IC- Facility Source Control Measures","Policies and Procedures",12
517767,"Infection Surveillance Policy 05-29-2024","Policies and Procedures",12
518922,"Document Id: 518922 (Deleted)",,12
518926,"Document Id: 518926 (Deleted)",,12
519024,"Stay at Home/Return to Work Guidelines for Employees: COVID-19",Nursing,12
519461,"Competencies and Skills &#8211; Verifying Placement of Feeding Tube Validation Checklist","Staff Development",12
520561,"Document Id: 520561 (Deleted)",,12
520917,"Provision of Physician Ordered Services Policy",Administrative,12
521093,"Document Id: 521093 (Deleted)",,12
521229,"ADL &#8211; Flow Sheet &#8211; Downtime Documentation",Administrative,12
521243,"Respiratory Syncytial Virus (RSV) Vaccination",Nursing,12
521593,"Competency- Measuring Output","Staff Development",12
521617,"Competency- NG Dobhoff Tube Care of","Staff Development",12
521668,"DTY &#8211; Dish Machine Temperature and Sanitizer Log &#8211; TOOL","Food and Nutrition Services",12
521733,"Psychotropic Procedure",Nursing,12
521796,"Sepsis Screen / Protocol",Nursing,12
522048,"Emergency Crash Cart and AED Policy",Nursing,12
522100,"Professionalism Customer Service Policy","Human Resources",12
522181,"Discharge Planning Process Policy","Social Services",12
522581,"Agency Orientation","Staff Development",12
522677,"Nebulizer Therapy Policy 04-16-2024","Policies and Procedures",12
522844,"Three Day Bowel and Bladder Form",Nursing,12
522991,"CPAP-BiPAP Cleaning Policy Revised 09-16-24","Policies and Procedures",12
523141,"IC- A Infection Prevention and Control Program Approval Form",Nursing,12
523227,"Medication Errors Policy",Nursing,12
523260,"Administration Oxygen Policy",Nursing,12
523605,"Notice of Resident Transfer or Discharge","Social Services",12
523881,"IC- Droplet Precautions Sign",Nursing,12
523897,"Hand Hygiene &amp; PPE Audit DHS WI 2020","Staff Development",12
524455,"HCSG Dining Services Policy Manual","Food and Nutrition Services",12
524686,"Document Id: 524686 (Deleted)",,12
524739,"Infection Control Program","Policies and Procedures",12
525400,"CHF Protocol",Nursing,12
525491,"Nursing Clinical -Restorative-Aide-Job-Description",Nursing,12
527059,"Investigation Wandering Elopement",Nursing,12
527318,"Document Id: 527318 (Deleted)",,12
527804,"Abuse Neglect and Exploitation Policy",Administrative,12
528736,"Sub Q Fluids or Hypodermoclysis Education",Nursing,12
528738,"Same Discharge Summary for Nursing Education",Nursing,12
529960,"Director of Staff Development Job Description","Human Resources",12
529969,"Registered Nurse Job Description","Human Resources",12
531212,"ADM001 Abuse-Neglect-and-Exploitation-Policy","Policies and Procedures",12
531732,"PCC Wound Documentation 02-2025 (TLC)","Policies and Procedures",12
532195,"IC- Enhanced Barrier Precautions (EBP) Policy","Policies and Procedures",12
532492,"Antibiotic Stewardship Program","Policies and Procedures",12
534121,"Infection Prevention and Control Program Policy","Policies and Procedures",12
523263,"Pharmacy Services Policy",Nursing,11
523290,"Use of Psychotropic Medication Policy",Nursing,11
523386,"Orientation- Tests","Staff Development",11
523439,"Discharge Summary Policy","Social Services",11
523530,"Pain Management Policy","Policies and Procedures",11
523773,"Antimicrobial Stewardship","Policies and Procedures",11
523829,"Pressure Injury Prevention and Management","Policies and Procedures",11
523905,"FORM- Elopement Risk Identification Form",Nursing,11
524101,"Competency- Central Venous Access Flushing Locking","Staff Development",11
524445,"Competency Evaluation","Policies and Procedures",11
525173,"Document Id: 525173 (Deleted)",,11
525244,"EP-Roles Under 1135 Waiver","Policies and Procedures",11
525392,"Foreign Body Airway Obstruction Management (Choking)",Nursing,11
525613,"Document Id: 525613 (Deleted)",,11
526152,"Infection Control &#8212; COVID 19 Vaccination Administration Policy","Policies and Procedures",11
526361,"MDS/CRC Coordinator","Human Resources",11
527038,"2025 W-4","Human Resources",11
527045,"Infection Control &#8211; COVID-19 Prevention, Response and Reporting","Policies and Procedures",11
528148,"Abuse, Neglect, and Exploitation Conducting an Investigation in a Skilled Nursing Facility",Administrative,11
529811,"Cheryl Infection Control Policy",Nursing,11
532181,"Quality Assurance Performance Improvement (QAPI) Policy","Policies and Procedures",11
532216,"Facility Smoking Policy",Nursing,11
533986,"Administrative &#8211; Against Medical Advice AMA Form",Administrative,11
534203,"Clinical &#8211; Pain Management Policy",Nursing,11
534249,"Document Id: 534249 (Deleted)",,11
465346,"Document Id: 465346 (Deleted)",,11
466191,"Document Id: 466191 (Deleted)",,11
466999,"Rectal Tube Policy","Policies and Procedures",11
467263,"Specimen Collection Policy","Policies and Procedures",11
467381,"Form DMS 787 Instructions Arkansas Pre-Admission Screening Mental Illness/Mental Retardation &#8211; Level I Identification Scrre","Social Services",11
467710,"Hand Hygiene Policy &#8211; rev 03/24/21","Policies and Procedures",11
470275,"Falls &#8211; Assessing Falls and Their Causes &#8211; rev 4.27.22","Policies and Procedures",11
470545,"PLANTOPS Fire and Smoke Doors Policy","Policies and Procedures",11
470549,"PLANTOPS Fire Extinguishers Policy","Policies and Procedures",11
470723,"Document Id: 470723 (Deleted)",,11
470808,"Medication Assistant MAC Guidelines","Human Resources",11
470932,"RESP Metered Dose Inhaler with Spacer","Policies and Procedures",11
470951,"RESP Aerosol Therapy Continuous","Policies and Procedures",11
471009,"CR-Billing Telehealth in Skilled and Long Term Care","Policies and Procedures",11
471278,"DTY &#8211; Cleaning Instruction Counter Space","Policies and Procedures",11
471284,"DTY &#8211; Cleaning Instructions Can Opener","Policies and Procedures",11
472198,"DTY &#8211; Cleaning Instructions Broilers","Policies and Procedures",11
473551,"Clinical Forms- Signage for Doors Enhanced-barrier-precautions",Nursing,11
473815,"Dietary Labeling and Dating Protocol","Food and Nutrition Services",11
474140,"Infection Control: Head Lice and Scabies Exposure and Treatment","Policies and Procedures",11
474154,"Infection Control: Management C-Difficile Infection","Policies and Procedures",11
474162,"Infection Control: Pneumococcal Vaccine Series Guidelines","Policies and Procedures",11
475402,"Compliance &amp; Ethics &#8211; Compliance Program Administration &#8211; Internal Compliance Investigations",Administrative,11
475404,"Compliance &amp; Ethics &#8211; Compliance Program Administration &#8211; Response to Detected Issues and Remediation",Administrative,11
475545,"QSO-20-38-NH rev 9/23/2022","Policies and Procedures",11
475814,"Pharmaceutical Services","Policies and Procedures",11
475887,"Activity Programs","Policies and Procedures",11
475918,"Document Id: 475918 (Deleted)",,11
476028,"Document Id: 476028 (Deleted)",,11
476088,"Document Id: 476088 (Deleted)",,11
476106,"Document Id: 476106 (Deleted)",,11
476180,"Meal Supervision and Assistance",Nursing,11
476372,"Document Id: 476372 (Deleted)",,11
476773,"Standards of Care Cues Resource",Nursing,11
476775,"Standards of Care Forms",Nursing,11
476843,"Document Id: 476843 (Deleted)",,11
476890,"Safe and Home Like Enviroment",Maintenance,11
476928,"Certification and Recertification",MDS,11
476962,"Resident Assessment &#8211; RAI",MDS,11
477154,"Compliance And Ethics Reporting Policy",Administrative,11
477178,"Compliance Enforcement And Discipline Policy",Administrative,11
477206,"Evaluation of HIPAA Security Measures Policy",Administrative,11
477210,"HIPAA Organizational Requirement Policy",Administrative,11
477248,"Contract Employees Emergency Preparedness Training Policy",Administrative,11
477280,"Emergency Preparedness Resident And Staff Tracking Policy",Administrative,11
477293,"Resident And Family Notification Of Emergency Plan Policy",Administrative,11
477338,"Pressure Ulcer Prevention Guidelines",Nursing,11
477393,"Appropriate use of Feeding Feeding Tube",Nursing,11
477569,"Fluid Restriction Policy","Food and Nutrition Services",11
477571,"Document Id: 477571 (Deleted)",,11
477640,"Culturally Competent Care","Social Services",11
477900,"Document Id: 477900 (Deleted)",,11
478001,"Elopement Evaluation Post-Test","Staff Development",11
478029,"Alert Charting Log",Nursing,11
478031,"Alert Charting Process",Nursing,11
478106,"Care and Maintenance of Central Venous Catheter",Nursing,11
478395,"Handling Soiled Linen Policy",Nursing,11
478419,"Influenza Exposure Plan",Nursing,11
478901,"TB Testing: Interferon Gamma Release Assays Policy",Nursing,11
479725,"Document Id: 479725 (Deleted)",,11
479746,"Document Id: 479746 (Deleted)",,11
479858,"Document Id: 479858 (Deleted)",,11
479864,"Document Id: 479864 (Deleted)",,11
479928,"Document Id: 479928 (Deleted)",,11
479981,"Risk Assessment &#8211; Information Security Policy","Policies and Procedures",11
479987,"Document Id: 479987 (Deleted)",,11
480087,"Document Id: 480087 (Deleted)",,11
480396,"Document Id: 480396 (Deleted)",,11
480504,"Document Id: 480504 (Deleted)",,11
480518,"Document Id: 480518 (Deleted)",,11
480580,"Document Id: 480580 (Deleted)",,11
480652,"Document Id: 480652 (Deleted)",,11
481006,"Document Id: 481006 (Deleted)",,11
481093,"Glucometer Control Log",Nursing,11
481225,"Document Id: 481225 (Deleted)",,11
481563,"CMS-Medicare-PG-Advance- NONC","Policies and Procedures",11
481575,"Culturally Competent Care Plan",Nursing,11
481589,"Nursing Services and Sufficient Staff Policy","Policies and Procedures",11
481842,"Nursing Environmental Inspection Policy",Nursing,11
481848,"Document Id: 481848 (Deleted)",,11
481858,"Prevention of Decline in Range of Motion Policy",Nursing,11
481892,"Use of Gait Belts Policy",Nursing,11
481989,"Compliance Inspection Policy",Administrative,11
482017,"Information and Communication Policy",Administrative,11
482052,"Provision of Quality Care Policy",Administrative,11
482362,"Handwashing for Dietary Employees Policy","Food and Nutrition Services",11
482429,"Document Id: 482429 (Deleted)",,11
482491,"Snack Nourishment- Process","Food and Nutrition Services",11
482528,"Nutritional Management- Policy","Food and Nutrition Services",11
482542,"Assistant Dietary Manager or Supervisor Non-Certified Competency- Form","Food and Nutrition Services",11
482703,"Smoking Checklist",Administrative,11
482714,"Document Id: 482714 (Deleted)",,11
482763,"EPP Plan Binder 2","Environmental Services",11
482824,"EPP Policies 3","Policies and Procedures",11
482853,"Catheter Care Policy",Nursing,11
482989,"Document Id: 482989 (Deleted)",,11
483006,"Document Id: 483006 (Deleted)",,11
483128,"Document Id: 483128 (Deleted)",,11
483283,"Evaluation Process &#8211; HR Policy","Human Resources",11
483320,"Medical Staff Credentialing and Privileging Policy","Human Resources",11
483403,"Maintaining a Sanitary Tray Line","Food and Nutrition Services",11
483411,"Nutritional and Dietary Supplements","Food and Nutrition Services",11
483481,"Compliance Inspection","Policies and Procedures",11
483498,"DM &#8211; Descriptive Listing of Diets","Food and Nutrition Services",11
483765,"Document Id: 483765 (Deleted)",,11
483803,"Document Id: 483803 (Deleted)",,11
483819,"Document Id: 483819 (Deleted)",,11
483835,"OSHA Bloodborne Pathogens-Contaminated Sharps Occupational Exposure","Policies and Procedures",11
483878,"Document Id: 483878 (Deleted)",,11
484113,"CAA and Care Plan Responsibility Expectation List",MDS,11
484188,"5 Why Process Example",Nursing,11
484193,"Cleaning and Disnfecting of Resident Care Equipment Policy","Policies and Procedures",11
484203,"Fall With Major Injury Investigation Tool",Nursing,11
484962,"Eye Medication Administration Checklist","Policies and Procedures",11
484996,"Turning and Repositioning",Nursing,11
485198,"Document Id: 485198 (Deleted)",,11
485370,"Document Id: 485370 (Deleted)",,11
485432,"Bowel and Bladder Program-Attachment A Bladder and Bowel Collection","Policies and Procedures",11
485447,"Document Id: 485447 (Deleted)",,11
485605,"Falls Program-Attachment D QA Audit Tool Incident or Accident Outside the Facility","Policies and Procedures",11
485763,"Infection Control &#8211; Facility Infection Preventionist","Policies and Procedures",11
485783,"Document Id: 485783 (Deleted)",,11
485855,"Wound Treatment Guidelines",Nursing,11
486023,"Sexual Expressions","Social Services",11
486267,"CLIN- Nephrostomy/ Cystostomy Tube Care and Maintenance","Policies and Procedures",11
486350,"Document Id: 486350 (Deleted)",,11
486419,"NSG- Dementia Care","Policies and Procedures",11
486467,"Document Id: 486467 (Deleted)",,11
486516,"Document Id: 486516 (Deleted)",,11
486593,"NSG- Personal Property","Policies and Procedures",11
486659,"Document Id: 486659 (Deleted)",,11
486663,"Clinical Protocol- COPD",Nursing,11
486825,"IC- Handling Soiled Linen","Policies and Procedures",11
486880,"IC- Preventing Occupational Exposure to Bloodborne Pathogens","Policies and Procedures",11
486884,"IC- Respiratory Hygiene and Cough Etiquette","Policies and Procedures",11
486938,"IC- Sharps Disposal","Policies and Procedures",11
486976,"Sign- Cover Your Cough",Nursing,11
486998,"IC- OSHA Bloodborne Pathogen Plan","Policies and Procedures",11
487135,"Guardianship Wisconsin","Social Services",11
487147,"Dining and Resident Activity Rooms",Activities,11
487331,"Clinical Supplies in Case of Emergencey","Policies and Procedures",11
487367,"Document Id: 487367 (Deleted)",,11
487487,"Life Safety- Fire Drill Policy","Policies and Procedures",11
487507,"NSG- Resident Belongings","Policies and Procedures",11
487706,"Document Id: 487706 (Deleted)",,11
488137,"NUTR &#8211; Dietary Quality Assurance and Performance Improvement","Food and Nutrition Services",11
488176,"NUTR &#8211; Resident Hydration and Prevention of Fluid Deficits Policy","Food and Nutrition Services",11
488358,"Form &#8211; Exempt Payroll Timecard","Human Resources",11
488788,"Entering Diet and Supplement Orders","Food and Nutrition Services",11
488842,"Document Id: 488842 (Deleted)",,11
488905,"Document Id: 488905 (Deleted)",,11
488953,"Quality Assurance and Performance Improvement",Administrative,11
489114,"Monitoring of Refrigerator/Freezer Temperatures","Food and Nutrition Services",11
489260,"Hemodialysis Policy",Nursing,11
489476,"COVID Vaccine &#8211; Medical Exemption Form","Human Resources",11
489672,"TB Screening Policy &#8211; Bluegrass","Policies and Procedures",11
490253,"NHSN Policy and Procedure","Policies and Procedures",11
490407,"Food From Outside","Food and Nutrition Services",11
490909,"Psychotropic Medication Policy","Policies and Procedures",11
490921,"Use and Storage of Food brought in by Family","Food and Nutrition Services",11
491002,"Document Id: 491002 (Deleted)",,11
491048,"Document Id: 491048 (Deleted)",,11
491098,"Document Id: 491098 (Deleted)",,11
491104,"Document Id: 491104 (Deleted)",,11
491196,"Document Id: 491196 (Deleted)",,11
491335,"Document Id: 491335 (Deleted)",,11
491351,"Document Id: 491351 (Deleted)",,11
491379,"Document Id: 491379 (Deleted)",,11
491415,"Computer Request Form",Administrative,11
492007,"PRN Medications &#8211; Policy","Policies and Procedures",11
492049,"ABN Form Instructions",Administrative,11
493414,"Document Id: 493414 (Deleted)",,11
493420,"Therapy &#8211; Faxing Protected Health Information Policy","Policies and Procedures",11
493502,"Document Id: 493502 (Deleted)",,11
494014,"Activity Calendar &#8211; Monthly Themed Activities Calendar",Activities,11
494015,"Esther Law resident","Policies and Procedures",11
494136,"Competency Job Description &#8211; Activities Director Professional Competency Evaluation",Activities,11
494195,"Critical Element Pathways &#8211; Activities CMS 20065","Survey Management",11
494507,"IT18 &#8211; Surveyor Electronic Medical Record Access 20220805","Policies and Procedures",11
494678,"Compliance &amp; Ethics – Medical Staff Credentialing and Privileging Policy",Administrative,11
494681,"Business Associate Agreement (BAA) 20171218","Policies and Procedures",11
495105,"Document Id: 495105 (Deleted)",,11
495137,"Administration – Firearm and Weapon Prohibition Policy",Administrative,11
495353,"Life Safety Code – HVAC System Policy",Maintenance,11
495368,"Infection Control – Management of Monkeypox Infection Policy",Nursing,11
495400,"Document Id: 495400 (Deleted)",,11
495415,"Life Safety Code – Fire or Explosion Incident Reporting Policy",Maintenance,11
496008,"Medication Management – Nasal Spray Administration Policy",Nursing,11
496098,"Document Id: 496098 (Deleted)",,11
496336,"Weight Managment Guidelines","Food and Nutrition Services",11
496452,"SKIN- Foot Care","Policies and Procedures",11
496543,"Document Id: 496543 (Deleted)",,11
496933,"Compliance Reporting Hotline Poster",Administrative,11
496978,"IC: Bed Bug Prevention and Management Policy","Policies and Procedures",11
497029,"IC: Handling Soiled Linen Policy","Policies and Procedures",11
497074,"IC: TB- Treatment of Non-infectious Tuberculosis","Policies and Procedures",11
497214,"NUC: Fluid Restriction Policy","Policies and Procedures",11
497402,"QAPI &#8211; Performance Improvement Projects &#8211; OBRA MDS Timeliness Compliance PIP Worksheet Template","Policies and Procedures",11
497460,"QAPI &#8211; Tools &#8211; QAPI Annual Goals and Objectives Worksheet Template","Policies and Procedures",11
497619,"Compliance &amp; Ethics &#8211; Forms &#8211; Compliance and Ethics Program Evaluation",Administrative,11
497698,"Agency Orientation Process",Nursing,11
497861,"Unnecessary Drugs and Indication for Use Policy",Activities,11
497885,"NUP: Emergency Crash Car and AEDs Policy","Policies and Procedures",11
497893,"Document Id: 497893 (Deleted)",,11
498738,"Document Id: 498738 (Deleted)",,11
499185,"Recordkeeping Policy Record Maintenance Retention and Destruction",Administrative,11
499594,"PLANTOPS Van Wheelchair Securement Policy","Policies and Procedures",11
499896,"Document Id: 499896 (Deleted)",,11
499960,"Document Id: 499960 (Deleted)",,11
500149,"Workplace Violence An Employee Safety Guide","Human Resources",11
500188,"WP Health Center-SNF Resident Handbook 20230619","Policies and Procedures",11
500233,"IT19 &#8211; Electronic Signatures 20230620","Policies and Procedures",11
500344,"Infection Control – Multidrug Resistant Organisms Training Presentation",Nursing,11
500360,"Infection Control – Osteomyelitis Training Presentation",Nursing,11
500364,"Infection Control – Parasites Focused Infection Control Training Presentation Handouts",Nursing,11
500444,"Annual Compliance Attestation Statement","Human Resources",11
500689,"Medicare / Managed Care Weekly Meeting Form",MDS,11
500772,"MDS Quick Guide Activities Department",Activities,11
500920,"Quality Assurance and Performance Improvement (QAPI) &#8212; Feedback Policy","Policies and Procedures",11
501168,"Document Id: 501168 (Deleted)",,11
501418,"Document Id: 501418 (Deleted)",,11
501511,"Document Id: 501511 (Deleted)",,11
501539,"COVID-19 Prevention, Response and Reporting",Nursing,11
501963,"Document Id: 501963 (Deleted)",,11
501969,"Hospitality Aide Job Description","Human Resources",11
502144,"State Self Reporting Template","Survey Management",11
502150,"Document Id: 502150 (Deleted)",,11
502167,"Document Id: 502167 (Deleted)",,11
502404,"Employee TB Testing Policy","Staff Development",11
502406,"Employee TB Risk Assessment","Staff Development",11
502518,"Hand Hygiene","Policies and Procedures",11
502891,"PNA vaccine policy","Policies and Procedures",11
503131,"Food Brought in by Families and Visitors","Policies and Procedures",11
503618,"IC- VIS Hepatitis B Vaccine","Policies and Procedures",11
503627,"IC- VIS Varicella Vaccine","Policies and Procedures",11
504247,"CPR Education Post Test",Nursing,11
504253,"Document Id: 504253 (Deleted)",,11
504261,"Elopement Prevention Tips",Nursing,11
504360,"QAPI Coordination in Situations of a Abuse",Administrative,11
504481,"PLANTOPS Malfunctioning Equipment Policy","Policies and Procedures",11
504529,"Covid Vaccination Policy","Policies and Procedures",11
504700,"Fishbone Diagram",Administrative,11
504827,"Customer Service","Policies and Procedures",11
504882,"Document Id: 504882 (Deleted)",,11
504961,"Document Id: 504961 (Deleted)",,11
505498,"MedScript Policy and Procedure Manual","Policies and Procedures",11
505557,"High Risk Medications",Nursing,11
505581,"Influenza Vaccination Policy","Policies and Procedures",11
505667,"Nursing Assistant Skill Techniques Evaluation","Staff Development",11
505673,"Licensed Nurse &#8211; Skills Checklist","Staff Development",11
505675,"Orientation Training Plan Checklist &#8211; DON, ADON, RN Unit Manager","Staff Development",11
505749,ICP,"Policies and Procedures",11
506065,"Enhanced Barrier Precautions",Nursing,11
506565,"ADT &#8211; Advance Payment","Policies and Procedures",11
506571,"Schedule Change Form","Human Resources",11
506579,"Employee Incident/Accident Injury Packet","Human Resources",11
506978,"Dining and Resident Activity Rooms Policy 11-01-2023",Activities,11
506999,"Document Id: 506999 (Deleted)",,11
507118,"Document Id: 507118 (Deleted)",,11
507175,"Influenza Exposure Control Policy",Nursing,11
507434,"Document Id: 507434 (Deleted)",,11
507561,"F689 Environment POC","Survey Management",11
507639,"Medication Orders Policy 11-01-2023","Policies and Procedures",11
507857,"Fire Drills policy","Policies and Procedures",11
508113,"Clinical &#8211; Rectal Tube Policy",Nursing,11
508128,"HCC12B &#8211; PH Elopement Risk Assessment 20231201","Policies and Procedures",11
508199,"Document Id: 508199 (Deleted)",,11
508430,"Influenza Exposure Control","Policies and Procedures",11
508478,"Mock Survey- Assignments","Survey Management",11
508501,"Medication administration via enteral","Policies and Procedures",11
508680,"Safe Resident Handling/Transfers","Policies and Procedures",11
508882,"Pneumococcal Vaccination Policy","Policies and Procedures",11
509037,"Document Id: 509037 (Deleted)",,11
509122,"Document Id: 509122 (Deleted)",,11
509239,"Enhanced Barrier Precaution ED Poster","Staff Development",11
509337,"DM &#8211; Resident Hydration","Food and Nutrition Services",11
509520,"Hepatitis B Vaccine VIS","Policies and Procedures",11
509532,"Medication Reconciliation","Policies and Procedures",11
509537,"Document Id: 509537 (Deleted)",,11
509568,"Resident Screening for Tuberculosis","Policies and Procedures",11
509949,"Document Id: 509949 (Deleted)",,11
510181,"Sanitation Audit","Food and Nutrition Services",11
510210,"NSG- Weight Process In-Service",Nursing,11
510227,"Emergency Binder 10-2022 (TLC)","Policies and Procedures",11
510395,"Skin &#8211; Pressure Injury Prevention Guidelines","Policies and Procedures",11
510432,"Skin &#8211; Nurse Aide Pressure Injury Pre/Post Test","Staff Development",11
510444,"MED- Medication Regimen Review","Policies and Procedures",11
510548,"NSG- Assignment Template",Nursing,11
510679,"Texas Notifiable Conditions 2024",Nursing,11
510764,"FORM- Customer At Risk (CAR) Meeting (Option 2)",Nursing,11
510781,"QAPI Monitoring","Policies and Procedures",11
510801,"Pharmacy Services",Nursing,11
510816,"Determination of Code Status","Social Services",11
510944,"CPR Policy",Nursing,11
511025,"Tornado Prepardness","Policies and Procedures",11
511061,"MDS 3.0 Completion",MDS,11
511074,"Maintaining Minimum Data Set (MDS) Assessments",MDS,11
511333,"Document Id: 511333 (Deleted)",,11
511341,"Central Venous Access Catheter Flushing, Locking, Removal Policy 11-27-2023","Policies and Procedures",11
511349,"Pain Management","Policies and Procedures",11
511353,"Turning and Repositioning","Policies and Procedures",11
511406,"PICC Midline CVAD Dressing Change Policy 11-28-2023","Policies and Procedures",11
511669,GNA,"Human Resources",11
511859,"QAPI Coordination in Situations of Abuse-Neglect-and-Exploitation Policy 11-01-2023",Administrative,11
512231,"Hepatitis B Exposure Control",Nursing,11
512893,"Standardized Menus","Food and Nutrition Services",11
512905,"Skin Audits by Nursing Assistants Policy 11-29-2023","Policies and Procedures",11
513143,"Document Id: 513143 (Deleted)",,11
513191,"Sunview Reportable Checklist",Nursing,11
513404,"Incidents and Accidents","Policies and Procedures",11
514030,"Password Set-Up &amp; Administration",Administrative,11
514058,"EXAMPLE Physician Certification Form",MDS,11
514062,"Dx Query Resolve Active Dx",MDS,11
514095,"Liberalized Medication Pass MD Letter",Nursing,11
514228,"Diagnosis Query- Missing Dx with Clinical Indicators",MDS,11
514726,"Infection Control &#8211; Return to Work Criteria for Healthcare Personnel with COVID-19 Infection or Exposure to COVID-19","Policies and Procedures",11
514911,"Therapy &#8211; Therapy Discharge Summary Policy","Policies and Procedures",11
515329,"Nursing &#8211; Clinical &#8211; Intravenous Therapy","Policies and Procedures",11
515694,"Nursing – Nursing Processes &#8211; Activities of Daily Living (ADLs)","Policies and Procedures",11
515730,"Nursing – Nursing Processes &#8211; Coordination of Hospice Services","Policies and Procedures",11
515874,"Americare SNF Caregiver Evaluation","Staff Development",11
516036,"HCC12 &#8211; Hazardous Wandering and Elopement 20240531","Policies and Procedures",11
516058,"Document Id: 516058 (Deleted)",,11
516072,"HCC32 HC &#8211; Facility Electronic Monitoring &#8211; Cameras 20240531","Policies and Procedures",11
516575,"Transfer and Discharge Including AMA Policy",Administrative,11
516659,"BO &#8211; Admissions","Policies and Procedures",11
516821,"Cardiopulmonary Resuscitation (CPR) Policy",Nursing,11
517918,"Dish Washing","Food and Nutrition Services",11
517932,"Dishwasher Temperature","Food and Nutrition Services",11
518119,"Document Id: 518119 (Deleted)",,11
518542,"KDADs Complaint Investigation Form",Administrative,11
518946,"CAA Resources",MDS,11
519028,"Respiratory &#8211; Changing a Disposable Inner Cannula",Nursing,11
519203,"SS-Resident Rights Policy","Policies and Procedures",11
519548,"Facility Assessment Resource-Skilled Acuity Instructions",Administrative,11
519751,"Resident Rights","Policies and Procedures",11
519876,"CDC IP Risk Assessment","Survey Management",11
