"Document ID","Document Title",Categories,"Number of Downloads"
473609,"Administratvie Forms- Posting NOTICE TO TEAM MEMBERS&#8211; Suspected Crimes-Add local Law Enforcement Phone #",Administrative,1
476470,"Document Id: 476470 (Deleted)",,1
474322,"Document Id: 474322 (Deleted)",,1
474326,"Document Id: 474326 (Deleted)",,1
475732,"Document Id: 475732 (Deleted)",,1
477398,"Document Id: 477398 (Deleted)",,1
477491,"Document Id: 477491 (Deleted)",,1
477499,"Document Id: 477499 (Deleted)",,1
476421,"Document Id: 476421 (Deleted)",,1
480584,"Document Id: 480584 (Deleted)",,1
481334,"Document Id: 481334 (Deleted)",,1
478055,"Document Id: 478055 (Deleted)",,1
484264,"Bowel Management in a Paraplegic or Quadriplegic",Nursing,1
484844,"Document Id: 484844 (Deleted)",,1
482550,"Document Id: 482550 (Deleted)",,1
482556,"Standardized Menu- Policy","Food and Nutrition Services",1
482509,"Document Id: 482509 (Deleted)",,1
477622,"Clear Liquid Diet- Policy","Food and Nutrition Services",1
482548,"Document Id: 482548 (Deleted)",,1
486179,"Document Id: 486179 (Deleted)",,1
481089,"Facility Required Postings Policy","Policies and Procedures",1
473542,"Clinical Policy and Procedure -Providing-End-of-Life-Care",Nursing,1
481106,"Hypoglycemia Management Policy","Policies and Procedures",1
497420,"Document Id: 497420 (Deleted)",,1
484467,"Job Description &#8211; Admissions Liaison","Human Resources",1
501631,"Document Id: 501631 (Deleted)",,1
501300,"Admissions-Gandy- LOGO-Process",Administrative,1
501312,"Document Id: 501312 (Deleted)",,1
500723,"Admissions-PreAdmission- Financial- ICP Pending-Process","Policies and Procedures",1
501386,"Pest Control","Policies and Procedures",1
512535,"Document Id: 512535 (Deleted)",,1
501384,"C. Difficile","Policies and Procedures",1
484211,"Management of Respiratory Syncytial Virus (RSV) Policy","Policies and Procedures",1
484241,"Management of Respiratory-Syncytial-Virus-RSV Policy",Nursing,1
508513,"Pharmacy Services","Policies and Procedures",1
514475,"Document Id: 514475 (Deleted)",,1
514338,"Medical Decision Maker Policy","Social Services",1
500721,"Admissions- Tampa 5- Center by Center-Resource Guide 5.2023-Education","Policies and Procedures",1
518060,"Document Id: 518060 (Deleted)",,1
514933,"PCC eMAR_Backup",Nursing,1
484232,"Flushing a Feeding Tube Policy","Policies and Procedures",1
504175,"Maintenance of Clinical Record","Policies and Procedures",1
518077,"Utilization Review_UR Sign In Sheet",MDS,1
501287,"Bringing Children to Work","Human Resources",1
509057,"Biological Spill","Policies and Procedures",1
518056,"ADR Checklist Sunview 07032024",MDS,1
519631,"ADR Process Sunview 07032024",MDS,1
485155,"Behavior Tip Sheet &#8211; Fecal Smearing","Staff Development",1
485163,"Behavior Tip Sheet &#8211; Repetitive Concerns","Staff Development",1
485166,"Behavior Tip Sheet &#8211; Sleep Problems","Staff Development",1
485168,"Behavior Tip Sheet &#8211; Unsafe Movement","Staff Development",1
481118,"Diabetes in Older Adults","Staff Development",1
515087,"Physician/Practitioner Signature Log",Nursing,1
512306,"PTO during Resignation","Policies and Procedures",1
497716,"Verbal Abuse Questionnaire",Nursing,1
518071,"Utilization Review_PDPM Blank Form",MDS,1
485904,"Laboratory Services Policy","Policies and Procedures",1
519288,"Orientation Checklist Social Services Director",Nursing,1
514931,"Downtime Process Policy",Nursing,1
514929,"Downtime Process Steps",Nursing,1
514928,"Downtime Process Steps",Nursing,1
519294,"Respiratory Referral Form",Nursing,1
496721,"Hypoglycemia Policy",Nursing,1
493544,"Restraint Policy",Nursing,1
