"Document ID","Document Title",Categories,"Number of Downloads"
37326,"Absenteeism &#8211; HR Policy","Assisted Living, Government Initiatives, Human Resources, Human Resources, Human Resources, Human Resources, MEGA Rule, Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates, Tools and Templates",157
36062,"Mock Survey Staff Interview Questions","Survey Management, Survey Management Tools, Tools and Templates",157
33361,"Activity Calendar &#8211; January","Activities, Activities, Activity Calendars, Activity Calendars, Assisted Living, Tools and Templates, Tools and Templates",156
37969,"Social Media Use IT Policy","Assisted Living, Government Initiatives, Information Technology, Information Technology, Information Technology, MEGA Rule, Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates, Tools and Templates",156
23141,"Patient Lifts: Safety Guide","Assisted Living, FDA, FDA, Medical Devices, Medical Devices, Regulations, Regulatory Agencies",156
41579,"QAPI Memo from Governing Body","Administrative, Policies and Tools, QAPI, Tools and Templates",156
36828,"Education on Federal and State False Claims Laws Policy","Administrative, Assisted Living, Compliance and Ethics, Compliance and Ethics, Compliance and Ethics, Compliance and Ethics, Compliance and Ethics, Compliance and Ethics, Compliance and Ethics Program Resources, Government Initiatives, MEGA Rule, Phase 1, Phase 3, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates, Tools and Templates",156
38628,"Unexplained Injuries Policy","Assisted Living, Government Initiatives, MEGA Rule, Nursing, Nursing, Nursing, Nursing Processes, Nursing Processes, Nursing Processes, Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates, Tools and Templates",156
455415,"QSO Letter 20-37:  Interim Final Rule Updating Requirements for Reporting of SARS-CoV-2 Test Results by (CLIA) of 1988 Laboratories, and Additional Policy and Regulatory Revisions in Response to the COVID-19 Public Health Emergency","2020 Fiscal Year, Survey and Certification, Survey and Certification Letters",156
36884,"Business Continuity Policy","Administrative, Assisted Living, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Emergency Preparedness Tools, Government Initiatives, MEGA Rule, Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Safety, Safety, Tools and Templates, Tools and Templates",155
40608,"High Risk Medications &#8211; Anticoagulants Policy","Assisted Living, Government Initiatives, Medication Management, Medication Management, Medication Management, Medication Management, MEGA Rule, Nursing, Nursing, Nursing, Nursing, Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates, Tools and Templates",155
38367,"Handling of Hazardous Drugs Policy","Assisted Living, Government Initiatives, Medication Management, Medication Management, Medication Management, Medication Management, MEGA Rule, Nursing, Nursing, Nursing, Nursing, Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates, Tools and Templates",155
40170,"Departmental Orientation Plans","Assisted Living, Program Development, Program Development, Staff Development, Staff Development, Tools and Templates, Tools and Templates, Training Plans, Training Plans",155
35660,"Fall Risk Protocol: High Risk","Falls Prevention, Forms and Checklists, Nursing, Tools and Templates",154
33872,"Psychosocial Well-Being &#8220;I&#8221; Care Plan","“I” Care Plans, Assisted Living, Care Plans, Care Plans, Care Plans, Government Initiatives, MDS, MEGA Rule, Phase 1, Social Services, Tools and Templates, Tools and Templates",154
41586,"Resident/Family Council Meeting &#8211; QAPI Focus (Agenda and Attendance Sheet)","Administrative, Policies and Tools, QAPI, Tools and Templates",154
451529,"COVID-19 LTC Surveyor Training for Focused Surveys","Assisted Living, CDC, CDC, Coronavirus, Coronavirus, Regulations, Regulatory Agencies, Staff Development, Staff Development, Surveyor Training, Surveyor Training, Tools and Templates, Tools and Templates, Training, Training",154
37332,"Attendance and Punctuality &#8211; HR Policy","Assisted Living, Government Initiatives, Human Resources, Human Resources, Human Resources, Human Resources, MEGA Rule, Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates, Tools and Templates",154
38404,"Medication Reconciliation Policy","Assisted Living, Government Initiatives, Medication Management, Medication Management, Medication Management, Medication Management, MEGA Rule, Nursing, Nursing, Nursing, Nursing, Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates, Tools and Templates",153
40220,"Transfer and Discharge (Including AMA) Policy Review Test (Questions with Answer Key)","Assisted Living, Resident Rights, Resident Rights, Social Services, Social Services, Social Services, Staff Development, Staff Development, Tools and Templates, Tools and Templates, Training",153
39976,"HIPAA Privacy Rule Training Presentation","Assisted Living, HIPAA, HIPAA, Staff Development, Staff Development, Tools and Templates, Tools and Templates",153
35665,"Fall Risks (List)","Falls Prevention, Forms and Checklists, Nursing, Tools and Templates",153
43621,"Restorative Nurse Evaluation Form","Forms and Checklists, Nursing, Restorative Nursing Services, Tools and Templates",153
35712,"Treatment Nurse Job Description","Human Resources, Job Descriptions, Nursing, Pressure Injuries, Roles and Responsibilities, Tools and Templates",153
38351,"Crushed Medications Policy","Assisted Living, Government Initiatives, Medication Management, Medication Management, Medication Management, Medication Management, MEGA Rule, Nursing, Nursing, Nursing, Nursing, Phase 1, Phase 2, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates, Tools and Templates",153
38370,"Hazardous Waste Pharmaceuticals Policy","Assisted Living, Government Initiatives, Medication Management, Medication Management, Medication Management, Medication Management, MEGA Rule, Nursing, Nursing, Nursing, Nursing, Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates, Tools and Templates",153
455396,"Medicare and Medicaid Programs, CLIA, and Patient Protection and ACA; Additional Policy and Regulatory Revisions in Response to the COVID 19 Public Health Emergency – Public Inspection Document","Federal Register, Public Inspection Documents, Survey and Certification",153
38376,"Labeling of Medications and Biologicals Policy","Assisted Living, Government Initiatives, Medication Management, Medication Management, Medication Management, Medication Management, MEGA Rule, Nursing, Nursing, Nursing, Nursing, Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates, Tools and Templates",153
451337,"Falls Prevention Training Presentation Handouts","Assisted Living, Falls Prevention, Falls Prevention and Management, Falls Prevention and Management, Nursing, Staff Development, Staff Development, Tools and Templates, Tools and Templates, Training",152
33549,"Pressure Injury &#8220;I&#8221; Care Plan","“I” Care Plans, Assisted Living, Care Plans, Care Plans, Forms and Tools, Government Initiatives, MDS, MEGA Rule, Nursing, Phase 1, Pressure Injuries, Tools and Templates, Tools and Templates",152
451881,"Interim Guidelines for Collecting, Handling, and Testing Clinical Specimens from Persons for COVID-19","Assisted Living, CDC, CDC, Coronavirus, Coronavirus, Guidance Documents, Guidance Documents, Regulations, Regulatory Agencies",152
36443,"Facility Rounding Checklist","Facility Staffing, Human Resources, Recruitment and Retention, Tools and Templates",152
37225,"Resident Transport Wheelchair Cleaning Policy","Assisted Living, Environmental Services, Environmental Services, Environmental Services, Environmental Services, Government Initiatives, MEGA Rule, Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates, Tools and Templates",152
35735,"Pressure Injury Incidence Tracking Form","Forms and Tools, Nursing, Pressure Injuries, Tools and Templates",152
38558,"Maintenance of Clinical Records Policy and Recommended Thinning Guideline","Assisted Living, Government Initiatives, MEGA Rule, Nursing, Nursing, Nursing, Nursing Processes, Nursing Processes, Nursing Processes, Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates, Tools and Templates",152
41451,"Measles Exposure Control Policy","Assisted Living, Government Initiatives, Infection Control, Infection Control, Infection Control, Infection Control, MEGA Rule, Nursing, Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates, Tools and Templates",152
444176,"Skin Integrity &#8211; Incontinence Associated Dermatitis (IAD) Policy","Assisted Living, Government Initiatives, MEGA Rule, Nursing, Nursing, Nursing, Nursing, Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Pressure Injuries, Tools and Templates, Tools and Templates, Wound Management, Wound Management, Wound Management",151
28003,"F-655: Failure to Provide Resident with a Baseline Care Plan Summary (Plan of Correction Packet)","Government Initiatives, MEGA Rule, Phase 1, Plan of Correction Packets, Plan of Correction Packets, Survey Management, Tools and Templates",151
36976,"Incident Command System Policy","Administrative, Assisted Living, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Emergency Preparedness Tools, Government Initiatives, MEGA Rule, Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Safety, Safety, Tools and Templates, Tools and Templates",151
36996,"Resident Go Bags Policy","Administrative, Assisted Living, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Emergency Preparedness Tools, Government Initiatives, MEGA Rule, Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Safety, Safety, Tools and Templates, Tools and Templates",151
38280,"Ostomy Care &#8211; Colostomy, Urostomy, and Ileostomy Policy","Assisted Living, Clinical, Clinical, Clinical, Government Initiatives, MEGA Rule, Nursing, Nursing, Nursing, Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates, Tools and Templates",151
39305,"Antibiotic Stewardship: A Compliance Solution","Antibiotic Stewardship, Antibiotic Stewardship, Government Initiatives, Infection Control, MEGA Rule, Nursing, Phase 2, Supplemental Documents, Tools and Templates",151
39610,"Business Office Competency Checklist","Assisted Living, Competencies, Competencies, Staff Development, Staff Development, Tools and Templates, Tools and Templates",151
24562,"Long Term Care Survey Process (LTCSP) Procedure Guide","1. LTC Survey Process Procedures, Government Initiatives, Long Term Care Survey Process, MEGA Rule, Phase 2, Supplemental Documents, Survey and Certification",151
22312,"Guideline for Infection Control in Healthcare Personnel","Assisted Living, CDC, CDC, Compliance Guidelines, Compliance Guidelines, Environmental Services, Instructional Guides, Regulations, Regulatory Agencies, Tools and Templates",150
37428,"Personal Cell Phones &#8211; HR Policy","Assisted Living, Government Initiatives, Human Resources, Human Resources, Human Resources, Human Resources, MEGA Rule, Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates, Tools and Templates",150
34134,"Resident Council Meeting Agenda","Activities, Activities, Assisted Living, Resident Council, Resident Council, Tools and Templates, Tools and Templates",150
35932,"Bed Rail/Mattress Safety Assessment Form","Maintenance, Physical Plant, Tools, Tools and Templates",150
456285,"QSO Letter 20-41: Guidance Related to the Emergency Preparedness Testing Exercise Requirements &#8211; COVID-19","2020 Fiscal Year, Survey and Certification, Survey and Certification Letters",150
37298,"Purée Food Preparation Policy","Assisted Living, Food and Nutrition, Food and Nutrition, Food and Nutrition, Food and Nutrition Service, Government Initiatives, MEGA Rule, Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates, Tools and Templates",150
38443,"Unavailable Medications Policy","Assisted Living, Government Initiatives, Medication Management, Medication Management, Medication Management, Medication Management, MEGA Rule, Nursing, Nursing, Nursing, Nursing, Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates, Tools and Templates",149
38552,"Intravenous Therapy Policy","Assisted Living, Government Initiatives, MEGA Rule, Nursing, Nursing, Nursing, Nursing Processes, Nursing Processes, Nursing Processes, Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates, Tools and Templates",149
28066,"Mega Rule Phase 1 Tools List","Government Initiatives, MEGA Rule, Phase 1, Supplemental Documents, Survey Management, Survey Management Tools, Tools and Templates",149
33442,"Resident Snapshot &#8211; Activities Department","Activities, Activities, Activity Forms and Assessments, Activity Forms and Assessments, Assisted Living, Tools and Templates, Tools and Templates",149
38572,"Nurse Aide Training Program Policy","Assisted Living, Government Initiatives, MEGA Rule, Nursing, Nursing, Nursing, Nursing Processes, Nursing Processes, Nursing Processes, Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates, Tools and Templates",149
39340,"Infection Prevention and Control Program Approval and History Form","Forms and Checklists, Infection Control, Nursing, Tools and Templates",149
38322,"Addressing Medication Regimen Review Irregularities Policy","Assisted Living, Government Initiatives, Medication Management, Medication Management, Medication Management, Medication Management, MEGA Rule, Nursing, Nursing, Nursing, Nursing, Phase 1, Phase 2, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates, Tools and Templates",149
37200,"Drinking Fountain Cleaning Policy","Assisted Living, Environmental Services, Environmental Services, Environmental Services, Environmental Services, Government Initiatives, MEGA Rule, Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates, Tools and Templates",148
43623,"Restorative Nursing Facility Self-Assessment Checklist","Forms and Checklists, Nursing, Restorative Nursing Services, Tools and Templates",148
36743,"Safe and Homelike Environment Policy","Administration, Administration, Administration, Assisted Living, Government Initiatives, Maintenance, Maintenance, Maintenance, Maintenance, MEGA Rule, Phase 1, Physical Plant, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates, Tools and Templates",148
450990,"Checklist for Healthcare Facilities: Strategies for Optimizing the Supply of N95 Respirators during the COVID-19 Response","Assisted Living, CDC, CDC, Coronavirus, Coronavirus, Guidance Documents, Guidance Documents, Regulations, Regulatory Agencies",148
27973,"Grievance Decision Report Form","Forms and Checklists, General Information, Government Initiatives, MEGA Rule, Social Services, Supplemental Documents, Tools and Templates",147
34138,"Mississippi &#8211; Minimum Standards for Nursing Homes","Long Term Care State Regulations, Mississippi, State Regulations",147
36960,"Hazardous Materials Incident Policy","Administrative, Assisted Living, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Emergency Preparedness Tools, Government Initiatives, MEGA Rule, Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Safety, Safety, Tools and Templates, Tools and Templates",147
39266,"Treatment of Non-Infectious Tuberculosis Policy","Assisted Living, Government Initiatives, Infection Control, Infection Control, Infection Control, Infection Control, MEGA Rule, Nursing, Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates, Tools and Templates",147
33445,"Activities for Stages of Alzheimer&#8217;s Disease","Activities, Activities, Activity Plans, Activity Plans, Assisted Living, Tools and Templates, Tools and Templates",147
36041,"Federal Regulations Scope and Severity Grid","Survey Management, Survey Management Tools, Tools and Templates",147
37101,"Revision History for LTC Survey Process Documents and Files","1. LTC Survey Process Procedures, Long Term Care Survey Process, Survey and Certification",147
32038,"Staff Competencies Necessary for Care: Resident Population Worksheet","Addressing Resident Population, Addressing Resident Population, Administrative, Facility Assessment, Facility Assessment, Government Initiatives, MEGA Rule, Phase 2, Tools and Templates",146
33903,"Restorative Dressing / Grooming &#8220;I&#8221; Care Plan","“I” Care Plans, Assisted Living, Care Plans, Care Plans, Care Plans, Government Initiatives, MDS, MEGA Rule, Nursing, Phase 1, Restorative Nursing Services, Tools and Templates, Tools and Templates",146
36728,"Reporting Reasonable Suspicion of a Crime Policy","Administration, Administration, Administration, Assisted Living, Government Initiatives, MEGA Rule, Phase 1, Phase 2, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates, Tools and Templates",146
43644,"Restorative Aide Time Analysis Form","Forms and Checklists, Nursing, Restorative Nursing Services, Tools and Templates",146
38537,"Facility 24 Hour Report Policy and Form","Assisted Living, Government Initiatives, MEGA Rule, Nursing, Nursing, Nursing, Nursing Processes, Nursing Processes, Nursing Processes, Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates, Tools and Templates",146
454887,"Elopement Drill Documentation Form","Nursing, Supplemental Tools, Tools and Templates",146
27916,"F-947 Required In-Service Training for Nurse Aides","Appendix PP (F-Tags), General Information, Government Initiatives, MEGA Rule, Survey and Certification, Survey Procedures",145
34098,"Activities Related F-Tag Guide","Activities, Activities, Assisted Living, Instructional Guides, Instructional Guides, Tools and Templates, Tools and Templates",145
38216,"Wound Photo Documentation Policy","Assisted Living, Government Initiatives, MEGA Rule, Nursing, Nursing, Nursing, Nursing, Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Pressure Injuries, Tools and Templates, Tools and Templates, Wound Management, Wound Management, Wound Management",145
35672,"Falls Risk Assessment","Falls Prevention, Forms and Checklists, Nursing, Tools and Templates",145
27996,"F-609: Failure to Report Alleged Violations (Plan of Correction Packet)","Government Initiatives, MEGA Rule, Phase 1, Plan of Correction Packets, Plan of Correction Packets, Survey Management, Tools and Templates",145
40570,"Pressure Ulcer / Injury Overview of Prevention and Management In-Service Training Guide","Assisted Living, Nursing, Pressure Injuries, Pressure Injuries, Pressure Injuries, Staff Development, Staff Development, Tools and Templates, Tools and Templates, Training, Wound Management, Wound Management",145
38011,"Fire and Smoke Doors Policy and Inspection Form","Assisted Living, Government Initiatives, Life Safety Code, Life Safety Code, Life Safety Code, Maintenance, MEGA Rule, Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates, Tools and Templates",145
43654,"Binder Basics: Restorative Nursing Services (Binder Spine)","Binder Basics, Nursing, Restorative Nursing Services, Tools and Templates",145
36494,"Medication Self Administration Assessment Form","Forms for Medication Management, Medication Management, Nursing, Tools and Templates",145
37274,"Frequency of Meals Policy","Assisted Living, Food and Nutrition, Food and Nutrition, Food and Nutrition, Food and Nutrition Service, Government Initiatives, MEGA Rule, Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates, Tools and Templates",145
33203,"PDPM Patient Classification Fact Sheet","MDS, Payment Information, PDPM",145
34024,"Florida &#8211; ASPEN State Regulation Set (N-Tags)","Florida, Long Term Care State Regulations, State Regulations",145
36848,"Legal Documents Policy","Administrative, Assisted Living, Compliance and Ethics, Compliance and Ethics, Compliance and Ethics, Compliance and Ethics, Compliance and Ethics, Compliance and Ethics, Compliance and Ethics Program Resources, Government Initiatives, MEGA Rule, Phase 1, Phase 3, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates, Tools and Templates",145
34035,"Georgia &#8211; Nursing Home Regulations (Chapter 111-8-56)","Georgia, Long Term Care State Regulations, State Regulations",145
38440,"Timely Administration of Insulin Policy","Assisted Living, Government Initiatives, Medication Management, Medication Management, Medication Management, Medication Management, MEGA Rule, Nursing, Nursing, Nursing, Nursing, Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates, Tools and Templates",144
34102,"Activities Department Dashboard","Activities, Activities, Assisted Living, Quality Reports, Quality Reports, Tools and Templates, Tools and Templates",144
36663,"Facility Required Postings Policy","Administration, Administration, Administration, Assisted Living, Government Initiatives, MEGA Rule, Phase 1, Phase 2, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates, Tools and Templates",144
39227,"Management of Resident with Ebola Policy","Assisted Living, Government Initiatives, Infection Control, Infection Control, Infection Control, Infection Control, MEGA Rule, Nursing, Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates, Tools and Templates",144
36972,"Incident Command Communication Procedures Policy","Administrative, Assisted Living, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Emergency Preparedness Tools, Government Initiatives, MEGA Rule, Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Safety, Safety, Tools and Templates, Tools and Templates",144
40577,"Pressure Ulcer / Injury Prevention and Management Nurse Aide Pre/Post Test","Assisted Living, Nursing, Pressure Injuries, Pressure Injuries, Pressure Injuries, Staff Development, Staff Development, Tools and Templates, Tools and Templates, Training, Wound Management, Wound Management",144
454805,"Duration of Isolation and Precautions for Adults with COVID-19","Assisted Living, CDC, CDC, Coronavirus, Coronavirus, Guidance Documents, Guidance Documents, Regulations, Regulatory Agencies",144
37017,"Water Restriction in Case of Emergency Policy","Administrative, Assisted Living, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Emergency Preparedness Tools, Government Initiatives, MEGA Rule, Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Safety, Safety, Tools and Templates, Tools and Templates",144
37074,"Facility Based Risk Assessment","Administrative, Assisted Living, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Emergency Preparedness Tools, Forms and Tools, Forms and Tools, Forms and Tools, Safety, Safety, Tools and Templates",144
27867,"F-838 Facility Assessment","Appendix PP (F-Tags), General Information, Government Initiatives, MEGA Rule, Survey and Certification, Survey Procedures",144
36149,"Summary of Revised Abuse, Neglect, and Exploitation Regulations","Abuse, Abuse, Abuse Prevention and Reporting, Abuse Prevention and Reporting, Assisted Living, Forms and Checklists, Social Services, Staff Development, Staff Development, Tools and Templates, Tools and Templates",143
28006,"F-657: Failure to Review and Revise the Care Plan After a Significant Status Change (Plan of Correction Packet)","Government Initiatives, MEGA Rule, Phase 1, Plan of Correction Packets, Plan of Correction Packets, Survey Management, Tools and Templates",143
35733,"Pressure Injury Facility Self-Assessment","Forms and Tools, Nursing, Pressure Injuries, Tools and Templates",143
40366,"Bloodborne Pathogens Standard Training for Healthcare Professionals Presentation","Assisted Living, Staff Development, Staff Development, Tools and Templates, Tools and Templates, Workplace Safety, Workplace Safety",143
27859,"F-812 Food Procurement, Store / Prepare / Serve &#8211; Sanitary","Appendix PP (F-Tags), General Information, Government Initiatives, MEGA Rule, Survey and Certification, Survey Procedures",143
40961,"Culturally Competent Care: A Care Solution","Care Solutions, Social Services, Tools and Templates",142
36125,"Resident Personal Belongings Inventory Checklist","Forms and Checklists, Social Services, Tools and Templates",142
38472,"ADL Care of Dementia Unit Residents Policy","Assisted Living, Government Initiatives, MEGA Rule, Nursing, Nursing, Nursing, Nursing Processes, Nursing Processes, Nursing Processes, Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates, Tools and Templates",142
27743,"F-580 Notify of Changes (Injury/Decline/Room, Etc.)","Appendix PP (F-Tags), General Information, Government Initiatives, MEGA Rule, Survey and Certification, Survey Procedures",142
27762,"F-622 Transfer and Discharge Requirements","Appendix PP (F-Tags), General Information, Government Initiatives, MEGA Rule, Survey and Certification, Survey Procedures",142
450166,"Nutritional Management Policy","Assisted Living, Food and Nutrition, Food and Nutrition, Food and Nutrition, Food and Nutrition Service, Government Initiatives, MEGA Rule, Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates, Tools and Templates",142
36480,"Medication Error Report Form","Forms for Medication Management, Medication Management, Nursing, Tools and Templates",142
450972,"QSO Letter 20-12: Suspension of Survey Activities","2020 Fiscal Year, Survey and Certification, Survey and Certification Letters",142
37283,"Manual Ware Washing &#8211; 3 Compartment Sink Policy","Assisted Living, Food and Nutrition, Food and Nutrition, Food and Nutrition, Food and Nutrition Service, Government Initiatives, MEGA Rule, Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates, Tools and Templates",142
38605,"Promoting/Maintaining Resident Dignity During Mealtimes Policy","Assisted Living, Government Initiatives, MEGA Rule, Nursing, Nursing, Nursing, Nursing Processes, Nursing Processes, Nursing Processes, Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates, Tools and Templates",142
36085,"Advance Directive Tracker","Forms and Checklists, Social Services, Tools and Templates",142
37646,"Quality Reporting: Drug Regimen Review Policy","Assisted Living, Government Initiatives, MDS, MEGA Rule, Minimum Data Set (MDS), Minimum Data Set (MDS), Minimum Data Set (MDS), Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates, Tools and Templates",141
29731,"Annual Compliance Attestation Statement","Administrative, Assisted Living, Compliance and Ethics, Compliance and Ethics, Compliance and Ethics, Compliance and Ethics Program Resources, Government Initiatives, MEGA Rule, Phase 3, Roles and Responsibilities, Roles and Responsibilities, Roles and Responsibilities, Tools and Templates, Tools and Templates",141
27997,"F-610: Failure to Investigate Injury of Unknown Origin (Plan of Correction Packet)","Government Initiatives, MEGA Rule, Phase 1, Plan of Correction Packets, Plan of Correction Packets, Survey Management, Tools and Templates",141
36957,"Flood Emergency Procedures Policy","Administrative, Assisted Living, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Emergency Preparedness Tools, Government Initiatives, MEGA Rule, Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Safety, Safety, Tools and Templates, Tools and Templates",141
36969,"Identification/Triage in Emergency Policy","Administrative, Assisted Living, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Emergency Preparedness Tools, Government Initiatives, MEGA Rule, Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Safety, Safety, Tools and Templates, Tools and Templates",141
451512,"Long-Term Care Nursing Homes Telehealth and Telemedicine Tool Kit","Billing Guides and Information, Financial",141
38611,"Providing End of Life Care Policy","Assisted Living, Government Initiatives, MEGA Rule, Nursing, Nursing, Nursing, Nursing Processes, Nursing Processes, Nursing Processes, Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates, Tools and Templates",141
37851,"Resident Right to Vote Policy","Assisted Living, Government Initiatives, MEGA Rule, Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Social Services, Social Services, Social Services, Social Services, Tools and Templates, Tools and Templates",141
33771,"Elopement Risk / Exit Seeking &#8220;I&#8221; Care Plan","“I” Care Plans, Assisted Living, Care Plans, Care Plans, Government Initiatives, MDS, MEGA Rule, Phase 1, Tools and Templates, Tools and Templates",141
36120,"PASARR Level II Tracking Form","Forms and Checklists, Social Services, Tools and Templates",140
43634,"Restorative Schedule Sample Form","Forms and Checklists, Nursing, Restorative Nursing Services, Tools and Templates",140
33409,"Activity Calendar &#8211; October","Activities, Activities, Activity Calendars, Activity Calendars, Assisted Living, Tools and Templates, Tools and Templates",140
37263,"Disposal of Garbage and Refuse Policy","Assisted Living, Food and Nutrition, Food and Nutrition, Food and Nutrition, Food and Nutrition Service, Government Initiatives, MEGA Rule, Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates, Tools and Templates",140
27884,"F-881 Antibiotic Stewardship Program","Appendix PP (F-Tags), General Information, Government Initiatives, MEGA Rule, Survey and Certification, Survey Procedures",140
27887,"F-895 Compliance and Ethics Program","Appendix PP (F-Tags), General Information, Government Initiatives, MEGA Rule, Survey and Certification, Survey Procedures",140
38398,"Medication Monitoring Policy","Assisted Living, Government Initiatives, Medication Management, Medication Management, Medication Management, Medication Management, MEGA Rule, Nursing, Nursing, Nursing, Nursing, Phase 1, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates, Tools and Templates",140
