"Document ID","Document Title",Categories,"Number of Downloads"
527194,"Limited Waiver of HIPAA Sanctions and Penalties During a Declared Emergency: 2025 Public Health Emergency for California in Response to Wildfires and Straight-Line Winds","HIPAA, Privacy Rule, Regulatory Agencies",1
540979,"FY2026 ICD-10-CM Alphabetic Index to Diseases and Injuries","Code Sets, ICD Codes, ICD-10",1
37147,"HIPAA Sanctions Policy","Administrative, HIPAA, HIPAA, Policies and Procedures, Policies and Procedures, Tools and Templates",1
523935,"HIPAA Administrative Simplification: Enforcement and Compliance Frequently Asked Questions (FAQs)","Administrative Simplification, HIPAA, Regulatory Agencies",1
518310,"FY2025 ICD-10-CM Tabular List of Diseases and Injuries","Code Sets, ICD Codes, ICD-10",1
519273,"HIPAA Administrative Simplification Fundamentals Fact Sheet","Administrative Simplification, HIPAA, Regulatory Agencies",1
501950,"How to Test Electronic Healthcare Transactions for HIPAA Compliance","Administrative Simplification, HIPAA, Regulatory Agencies",1
35064,"HIPAA Facility Self-Assessment Checklist for Technical Safeguards","**HIPAA Security Quick Start Tool Kit, Administrative, HIPAA, HIPAA, Regulatory Agencies, Tools, Tools and Templates",1
460401,"HIPAA Security Rule Inservice Training Guide","**HIPAA Security Quick Start Tool Kit, Administrative, HIPAA, HIPAA, Regulatory Agencies, Tools, Tools and Templates",1
35089,"HIPAA Security Risk Analysis Tool","**HIPAA Security Quick Start Tool Kit, Administrative, HIPAA, HIPAA, Regulatory Agencies, Tools, Tools and Templates",1
34695,"HIPAA Facility Self-Assessment Checklist for Physical Safeguards","**HIPAA Security Quick Start Tool Kit, Administrative, HIPAA, HIPAA, Regulatory Agencies, Tools, Tools and Templates",1
35082,"HIPAA Security Awareness Workstation Poster","**HIPAA Security Quick Start Tool Kit, Administrative, HIPAA, HIPAA, Regulatory Agencies, Tools, Tools and Templates",1
35059,"HIPAA Facility Self Assessment Checklist for Administrative Safeguards","**HIPAA Security Quick Start Tool Kit, Administrative, HIPAA, HIPAA, Regulatory Agencies, Tools, Tools and Templates",1
24577,"Accidents Critical Element Pathway: CMS-20127 Form","3. Initial Pool Process, Long Term Care Survey Process, Survey and Certification",1
492040,"Transmittal #12013 &#8211; Inflation Reduction Act Section 11407: Limitations on Monthly Coinsurance and Adjustments to Supplier Payment Under Medicare Part B for Insulin Furnished Through Durable Medical Equipment (DME) – IMPLEMENTATION","CMS Manuals, Financial, Transmittals, Transmittals: 100-04 Medicare Claims Processing Manual",1
29729,"Compliance and Ethics QA Tool","Administrative, Compliance and Ethics, Forms and Checklists, Tools and Templates",1
513130,"*Competencies and Skills Tools List","Competencies and Skills, Staff Development, Tools and Templates",1
39466,"Feeding Tube Validation Checklist","Competencies and Skills, Nutrition and Hydration, Staff Development, Tools and Templates",1
512766,"Verifying Placement of Feeding Tube Validation Checklist","Competencies and Skills, Staff Development, Tools and Templates",1
485534,"Compliance and Ethics Program: Standards, Policies, and Procedures Training Presentation Pre-Post Test (Questions with Answer Key)","Administrative, Competencies and Skills, Compliance and Ethics, Compliance and Ethics, Compliance and Ethics Program, Staff Development, Tools and Templates, Training",1
35908,"Life Safety Code Survey &#8211; K-Tag Plan of Correction Customizable Template","Life Safety Code, Maintenance, Tools, Tools and Templates",1
34174,"Dining and Resident Activity Rooms Policy","Activities, Activities, Food and Nutrition, Food and Nutrition Service, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates",1
34177,"Participation in Resident Groups Policy","Activities, Activities, Policies and Procedures, Policies and Procedures, Tools and Templates",1
519003,"Resident Assistant Job Description","Human Resources, Job Descriptions, Tools and Templates",1
34180,"Promoting/Maintaining Resident Self-Determination Policy","Activities, Activities, Policies and Procedures, Policies and Procedures, Tools and Templates",1
28008,"F-658: Verifying Placement of Feeding Tube (Plan of Correction Packet)","Plan of Correction Packets, Survey Management, Tools and Templates",1
34184,"Resident Council Meetings Policy","Activities, Activities, Policies and Procedures, Policies and Procedures, Tools and Templates",1
533596,"Medication Informed Consent Form","Forms for Medication Management, Medication Management, Nursing, Tools and Templates",1
39278,"Water Management Program Policy","Infection Control, Infection Control, Maintenance, Maintenance, Nursing, Physical Plant, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates",1
37449,"Required Training, Certification and Continuing Education of Nurse Aides &#8211; HR Policy","Human Resources, Human Resources, Policies and Procedures, Policies and Procedures, Tools and Templates",1
35725,"Body Audit Communication Form","Forms and Tools, Nursing, Pressure Injuries, Tools and Templates",1
36062,"Mock Survey Staff Interview Questions","Survey Management, Survey Management Tools, Tools and Templates",1
543011,"F-661 Comprehensive Resident Centered Care Plans (Deleted and Relocated to F-627 and F-628)","Appendix PP (F-Tags), Survey and Certification",1
35275,"Nursing Environmental Checklist","Environmental Services, Forms and Checklists, Maintenance, Physical Plant, Tools, Tools and Templates",1
543009,"F-660 Comprehensive Resident Centered Care Plans (Deleted and Relocated to F-627)","Appendix PP (F-Tags), Survey and Certification",1
37467,"Threatening or Violent Behavior in the Workplace &#8211; HR Policy","Human Resources, Human Resources, Policies and Procedures, Policies and Procedures, Tools and Templates",1
524780,"Blood Glucose Checks Validation Checklist","Competencies and Skills, Staff Development, Tools and Templates",1
451552,"Glucometer Disinfection Validation Checklist","Competencies and Skills, Diabetes, Infection Control, Prevention, Staff Development, Tools and Templates",1
37668,"Change of Room or Roommate Policy","Policies and Procedures, Policies and Procedures, Social Services, Social Services, Tools and Templates",1
35726,"Daily Wound Documentation Form","Forms and Tools, Nursing, Pressure Injuries, Tools and Templates",1
36707,"Customizable Policy Template","Administration, Policies and Procedures, Tools and Templates",1
532168,"Employee Incident Report and Investigation Form","Forms and Checklists, Human Resources, Tools and Templates",1
39317,"Example Infection Surveillance Action Plan","Forms and Checklists, Infection Control, Nursing, Tools and Templates",1
466479,"Infection Prevention and Control Assessment Tool for Long Term Care Facilities &#8211; CDC","Financial, Forms and Checklists, Infection Control, Measure Specifications, Nursing, SNF Quality Reporting Program, Tools and Templates",1
513802,"SNF VBP Incentive Payment Multiplier Calculation for the Early Look Performance Score Report Infographic","Financial, SNF Value-Based Purchasing Program",1
38098,"Dialysis Communication Form","Nursing, Supplemental Tools, Tools and Templates",1
469936,"Roll a Snowman Dice Game Activity Plan","Activities, Activity Plans, Tools and Templates",1
35106,"Patient-Driven Payment Model (PDPM) White Paper","Administrative, Financial Solutions, PDPM, Tools and Templates",1
35746,"Weekly Wound Assessment and Summary Form","Forms and Tools, Nursing, Pressure Injuries, Tools and Templates",1
508504,"Employment Interview Questionnaire","Forms and Checklists, Human Resources, Tools and Templates",1
456720,"Director of Nursing Job Description","Human Resources, Job Descriptions, Tools and Templates",1
36111,"Grievance Trending Report","Forms and Checklists, Social Services, Tools and Templates",1
523984,"Donning / Removing Personal Protective Equipment (PPE) Validation Checklist","Competencies and Skills, Staff Development, Tools and Templates",1
38005,"Facility Systems Risk Assessment Procedure Policy","Life Safety Code, Life Safety Code, Maintenance, Policies and Procedures, Policies and Procedures, Tools and Templates",1
23902,"K901 &#8211; Fundamentals – Building System Categories","K Tags, Life Safety Code Survey, Section 9: Health Care Facilities Code Requirements, Survey and Certification",1
510913,"*K-Tag Policy Crosswalk","*Table of Contents for P&amp;Ps, Life Safety Code, Life Safety Code, Maintenance, Policies and Procedures, Policies and Procedures, Tools and Templates",1
37207,"Environmental Services Quality Assurance Policy","Environmental Services, Environmental Services, Policies and Procedures, Policies and Procedures, Tools and Templates",1
35712,"Treatment Nurse Job Description","Human Resources, Job Descriptions, Nursing, Pressure Injuries, Roles and Responsibilities, Tools and Templates",1
37210,"Environmental Services Safety Procedures Policy","Environmental Services, Environmental Services, Policies and Procedures, Policies and Procedures, Tools and Templates",1
40560,"Pressure Injury Stages Infographic","Nursing, Pressure Injuries, Pressure Injuries, Staff Development, Tools and Templates, Training, Wound Management",1
37194,"Cleaning a Biological Spill Policy","Environmental Services, Environmental Services, Policies and Procedures, Policies and Procedures, Tools and Templates",1
37231,"Routine Cleaning and Disinfection Policy","Environmental Services, Environmental Services, Policies and Procedures, Policies and Procedures, Tools and Templates",1
38513,"Diagnostic Testing Services Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
38516,"Discharge Summary Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
546069,"MDS 3.0 Chapter 1: Resident Assessment Instrument V1.20.1 (Effective October 1, 2025)","*RAI Manual, Chapter 1, MDS 3.0",1
450733,"Disinfection of Bedpans and Urinals Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
38520,"Documentation in Medical Record Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
458881,"PDPM Supporting Documentation Audit Checklist","Administrative, Financial Solutions, MDS 3.0, PDPM, PDPM, Tools and Templates",1
38523,"Dressing a Resident Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
12882,"Section 1 &#8211; Introduction","Casper User's Guide, MDS 3.0",1
12903,"CASPER Cover and Table of Contents","Casper User's Guide, MDS 3.0",1
38526,"Effective Communication &#8211; Deaf Authorized Representative Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
41068,"Section 12 &#8211; Payroll Based Journal (PBJ) Reports","Casper User's Guide, MDS 3.0",1
38531,"Effective Communication &#8211; Deaf Resident Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
34187,"Resident Self Determination and Participation (Activities) Policy","Activities, Activities, Policies and Procedures, Policies and Procedures, Tools and Templates",1
34103,"Maine &#8211; Skilled Nursing Facility and Nursing Facility Regulations (10-144 CMR 110)","Long Term Care State Regulations, Maine, State Regulations",1
465536,"Emergency Crash Cart and Automated External Defibrillators (AEDs) Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
34169,"Dietary-Related Activities Policy","Activities, Activities, Policies and Procedures, Policies and Procedures, Tools and Templates",1
38534,"Establishing a Baseline Body Temperature Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
35789,"Diabetes and Older Adults","NIH, Regulatory Agencies, Resident Education",1
38537,"Facility 24 Hour Report Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
38242,"Care and Treatment of Feeding Tubes Policy","Clinical, Nursing, Policies and Procedures, Tools and Templates",1
33562,"Activities &#8211; Does Not Engage &#8220;I&#8221; Care Plan","Activities, Care Plans, Care Plans, MDS, Tools and Templates",1
38540,"Flushing a Feeding Tube Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
38543,"Grooming a Resident&#8217;s Facial Hair Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
29720,"Required Transfer and Discharge Notices Flowchart","Administrative, Business Office, Forms and Checklists, Social Services, Tools, Tools and Templates",1
506752,"January 2025 Activity Calendar","Activities, Activity Calendars, Tools and Templates",1
519437,"Recapitulation of Stay","Nursing, Supplemental Tools, Tools and Templates",1
38546,"Helping a Resident with Toileting Needs Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
33422,"Activities Program Documentation Audit Form","Activities, Activity Forms and Assessments, Tools and Templates",1
38549,"Hydration Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
42916,"Service Animals Policy","Activities, Activities, Policies and Procedures, Policies and Procedures, Tools and Templates",1
33430,"New Activity/Event Planning Sheet","Activities, Activity Forms and Assessments, Tools and Templates",1
509498,"Ice Machines and Portable Ice Carts Policy","Maintenance, Maintenance, Nursing, Nursing Processes, Physical Plant, Policies and Procedures, Policies and Procedures, Tools and Templates",1
499365,"Resident Monthly 1:1 Activity Log &#8211; Spreadsheet Format","Activities, Activity Forms and Assessments, Tools and Templates",1
469113,"Incidents and Accidents Policy","Administration, Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
456816,"Resident Smokeless Tobacco Policy","Administration, Policies and Procedures, Tools and Templates",1
518145,"Insulin Pump Use Policy","Medication Management, Medication Management, Nursing, Nursing, Nursing Processes, Policies and Procedures, Policies and Procedures, Tools and Templates",1
38555,"Laboratory Services and Reporting Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
509776,"Left Ventricular Assist Device (LVAD) Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
38558,"Maintenance and Thinning of Medical Records Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
34005,"Wandering &#8220;I&#8221; Care Plan","Care Plans, Care Plans, MDS, Social Services, Tools and Templates",1
37416,"Orientation Policy &#8211; HR Policy","Human Resources, Human Resources, Policies and Procedures, Policies and Procedures, Tools and Templates",1
38561,"Maintenance of Electronic Clinical Records Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
37446,"Reporting On-the-Job Injuries &#8211; HR Policy","Human Resources, Human Resources, Policies and Procedures, Policies and Procedures, Tools and Templates",1
38565,"Meal Supervision and Assistance Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
546073,"MDS 3.0 Chapter 4: Care Area Assessment (CAA) Process and Care Planning V1.20.1 (Effective October 1, 2025)","*RAI Manual, Chapter 4, MDS 3.0",1
36987,"Medical Emergency Response Policy","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Nursing, Nursing Processes, Policies and Procedures, Policies and Procedures, Policies and Procedures, Safety, Tools and Templates",1
40173,"General Orientation Plan","Program Development, Staff Development, Tools and Templates, Training Plans",1
43005,"Advance Care Planning Provider Fact Sheet","CMS, Medicare, Provider Guides, Regulatory Agencies",1
533255,"Transporting a Resident (Facility Van) Policy","Activities, Activities, Policies and Procedures, Policies and Procedures, Policies and Procedures, Social Services, Social Services, Tools and Templates",1
27779,"F-656 Develop / Implement Comprehensive Care Plan","Appendix PP (F-Tags), Survey and Certification",1
38572,"Nurse Aide Training Program Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
23002,"Certification: Employee&#8217;s Serious Health Condition Form","DOL / Human Resources, Family &amp; Medical Leave, Forms &amp; Posters, Regulatory Agencies, Wage and Hour",1
37413,"Nurse Staffing Posting Information &#8211; HR Policy","Human Resources, Human Resources, Nursing, Nursing Processes, Policies and Procedures, Policies and Procedures, Tools and Templates",1
38575,"Nursing Environmental Inspection Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
27780,"F-657 Care Plan Timing and Revision","Appendix PP (F-Tags), Survey and Certification",1
509796,"Occupational Exposure to Illicit Fentanyl Policy","Environmental Services, Environmental Services, Nursing, Nursing Processes, Policies and Procedures, Policies and Procedures, Tools and Templates",1
37887,"Therapy Treatment Procedures for Neuromuscular Re-Education Policy","Policies and Procedures, Therapy, Tools and Templates",1
38585,"Oral Care Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
38589,"Paid Feeding Assistants Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
33752,"Discharge Plan &#8211; Discharge Not Feasible &#8220;I&#8221; Care Plan","Care Plans, Care Plans, MDS, Social Services, Tools and Templates",1
38593,"Physician Visits and Physician Delegation Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
37402,"License Verification &#8211; HR Policy","Human Resources, Human Resources, Policies and Procedures, Policies and Procedures, Tools and Templates",1
38597,"Physician, Physician Assistant, Nurse Practitioner or Clinical Nurse Specialist Lab Notification Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
461612,"PT-INR Flow Sheet","Nursing, Supplemental Tools, Tools and Templates",1
499918,"Podiatry Services Policy","Nursing, Nursing Processes, Policies and Procedures, Policies and Procedures, Social Services, Social Services, Tools and Templates",1
534303,"Point of Care Testing &#8211; PT/INR Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
35773,"Social Services Department Competency Checklist","Competencies and Skills, Competency/Job Descriptions, Social Services, Staff Development, Tools and Templates",1
458780,"Post Mortem Care Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
36626,"Bed Hold Notice Policy","Administration, Policies and Procedures, Tools and Templates",1
37455,"Retention of Training Records &#8211; HR Policy","Human Resources, Human Resources, Policies and Procedures, Policies and Procedures, Tools and Templates",1
38602,"Prevention of Decline in Range of Motion Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
502776,"New Hire Checklist","Forms and Checklists, Human Resources, Tools and Templates",1
42632,"Interrupted Stay Policy","MDS, Minimum Data Set (MDS), Policies and Procedures, Policies and Procedures, Tools and Templates",1
36138,"Social Services Department Documentation Audit Form","Forms and Checklists, Social Services, Tools and Templates",1
38611,"Providing End of Life Care Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
513227,"Social Services Progress Note Template","Forms and Checklists, Social Services, Tools and Templates",1
37335,"Background Investigations &#8211; HR Policy","Human Resources, Human Resources, Policies and Procedures, Policies and Procedures, Tools and Templates",1
523831,"Extreme Weather and Healthcare: Lessons Learned and Considerations for the Future","Emergency Preparedness, Extreme Heat, Floods, Hurricanes, Natural Hazards, Safety, Tornadoes, Wildfires, Winter Storms",1
38614,"Provision of Physician Ordered Services Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
36939,"Emergency Staffing Policy","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Policies and Procedures, Policies and Procedures, Policies and Procedures, Safety, Tools and Templates",1
38619,"Radiology and Other Diagnostic Services and Reporting Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
506736,"Rectal Tube Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
39599,"Cardiac Care: Assessment and Management Basics Training Presentation","Cardiac - Circulatory, Staff Development, Tools and Templates",1
464206,"Resident Showers Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
39597,"Cardiac Care: Assessment and Management Basics Training Presentation Pre-Post Test (Questions with Answer Key)","Cardiac - Circulatory, Competencies and Skills, Staff Development, Tools and Templates",1
43661,"Restorative Nursing Documentation Policy","Nursing, Nursing, Nursing Processes, Policies and Procedures, Policies and Procedures, Restorative Nursing Services, Tools and Templates",1
27859,"F-812 Food Procurement, Store / Prepare / Serve &#8211; Sanitary","Appendix PP (F-Tags), Survey and Certification",1
39602,"Cardiac Care: Assessment and Management Basics Training Presentation Handouts","Cardiac - Circulatory, Staff Development, Tools and Templates",1
38140,"Restraint Free Environment Policy","Falls Prevention, Nursing, Nursing, Nursing Processes, Policies and Procedures, Policies and Procedures, Tools and Templates",1
38625,"Serving a Meal Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
38628,"Unexplained Injuries Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
38633,"Upper Body Harnesses Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
27881,"F-867 QAPI / QAA Improvement Activities","Appendix PP (F-Tags), Survey and Certification",1
40468,"QAPI Staff In-Service Training Guide","Administrative, QAPI, QAPI, Staff Development, Tools and Templates, Training",1
38636,"Use of Gait Belt Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
36118,"Notice of Discharge to Ombudsman Poster","Forms and Checklists, Social Services, Tools and Templates",1
38639,"Use of Pacemaker Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
37222,"Resident Environmental Quality Policy","Environmental Services, Environmental Services, Policies and Procedures, Policies and Procedures, Tools and Templates",1
38649,"Walking Rounds Shift Report Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
38653,"Weight Monitoring Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
506589,"Weighted Blanket Policy","Nursing, Nursing Processes, Policies and Procedures, Therapy, Tools and Templates",1
36743,"Safe and Homelike Environment Policy","Administration, Maintenance, Maintenance, Physical Plant, Policies and Procedures, Policies and Procedures, Tools and Templates",1
38169,"Documentation of Wound Treatments Policy","Nursing, Nursing, Policies and Procedures, Policies and Procedures, Pressure Injuries, Tools and Templates, Wound Management",1
38172,"Negative Pressure Wound Therapy Policy","Nursing, Nursing, Policies and Procedures, Policies and Procedures, Pressure Injuries, Tools and Templates, Wound Management",1
487933,"Citation Frequency Report","Appendix PP (F-Tags), Survey and Certification",1
36710,"Provision of Quality Care Policy","Administration, Policies and Procedures, Tools and Templates",1
38175,"Ordering Wound Treatment and Prevention Supplies Policy","Nursing, Nursing, Policies and Procedures, Policies and Procedures, Pressure Injuries, Tools and Templates, Wound Management",1
458571,"Interim Clinical Considerations for Use of COVID-19 Vaccines in the United States (Updated 11/4/25)","CDC, Coronavirus, Immunization, Regulatory Agencies",1
38178,"Pressure Injury Focus Meeting Policy","Nursing, Nursing, Policies and Procedures, Policies and Procedures, Pressure Injuries, Tools and Templates, Wound Management",1
37838,"Resident Right to Access and Visitation Policy","Policies and Procedures, Policies and Procedures, Social Services, Social Services, Tools and Templates",1
38187,"Pressure Injury Risk Assessment Policy","Nursing, Nursing, Policies and Procedures, Policies and Procedures, Pressure Injuries, Tools and Templates, Wound Management",1
38194,"Skin Assessment Policy","Nursing, Nursing, Policies and Procedures, Policies and Procedures, Pressure Injuries, Tools and Templates, Wound Management",1
36960,"Hazardous Materials Incident Policy","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Policies and Procedures, Policies and Procedures, Policies and Procedures, Safety, Tools and Templates",1
444176,"Skin Integrity &#8211; Incontinence Associated Dermatitis (IAD) Policy","Nursing, Nursing, Policies and Procedures, Policies and Procedures, Pressure Injuries, Tools and Templates, Wound Management",1
38209,"Use of Support Surfaces Policy","Nursing, Nursing, Policies and Procedures, Policies and Procedures, Pressure Injuries, Tools and Templates, Wound Management",1
38216,"Wound Photo Documentation Policy","Nursing, Nursing, Policies and Procedures, Policies and Procedures, Pressure Injuries, Tools and Templates, Wound Management",1
451308,"Diabetes – Guiding Principles for Care Fact Sheet Pre-Post Test (Questions with Answer Key)","Competencies and Skills, Diabetes, Staff Development, Tools and Templates",1
462376,"Condom Catheter Care Policy","Clinical, Nursing, Policies and Procedures, Tools and Templates",1
39287,"Binder Basics: Infection Control (Binder Spine)","Binder Basics, Infection Control, Nursing, Tools and Templates",1
505275,"Micro-Learn: What to Do When You See a Patient With a Draining Wound","CDC, Infection Control, Regulatory Agencies",1
457610,"Employee Disciplinary Form","Forms and Checklists, Human Resources, Tools and Templates",1
468997,"Parkinson&#8217;s Disease Training Presentation Handouts","Neurological Care, Staff Development, Tools and Templates",1
522630,"How Do I Safely Use a Multi-Dose Vaccine Vial? (Checklist Infographic)","CDC, Immunization, Regulatory Agencies",1
468999,"Parkinson&#8217;s Disease Training Presentation Pre-Post Test (Questions with Answer Key)","Competencies and Skills, Neurological Care, Staff Development, Tools and Templates",1
38413,"Medication Storage Policy","Medication Management, Medication Management, Nursing, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
38862,"Personal Protective Equipment Fact Sheet","1. Fact Sheets, OSHA, Personal Protective Equipment, Safety",1
35932,"Bed Rail/Mattress Safety Assessment Form","Maintenance, Physical Plant, Tools, Tools and Templates",1
40078,"Administration of Injections Policy and Policy Review Test (Questions with Answer Key)","Competencies and Skills, Medication Management, Staff Development, Tools and Templates",1
34098,"Activities Related F-Tag Guide","Activities, Instructional Guides, Tools and Templates",1
23131,"Clinical Guidance for the Assessment and Implementation of Bed Rails","FDA, Medical Devices, Regulatory Agencies",1
34094,"MDS Quick Guide: Activity Department","Activities, Instructional Guides, MDS, Supplemental Tools, Tools and Templates",1
24635,"Appendix PP &#8211; Guidance to Surveyors for Long Term Care Facilities: SOM","Appendices, State Operations Manual (SOM), Survey and Certification",1
469002,"Parkinson&#8217;s Disease: A Care Solution","Care Solutions, Nursing, Tools and Templates",1
457835,"Three Day Elimination Pattern Tool","Nursing, Supplemental Tools, Tools and Templates",1
35735,"Pressure Injury Incidence Tracking Form","Forms and Tools, Nursing, Pressure Injuries, Tools and Templates",1
40881,"Culturally Competent Care Policy","Policies and Procedures, Policies and Procedures, Social Services, Social Services, Tools and Templates",1
35550,"Cooking and Reheating Temperature Log","Food and Nutrition Forms, Food and Nutrition Service, Tools and Templates",1
28015,"F-686: Failure to Assess Risk on Admission Resulting in Acquired Pressure Injury (Plan of Correction Packet)","Plan of Correction Packets, Survey Management, Tools and Templates",1
35554,"Cooler / Freezer Temperature Chart","Food and Nutrition Forms, Food and Nutrition Service, Tools and Templates",1
35556,"Cooling Temperature Log","Food and Nutrition Forms, Food and Nutrition Service, Tools and Templates",1
35560,"Dietary Menu Template","Food and Nutrition Forms, Food and Nutrition Service, Tools and Templates",1
35563,"Dietary Quality Improvement Worksheet","Food and Nutrition Forms, Food and Nutrition Service, Tools and Templates",1
35531,"Dietary Sanitation Orientation Checklist","Food and Nutrition Forms, Food and Nutrition Service, Tools and Templates",1
459676,"Dietitian Nutritional Recommendations Form","Food and Nutrition Forms, Food and Nutrition Service, Tools and Templates",1
450522,"Dining and Nutrition Informed Choice Documentation","Food and Nutrition Forms, Food and Nutrition Service, Nutrition and Hydration, Staff Development, Tools and Templates",1
462330,"Dysphagia: A Care Solution","Food and Nutrition Forms, Food and Nutrition Service, Tools and Templates",1
464086,"Enteral Feeding Physician Order Form","Food and Nutrition Forms, Food and Nutrition Service, Nursing, Supplemental Tools, Tools and Templates",1
509097,"De-Escalation Toolkit","Regulatory Agencies, SAMHSA",1
457823,"Food and Dining Preferences Form","Food and Nutrition Forms, Food and Nutrition Service, Tools and Templates",1
35565,"High and Low Temperature Dishwasher Chart","Food and Nutrition Forms, Food and Nutrition Service, Tools and Templates",1
36116,"Non-Pharmacological Interventions","Forms and Checklists, Social Services, Tools and Templates",1
40207,"QAPI Essentials Training Presentation","Administrative, QAPI, QAPI, Staff Development, Tools and Templates, Training",1
35535,"Hot Holding Temperature Log","Food and Nutrition Forms, Food and Nutrition Service, Tools and Templates",1
489991,"Tips to Manage Challenging Situations","Regulatory Agencies, SAMHSA",1
462332,"International Dysphagia Diet Standardisation Initiative","Food and Nutrition Forms, Food and Nutrition Service, Tools and Templates",1
35537,"Kitchen Observation Validation Checklist","Competencies and Skills, Food and Nutrition Forms, Food and Nutrition Service, Staff Development, Tools and Templates",1
516090,"Outside Food Audit Tool","Food and Nutrition Forms, Food and Nutrition Service, Tools and Templates",1
35567,"Record of Food Temperature Chart","Food and Nutrition Forms, Food and Nutrition Service, Tools and Templates",1
450479,"Prevent the Spread of C. diff &#8211; Resident Education","CDC, Clostridioides difficile, Regulatory Agencies",1
38105,"Perineal Care CNA Validation Checklist","Competencies and Skills, Nursing, Staff Development, Supplemental Tools, Tools and Templates",1
508062,"Refusal of Treatment Informed Choice Documentation","Forms and Checklists, Nursing, Social Services, Supplemental Tools, Tools and Templates",1
35540,"Sanitation Plan","Food and Nutrition Forms, Food and Nutrition Service, Tools and Templates",1
35569,"Sanitation Self Inspection Report","Food and Nutrition Forms, Food and Nutrition Service, Tools and Templates",1
39242,"Preventing Occupational Exposure to Bloodborne Pathogens Policy","Infection Control, Infection Control, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
459679,"Three Compartment Sink Sanitization Control Log","Food and Nutrition Forms, Food and Nutrition Service, Tools and Templates",1
36085,"Advance Directive Tracker","Forms and Checklists, Social Services, Tools and Templates",1
35574,"Ware Washing Sink Temperature Chart","Food and Nutrition Forms, Food and Nutrition Service, Tools and Templates",1
512616,"Communication of Code Status Validation Checklist","Competencies and Skills, Staff Development, Tools and Templates",1
36083,"Advance Directive Audit Tool","Forms and Checklists, Social Services, Tools and Templates",1
39954,"Falls Prevention Training Presentation","Falls Prevention, Falls Prevention and Management, Nursing, Staff Development, Tools and Templates, Training",1
39092,"Safe Lifting and Movement of Nursing Home Residents","5. Miscellaneous, General OSHA Information, OSHA, Safety",1
27714,"F-550 Resident Rights / Exercise of Rights","Appendix PP (F-Tags), Survey and Certification",1
