"Document ID","Document Title",Categories,"Number of Downloads"
38572,"Nurse Aide Training Program Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",2
513130,"*Competencies and Skills Tools List","Competencies and Skills, Staff Development, Tools and Templates",2
468064,"Head Lice and Scabies Exposure and Treatment Policy","Infection Control, Infection Control, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",2
540144,"Measuring Intake and Output CNA Validation Checklist","Competencies and Skills, Staff Development, Tools and Templates",2
37355,"Conduct and Behavior &#8211; HR Policy","Human Resources, Human Resources, Policies and Procedures, Policies and Procedures, Tools and Templates",2
534306,"Point of Care Testing &#8211; PT/INR Validation Checklist","Competencies and Skills, Staff Development, Tools and Templates",2
39588,"Behavioral Health Services Training Presentation Handout","Behavioral Health Services, Staff Development, Tools and Templates",2
542284,"Package Insert Fact Sheet &#8211; NUVAXOVID: COVID-19 Vaccine","Drugs, FDA, Regulatory Agencies",2
43597,"Restorative Nursing Services Training Presentation Pre-Post Test (Questions with Answer Key)","Competencies and Skills, Nursing, Restorative Nursing Services, Restorative Nursing Services, Staff Development, Tools and Templates, Training",2
459072,"PICC/Midline/CVAD Dressing Change Validation Checklist","Competencies and Skills, Nursing, Staff Development, Supplemental Tools, Tools and Templates",2
35913,"Oxygen Safety Education Competency Checklist","Competencies and Skills, Life Safety Code, Maintenance, Oxygen Safety, Staff Development, Tools, Tools and Templates",2
39224,"Management of C. Difficile Infection Policy","Infection Control, Infection Control, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",2
462595,"Fluid Restriction Policy","Clinical, Food and Nutrition, Food and Nutrition Service, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",2
524786,"Urinary Catheter Irrigation Validation Checklist","Competencies and Skills, Staff Development, Tools and Templates",2
525777,"Notice of Medicare Non-Coverage (CMS-10123) Effective January 1, 2025","CMS, Forms, Medicare, QIO, Regulatory Agencies",2
461170,"Shelter-in-Place for Active Shooter","Active Shooter, Emergency Preparedness, Man Made Hazards, Safety",2
38558,"Maintenance and Thinning of Medical Records Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",2
37866,"Sexual Expression of Residents Policy","Policies and Procedures, Policies and Procedures, Social Services, Social Services, Tools and Templates",2
40366,"Bloodborne Pathogens Standard Training for Healthcare Professionals Training Presentation","Staff Development, Tools and Templates, Workplace Safety",2
36108,"Grievance Log","Forms and Checklists, Social Services, Tools and Templates",2
32342,"Medical Record Review Checklist","Nursing, Supplemental Tools, Tools and Templates",2
469117,"Ambulatory Drainage Catheter (Pleurx) Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",2
40608,"High Risk Medications &#8211; Anticoagulants Policy","Medication Management, Medication Management, Nursing, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",2
38181,"Pressure Injury Prevention and Management Policy","Nursing, Nursing, Policies and Procedures, Policies and Procedures, Pressure Injuries, Tools and Templates, Wound Management",2
36496,"Psychotropic Dose Reduction History Form","Forms for Medication Management, Medication Management, Nursing, Tools and Templates",2
40021,"Employee with S/S of Infection (Work Restrictions) &#8211; Infection Control Policy and Policy Review Test (Questions with Answer Key)","Common Infections, Competencies and Skills, Infection Control, Infection Control, Nursing, Staff Development, Tools and Templates, Training",2
460319,"End of Life Care Training Presentation Handouts","Social Services, Social Services, Staff Development, Tools and Templates, Training",2
536256,"Human Resources Competency Checklist","Competencies and Skills, Forms and Checklists, Human Resources, Staff Development, Tools and Templates",2
502776,"New Hire Checklist","Forms and Checklists, Human Resources, Tools and Templates",2
40078,"Administration of Injections Policy and Policy Review Test (Questions with Answer Key)","Competencies and Skills, Medication Management, Staff Development, Tools and Templates",2
40119,"Non-Pharmacological Interventions Training Presentation Pre-Post Test (Questions with Answer Key)","Competencies and Skills, Non-Pharmacological Interventions, Staff Development, Tools and Templates",2
39927,"Lab Notification Policy and Policy Review Test (Questions with Answer Key)","Competencies and Skills, Effective Communication, Staff Development, Tools and Templates",2
524780,"Blood Glucose Checks Validation Checklist","Competencies and Skills, Staff Development, Tools and Templates",2
518449,"Enhanced Barrier Precautions (EBP) Validation Checklist","Competencies and Skills, Staff Development, Tools and Templates",2
40125,"Ostomy Care Validation Checklist","Competencies and Skills, Ostomy Care, Staff Development, Tools and Templates",2
523984,"Donning / Removing Personal Protective Equipment (PPE) Validation Checklist","Competencies and Skills, Staff Development, Tools and Templates",2
457835,"Three Day Elimination Pattern Tool","Nursing, Supplemental Tools, Tools and Templates",2
519003,"Resident Assistant Job Description","Human Resources, Job Descriptions, Tools and Templates",2
456858,"Medication Cross Match Form","Forms for Medication Management, Medication Management, Nursing, Tools and Templates",2
42916,"Service Animals Policy","Activities, Activities, Policies and Procedures, Policies and Procedures, Tools and Templates",2
35746,"Weekly Wound Assessment and Summary Form","Forms and Tools, Nursing, Pressure Injuries, Tools and Templates",2
39161,"Antibiotic Prescribing Practices Policy","Infection Control, Infection Control, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",2
39164,"Antibiotic Stewardship Program Policy","Infection Control, Infection Control, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",2
36484,"Medication Reconciliation Form","Forms for Medication Management, Medication Management, Nursing, Tools and Templates",2
451886,"Isolation Gown Use During Infection Outbreaks Policy","Infection Control, Infection Control, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",2
462376,"Condom Catheter Care Policy","Clinical, Nursing, Policies and Procedures, Tools and Templates",2
36455,"24-Hour Patch Monitoring Form (12 Hour Shift)","Forms for Medication Management, Medication Management, Nursing, Tools and Templates",2
473280,"External Catheter for Female Urinary Incontinence Management Policy","Clinical, Nursing, Policies and Procedures, Tools and Templates",2
463988,"Section GG Job Aid: GG0130A. Eating","MDS 3.0, Supplemental Documents",2
486047,"Person-Centered Medication Administration Policy","Medication Management, Medication Management, Nursing, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",2
38404,"Medication Reconciliation Policy","Medication Management, Medication Management, Nursing, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",2
533596,"Medication Informed Consent Form","Forms for Medication Management, Medication Management, Nursing, Tools and Templates",2
459372,"Peripheral Intravenous Catheter Insertion Validation Checklist","Competencies and Skills, IV Care, Staff Development, Tools and Templates",2
459679,"Three Compartment Sink Sanitization Control Log","Food and Nutrition Forms, Food and Nutrition Service, Tools and Templates",2
41451,"Measles Exposure Control Policy","Infection Control, Infection Control, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",2
40084,"Ear Drop Administration Validation Checklist","Competencies and Skills, Medication Management, Staff Development, Tools and Templates",2
40090,"Eye Medication Administration Validation Checklist","Competencies and Skills, Medication Management, Staff Development, Tools and Templates",2
40102,"Nasal Spray Validation Checklist","Competencies and Skills, Medication Management, Staff Development, Tools and Templates",2
37060,"Resident and Staff Emergency Tracking Tools","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Forms and Tools, Forms and Tools, Safety, Tools and Templates",2
39370,"Tuberculosis (TB) Skin Testing Validation Checklist","Competencies and Skills, Forms and Checklists, Infection Control, Nursing, Staff Development, Tools and Templates",2
485500,"Bed Hold Notice","Administrative, Business Office, Forms and Checklists, Social Services, Tools, Tools and Templates",2
36626,"Bed Hold Notice Policy","Administration, Policies and Procedures, Tools and Templates",2
38394,"Medication Errors Policy","Medication Management, Medication Management, Nursing, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",2
38475,"Admission Orders Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",2
27683,"What to Ask Your Healthcare Provider About Antibiotics","Antibiotic Stewardship, CDC, Regulatory Agencies",2
39310,"Minimum Criteria for Initiation of Antibiotics","Antibiotic Stewardship, Infection Control, Nursing, Tools and Templates",2
34154,"Volunteer List &#8211; Activities Department","Activities, Tools and Templates, Volunteer Program",2
27809,"F-711 Physician Visits-Review Care / Notes / Order","Appendix PP (F-Tags), Survey and Certification",2
35932,"Bed Rail/Mattress Safety Assessment Form","Maintenance, Physical Plant, Tools, Tools and Templates",2
38096,"Comprehensive Nursing Assessment","Nursing, Supplemental Tools, Tools and Templates",2
43190,"Baseline Care Plan Tracking Log","MDS, Supplemental Tools, Tools and Templates",1
27717,"F-553 Right to Participate in Planning Care","Appendix PP (F-Tags), Survey and Certification",1
33835,"Pain and/or Discomfort in Dementia &#8220;I&#8221; Care Plan","Care Plans, MDS, Tools and Templates",1
450707,"Opioids Medication Care Plan","High Risk Medication Care Plans, High Risk Medication Care Plans, MDS, Medication Management, Nursing, Tools and Templates",1
508639,"**Survey Management Tools List","Survey Management, Survey Management Tools, Tools and Templates",1
36055,"Meal Service Rounds Mock Survey Checklist","Survey Management, Survey Management Tools, Tools and Templates",1
36039,"Entrance Conference Assignments Tool","Survey Management, Survey Management Tools, Tools and Templates",1
36046,"General Rounds Mock Survey Checklist","Survey Management, Survey Management Tools, Tools and Templates",1
36057,"Mock Survey Action Plan","Survey Management, Survey Management Tools, Tools and Templates",1
36064,"Mock Survey Team Worksheet","Survey Management, Survey Management Tools, Tools and Templates",1
36077,"Survey Management Roles Template","Survey Management, Survey Management Tools, Tools and Templates",1
36075,"Survey Management Practice Guideline","Survey Management, Survey Management Tools, Tools and Templates",1
33950,"Seizure Activity &#8220;I&#8221; Care Plan","Care Plans, MDS, Tools and Templates",1
27950,"Tribal Nursing Homes: Best Practices for Patients with Dementia and Alzheimer&#8217;s Disease","Dementia/ Anti Psychotic Drugs, Government Initiatives",1
39386,"Abuse Definitions: Quick Reference Cue Cards","Abuse, Abuse Prevention and Reporting, Staff Development, Tools and Templates",1
36099,"Dementia and Abuse Prevention Poster","Abuse, Abuse Prevention and Reporting, Forms and Checklists, Social Services, Staff Development, Tools and Templates",1
39399,"Resident Abuse Prevention and Reporting Training Presentation Pre-Post Test (Questions with Answer Key)","Abuse, Abuse Prevention and Reporting, Competencies and Skills, Staff Development, Tools and Templates",1
39981,"HIPAA Privacy Rule Training Presentation Pre-Post Test (Questions with Answer Key)","Competencies and Skills, HIPAA, Staff Development, Tools and Templates",1
36085,"Advance Directive Tracker","Forms and Checklists, Social Services, Tools and Templates",1
44123,"Enhanced Barrier Precautions Room Entry Signs (English &amp; Spanish)","CDC, Drug Resistant Organisms, Fact Sheets, Regulatory Agencies",1
40579,"Pressure Ulcer / Injury Prevention and Management Nurse Training Presentation Pre-Post Test (Questions with Answer Key)","Competencies and Skills, Nursing, Pressure Injuries, Pressure Injuries, Staff Development, Tools and Templates, Training, Wound Management",1
40577,"Pressure Ulcer / Injury Prevention and Management Nurse Aide Training Presentation Pre-Post Test (Questions with Answer Key)","Competencies and Skills, Nursing, Pressure Injuries, Pressure Injuries, Staff Development, Tools and Templates, Training, Wound Management",1
449126,"Pressure Injury Risk Management Practice Guideline","Administrative, Pressure Injuries, Risk Management, Tools and Templates",1
465361,"Venous and Arterial Ulcers Training Presentation Pre-Post Test (Questions with Answer Key)","Competencies and Skills, Non-Pressure Injuries, Staff Development, Tools and Templates, Wound Management",1
465352,"Diabetic Neuropathic Foot Ulcers Training Presentation Pre-Post Test (Questions with Answer Key)","Competencies and Skills, Diabetes, Non-Pressure Injuries, Staff Development, Tools and Templates, Wound Management",1
40560,"Pressure Injury Stages Infographic","Nursing, Pressure Injuries, Pressure Injuries, Staff Development, Tools and Templates, Training, Wound Management",1
33483,"Pennies for Prizes Activity Plan","Activities, Activity Plans, Tools and Templates",1
457778,"Urinary Tract Infection Training Presentation Handout","Bladder and Bowel, Staff Development, Tools and Templates",1
457783,"Urinary Tract Infection Training Presentation Pre-Post Test (Questions with Answer Key)","Bladder and Bowel, Competencies and Skills, Staff Development, Tools and Templates",1
33478,"Monthly Themed Activities Calendar","Activities, Activity Plans, Tools and Templates",1
33475,"Lollypop Jam Session Activity Plan","Activities, Activity Plans, Tools and Templates",1
28019,"F-689: Failure to Provide Adequate Supervision While Smoking (Plan of Correction Packet)","Plan of Correction Packets, Survey Management, Tools and Templates",1
33469,"Keep it Going Activity Plan","Activities, Activity Plans, Tools and Templates",1
469930,"Egg Carton Greenhouse Activity Plan","Activities, Activity Plans, Tools and Templates",1
33460,"Bogus Bag Story Telling Activity Plan","Activities, Activity Plans, Tools and Templates",1
525572,"December 2025 Activity Calendar","Activities, Activity Calendars, Tools and Templates",1
27791,"F-684 Quality of Care","Appendix PP (F-Tags), Survey and Certification",1
473512,"*F-Tag Plan of Correction Customizable Template","Plan of Correction Packets, Survey Management, Tools and Templates",1
37831,"Resident and Family Grievances Policy","Policies and Procedures, Policies and Procedures, Social Services, Social Services, Tools and Templates",1
462369,"Grievance and Complaint Poster","Forms and Checklists, Social Services, Tools and Templates",1
27883,"F-880 Infection Prevention and Control","Appendix PP (F-Tags), Survey and Certification",1
38107,"Physician Visit Form","Nursing, Supplemental Tools, Tools and Templates",1
27834,"F-761 Label and Store Drugs and Biologicals","Appendix PP (F-Tags), Survey and Certification",1
485494,"Trauma Informed Care Training Presentation","Social Services, Staff Development, Tools and Templates, Training, Trauma Informed Care",1
485497,"Trauma Informed Care Training Presentation Pre-Post Test (Questions with Answer Key)","Competencies and Skills, Social Services, Staff Development, Tools and Templates, Training, Trauma Informed Care",1
39236,"Personal Protective Equipment Policy","Infection Control, Infection Control, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
39257,"TB Infection Control Plan Policy","Infection Control, Infection Control, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
39260,"TB Testing: Interferon Gamma Release Assays Policy","Infection Control, Infection Control, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
456702,"Business Office Manager Job Description","Human Resources, Job Descriptions, Tools and Templates",1
33724,"Cognitive Loss &#8220;I&#8221; Care Plan","Care Plans, Care Plans, MDS, Social Services, Tools and Templates",1
39266,"Treatment of Non-Infectious Tuberculosis Policy","Infection Control, Infection Control, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
39269,"Tuberculosis Exposure Policy","Infection Control, Infection Control, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
27866,"F-837 Governing Body","Appendix PP (F-Tags), Survey and Certification",1
36684,"Governing Body Policy","Administration, Policies and Procedures, Tools and Templates",1
36617,"Administration of Facility Policy","Administration, Policies and Procedures, Tools and Templates",1
510918,"F-Tag Policy Crosswalk","*Table of Contents for P&amp;Ps, Policies and Procedures, Tools and Templates",1
27887,"F-895 Compliance and Ethics Program","Appendix PP (F-Tags), Survey and Certification",1
39278,"Water Management Program Policy","Infection Control, Infection Control, Maintenance, Maintenance, Nursing, Physical Plant, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates",1
485468,"Emergency Preparedness Training Plan","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Safety, Staff Development, Testing and Training, Testing and Training, Tools and Templates",1
37099,"Sheltering Suggestions by Hazard","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Forms and Tools, Forms and Tools, Safety, Tools and Templates",1
36996,"Resident Go Bags Policy","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Policies and Procedures, Policies and Procedures, Policies and Procedures, Safety, Tools and Templates",1
462622,"COVID-19 Vaccination Resident Tracking Log","Forms and Checklists, Infection Control, Nursing, Tools and Templates",1
456705,"Certified Nursing Assistant Job Description","Human Resources, Job Descriptions, Tools and Templates",1
456699,"Assistant Director of Nursing Job Description","Human Resources, Job Descriptions, Tools and Templates",1
458024,"COVID-19 Vaccine Standing Order Form","Forms and Checklists, Infection Control, Nursing, Tools and Templates",1
459355,"Intravenous (IV) Therapy: A Care Solution","Care Solutions, Nursing, Tools and Templates",1
474842,"COVID-19 Visitor Recommendation Poster","Forms and Checklists, Infection Control, Nursing, Tools and Templates",1
458786,"Facility 24 Hour Report Form","Nursing, Supplemental Tools, Tools and Templates",1
451125,"Emergency Planning for Coronavirus (COVID-19) Action Plan","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Forms and Checklists, Forms and Tools, Forms and Tools, Infection Control, Nursing, Safety, Tools and Templates",1
525694,"Resident Sign-Out Record","Forms and Checklists, Nursing, Social Services, Supplemental Tools, Tools and Templates",1
39317,"Example Infection Surveillance Action Plan","Forms and Checklists, Infection Control, Nursing, Tools and Templates",1
32951,"Nursing Home Staff Competency Assessment for Administrator, DON, and ADON &#8211; Paper Version","CMP Reinvestment Program, Government Initiatives, Toolkit 1",1
34076,"Iowa &#8211; Inspections and Appeals: Title 481 (Chapters 22, 50, 52, 56, 58, 59, 61, and 73)","Iowa, Long Term Care State Regulations, State Regulations",1
458020,"Immunization Informed Consent Record","Forms and Checklists, Infection Control, Nursing, Tools and Templates",1
39325,"Immunization Record Form","Forms and Checklists, Infection Control, Nursing, Tools and Templates",1
39242,"Preventing Occupational Exposure to Bloodborne Pathogens Policy","Infection Control, Infection Control, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
547407,"FY2025 Frequently Cited OSHA Standards: Nursing Care Facilities","5. Miscellaneous, General OSHA Information, OSHA, Safety",1
40295,"Suicide: Assessment and Prevention Basics Training Presentation","Social Services, Social Services, Staff Development, Suicide, Tools and Templates, Training",1
40812,"Infection Outbreak in Community Action Plan","Forms and Checklists, Infection Control, Nursing, Tools and Templates",1
39337,"Infection Outbreak Line Listing Template","Forms and Checklists, Infection Control, Nursing, Tools and Templates",1
38549,"Hydration Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
39327,"Infection Prevention and Control Committee Meeting Minutes &#8211; Template","Forms and Checklists, Infection Control, Nursing, Tools and Templates",1
36833,"Screening for Exclusion from Federal Health Care Programs Policy","Administrative, Compliance and Ethics, Compliance and Ethics, Policies and Procedures, Policies and Procedures, Tools and Templates",1
39345,"Infection Prevention and Control Training Plan","Forms and Checklists, Infection Control, Nursing, Tools and Templates",1
461447,"OSHA: COVID-19 Employee Tracking Log","Forms and Checklists, Infection Control, Nursing, Tools and Templates",1
37207,"Environmental Services Quality Assurance Policy","Environmental Services, Environmental Services, Policies and Procedures, Policies and Procedures, Tools and Templates",1
39362,"Pneumococcal Vaccine Consent Form","Forms and Checklists, Infection Control, Nursing, Tools and Templates",1
499957,"Proper Technique for Cleaning Your Hands and Arms &#8211; Poster","Forms and Checklists, Infection Control, Nursing, Tools and Templates",1
36224,"Certification and Recertification Policy","Administrative, Business Office, Business Office, MDS, Minimum Data Set (MDS), Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates",1
463901,"Request for COVID-19 Medical Exemption Form","Forms and Checklists, Infection Control, Nursing, Tools and Templates",1
37210,"Environmental Services Safety Procedures Policy","Environmental Services, Environmental Services, Policies and Procedures, Policies and Procedures, Tools and Templates",1
451290,"Respiratory Illness Outbreak Supply Audit Spreadsheet","Forms and Checklists, Infection Control, Nursing, Tools and Templates",1
35272,"Housekeeper Quality Assurance Data","Environmental Services, Forms and Checklists, Maintenance, Physical Plant, Tools, Tools and Templates",1
39625,"Rehabilitative Services Competency Checklist","Competencies and Skills, Rehabilitative Services, Staff Development, Tools and Templates",1
37194,"Cleaning a Biological Spill Policy","Environmental Services, Environmental Services, Policies and Procedures, Policies and Procedures, Tools and Templates",1
463141,"Urinary Tract Infection (UTI) Checklist &#8211; NHSN 2024","Forms and Checklists, Infection Control, Nursing, Tools and Templates",1
514440,"Non-Discrimination &#8211; Effective Communication and Modifications for Disabilities Policy","Administration, Policies and Procedures, Tools and Templates",1
27810,"F-712 Physician Visits-Frequency / Timeliness / Alternate NPPs","Appendix PP (F-Tags), Survey and Certification",1
34139,"Resident Council Meeting Attendance Sheet","Activities, Resident and Family Council, Tools and Templates",1
34142,"Resident Council Minutes","Activities, Resident and Family Council, Tools and Templates",1
34098,"Activities Related F-Tag Guide","Activities, Instructional Guides, Tools and Templates",1
28023,"F-690: A Resident Who is Incontinent Receives Appropriate Treatment and Services to Prevent Urinary Tract Infections (Plan of Correction Packet)","Plan of Correction Packets, Survey Management, Tools and Templates",1
499123,"Employee Voluntary Resignation Form","Forms and Checklists, Human Resources, Tools and Templates",1
545260,"Food Intake Form","Food and Nutrition Forms, Food and Nutrition Service, Tools and Templates",1
526336,"Continuous Glucose Monitor (CGM) Application and Removal Validation Checklist","Competencies and Skills, Staff Development, Tools and Templates",1
467141,"Continuous Glucose Monitors (CGM) Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
458885,"Medicare Part A Audit Tracking Form","Administrative, Financial Solutions, MDS 3.0, PDPM, PDPM, Tools and Templates",1
38534,"Establishing a Baseline Body Temperature Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
458893,"Medicare Part A Audit Checklist","Administrative, Financial Solutions, MDS 3.0, PDPM, PDPM, Tools and Templates",1
465944,"Medicare Replacement Level Pay Audit Form","Administrative, Business Office, Financial Solutions, PDPM, Tools, Tools and Templates",1
39297,"Antibiotic Outcome Measure Tracking Log","Antibiotic Stewardship, Infection Control, Nursing, Tools and Templates",1
35663,"Fall Risk Protocol: Low/Moderate Risk","Falls Prevention, Forms and Checklists, Nursing, Tools and Templates",1
35660,"Fall Risk Protocol: High Risk","Falls Prevention, Forms and Checklists, Nursing, Tools and Templates",1
35108,"Patient-Driven Payment Model (PDPM) White Paper Pre-Post Test (Questions with Answer Key)","Administrative, Competencies and Skills, Financial Solutions, PDPM, Staff Development, Tools and Templates",1
39104,"FAQs: Report a Fatality or Severe Injury","5. Miscellaneous, OSHA, Recordkeeping, Safety",1
456909,"PDPM Basics Workbook","Administrative, Financial Solutions, MDS, PDPM, Supplemental Tools, Tools and Templates",1
456911,"PDPM Basics Workbook Answer Key","Administrative, Financial Solutions, MDS, PDPM, Supplemental Tools, Tools and Templates",1
35231,"Rehospitalization Protocols","Administrative, Financial Solutions, SNF Value Based Purchasing, Tools and Templates",1
27872,"F-843 Transfer Agreement","Appendix PP (F-Tags), Survey and Certification",1
36118,"Notice of Discharge to Ombudsman Poster","Forms and Checklists, Social Services, Tools and Templates",1
461615,"Glucometer Control Log","Nursing, Supplemental Tools, Tools and Templates",1
38597,"Physician, Physician Assistant, Nurse Practitioner or Clinical Nurse Specialist Lab Notification Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
524793,"Electric/Power Wheelchair Use Assessment","Nursing, Supplemental Tools, Tools and Templates",1
23624,"Stay Independent Brochure &#8211; Fall Assessment (English &amp; Spanish)","CDC, Regulatory Agencies, STEADI",1
456708,"Charge Nurse Job Description","Human Resources, Job Descriptions, Tools and Templates",1
38653,"Weight Monitoring Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
36101,"Discharge Planning Resource List","Forms and Checklists, Social Services, Tools and Templates",1
37335,"Background Investigations &#8211; HR Policy","Human Resources, Human Resources, Policies and Procedures, Policies and Procedures, Tools and Templates",1
35244,"Environmental Services Housekeeper Job Description","Competency Job Description, Environmental Services, Human Resources, Job Descriptions, Tools and Templates",1
38516,"Discharge Summary Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
37298,"Purée Food Preparation Policy","Food and Nutrition, Food and Nutrition Service, Policies and Procedures, Policies and Procedures, Tools and Templates",1
34914,"Wisconsin &#8211; Nursing Home Regulations (Chapters 120, 122, 129 and 132)","Long Term Care State Regulations, State Regulations, Wisconsin",1
496231,"Tube Feeding Process Auditing Chart Review","Administrative, Process Auditing Tools, QAPI, Tools and Templates",1
38540,"Flushing a Feeding Tube Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
512766,"Verifying Placement of Feeding Tube Validation Checklist","Competencies and Skills, Staff Development, Tools and Templates",1
464662,"Noninvasive Ventilation (CPAP, BiPAP, AVAPS, Trilogy™) Policy","Clinical, Nursing, Policies and Procedures, Tools and Templates",1
38035,"Oxygen Concentrator Policy","Clinical, Life Safety Code, Life Safety Code, Maintenance, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
494892,"Use of Warming or Cooling Blanket Policy","Clinical, Nursing, Policies and Procedures, Tools and Templates",1
38428,"Oxygen Administration Policy","Medication Management, Medication Management, Nursing, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
36740,"Right to Refuse Transfers Policy","Administration, Policies and Procedures, Tools and Templates",1
37464,"Termination of Employment &#8211; HR Policy","Human Resources, Human Resources, Policies and Procedures, Policies and Procedures, Tools and Templates",1
38331,"Administration of Injections Policy","Medication Management, Medication Management, Nursing, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
39167,"Care and Maintenance of Central Venous Catheter Policy","Clinical, Nursing, Policies and Procedures, Tools and Templates",1
459229,"Central Venous Access Catheter Flushing, Locking, Removal Policy","Clinical, Nursing, Policies and Procedures, Tools and Templates",1
38266,"Gastrostomy Site Care Policy","Clinical, Nursing, Policies and Procedures, Tools and Templates",1
457842,"Hypodermoclysis Policy","Medication Management, Medication Management, Nursing, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
36041,"Federal Regulations Scope and Severity Grid","Survey Management, Survey Management Tools, Tools and Templates",1
38555,"Laboratory Services and Reporting Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
479732,"Laryngectomy Care and Suctioning Policy","Clinical, Nursing, Policies and Procedures, Tools and Templates",1
38277,"Low Profile Gastrostomy Tube Policy","Clinical, Nursing, Policies and Procedures, Tools and Templates",1
38578,"Nursing Services &#8211; Registered Nurse (RN) Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
496197,"Indwelling Catheters Process Auditing Chart Review","Administrative, Process Auditing Tools, QAPI, Tools and Templates",1
38280,"Ostomy Care &#8211; Colostomy, Urostomy, and Ileostomy Policy","Clinical, Nursing, Policies and Procedures, Tools and Templates",1
28022,"F-690: An Indwelling Catheter is Not Used Unless There is Valid Medical Justification (Plan of Correction Packet)","Plan of Correction Packets, Survey Management, Tools and Templates",1
526030,"Pigtail Catheters for Chest Tube Drainage Care and Maintenance Policy","Clinical, Nursing, Policies and Procedures, Tools and Templates",1
38291,"Pouch Changes &#8211; Colostomy, Urostomy, and Ileostomy Policy","Clinical, Nursing, Policies and Procedures, Tools and Templates",1
38602,"Prevention of Decline in Range of Motion Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
545824,"Clinical At-Risk Meeting Policy","Clinical, Nursing, Policies and Procedures, Tools and Templates",1
36243,"Resident Email and Video Communications Policy","Administrative, Business Office, Business Office, Policies and Procedures, Policies and Procedures, Policies and Procedures, Social Services, Social Services, Tools and Templates",1
508635,"Total Parenteral Nutrition (TPN) Policy","Clinical, Medication Management, Medication Management, Nursing, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
37452,"Resident Photographs &#8211; HR Policy","Human Resources, Human Resources, Policies and Procedures, Policies and Procedures, Tools and Templates",1
38451,"Unused Medication Return Policy","Medication Management, Medication Management, Nursing, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
33338,"ADL Self-Performance Algorithm for OSA","MDS 3.0, Supplemental Documents",1
37969,"Social Media Use IT Policy","Information Technology, Policies and Procedures, Tools and Templates",1
35263,"Environmental Services Cleaning Cart Supply Checklist","Environmental Services, Forms and Checklists, Maintenance, Physical Plant, Tools, Tools and Templates",1
454887,"Elopement Drill Documentation Form","Nursing, Supplemental Tools, Tools and Templates",1
37838,"Resident Right to Access and Visitation Policy","Policies and Procedures, Policies and Procedures, Social Services, Social Services, Tools and Templates",1
41670,"VIS: Hepatitis B Vaccine","CDC, Regulatory Agencies, VIS Statements",1
38376,"Labeling of Medications and Biologicals Policy","Medication Management, Medication Management, Nursing, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
518811,"Facility Assessment Tools and Resource List","Administrative, Compliance Solutions, Facility Assessment, Tools and Templates",1
