"Date Posted","Document ID",Author,"Document Title",Categories,"File URL","Last Modified"
08/27/2025,37446,Mpurkaya,"Reporting On-the-Job Injuries &#8211; HR Policy","Tools and Templates, Human Resources, Policies and Procedures, Policies and Procedures, Human Resources",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Reporting-On-the-Job-Injuries-Policy.docx,"August 27, 2025 @ 11:46 am by polly.smith"
08/27/2025,37407,Mpurkaya,"Meal and Break Periods &#8211; HR Policy","Tools and Templates, Human Resources, Policies and Procedures, Policies and Procedures, Human Resources",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Meal-and-Break-Periods-Policy.docx,"August 27, 2025 @ 11:29 am by polly.smith"
08/26/2025,545260,Polly.smith,"Food Intake Form","Tools and Templates, Food and Nutrition Service, Food and Nutrition Forms",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Food-Intake-Form.docx,"August 26, 2025 @ 2:04 pm by polly.smith"
08/26/2025,533591,Lee-Ann.Arner,"Employee Expense/Reimbursement Form","Tools and Templates, Human Resources, Forms and Checklists",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Employee-Expense-Reimbursement-Form.xls,"August 26, 2025 @ 10:18 am by polly.smith"
08/25/2025,34884,Mandy.Lytle,"Utah &#8211; Health Care Licensing and Certifications (Title 26B, Chapter 2)","State Regulations, Long Term Care State Regulations, Utah",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Utah-Licensing-and-Certifications-26B-Ch-2.pdf,"August 25, 2025 @ 11:44 am by polly.smith"
08/25/2025,34881,Mandy.Lytle,"Utah &#8211; Administrative Rules (Title R432) Health Care Facility Licensing","State Regulations, Long Term Care State Regulations, Utah",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Utah-Administrative-Rules-Title-R432.pdf,"August 25, 2025 @ 11:19 am by polly.smith"
08/25/2025,34901,Mandy.Lytle,"Virginia &#8211; Regulations for the Licensure of Nursing Facilities and Regulation of Medical Care Facilities and Services","State Regulations, Long Term Care State Regulations, Virginia",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/VA-Nursing-Facilities-State-Regulations.pdf,"August 25, 2025 @ 12:17 pm by polly.smith"
08/22/2025,545173,Michele.mummert,"Transmittal #13374 &#8212; Noninvasive Positive Pressure Ventilation (NIPPV) in the Home for the Treatment of Chronic Respiratory Failure (CRF) Consequent to Chronic Obstructive Pulmonary Disease (COPD)","Financial, CMS Manuals, Transmittals, Transmittals: 100-04 Medicare Claims Processing Manual",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Transmittal-13374CP.pdf,"August 22, 2025 @ 1:33 pm by Michele.mummert"
08/20/2025,538916,Lee-Ann.Arner,"MDS 3.0 Data Submission Specifications Overview Version 3.10.2 (Effective October 1, 2025)","MDS 3.0, Supplemental Documents",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/05/MDS-3.0-Data-Specs-Overview-V3.10.2-FINAL-07-24-2025.pdf,"August 20, 2025 @ 3:05 pm by Lee-Ann.Arner"
08/20/2025,542638,Lee-Ann.Arner,"Occupational Exposure to COVID–19 in Healthcare Settings &#8211; OSHA Proposed Rule; Extension of Comment Period","Survey and Certification, Federal Register, 2025 Federal Register",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/07/FR-25-Occupational-Exposure-COVID-19-Healthcare-Settings-OSHA-PR-Comment-Extension.pdf,"August 20, 2025 @ 4:37 pm by Lee-Ann.Arner"
08/20/2025,542707,Lee-Ann.Arner,"Amending the Medical Evaluation Requirements in the Respiratory Protection Standard for Certain Types of Respirators &#8211; Proposed Rule; Extension of Comment Period","Survey and Certification, Federal Register, 2025 Federal Register",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/07/FR-25-Amending-Medical-Eval-Req-Resp-Protection-Standard-PR-Extension-Comments.pdf,"August 20, 2025 @ 2:53 pm by Lee-Ann.Arner"
08/20/2025,544994,Lee-Ann.Arner,"B. Braun Medical Issues Recall of Lactated Ringer’s Injection USP 1000 mL and 0.9% Sodium Chloride Injection USP 1000 mL","Regulatory Agencies, FDA, Recalls and Notices",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/B-Braun-Recall.pdf,"August 20, 2025 @ 9:55 am by Lee-Ann.Arner"
08/20/2025,458976,Polly.smith,"Texas &#8211; Administrative Code: Title 26, Part 1 &#8211; Chapters 554 &#8211; 557 and Chapters 560 and 561","State Regulations, Long Term Care State Regulations, Texas",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Texas-Administrative-Code-Title-26.pdf,"August 20, 2025 @ 3:09 pm by polly.smith"
08/18/2025,544939,Lee-Ann.Arner,"Max Mobility / Permobil Announces Recall and Removal of all SpeedControl Dials from the Market","Regulatory Agencies, FDA, Recalls and Notices",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Max-Mobility-Recall.pdf,"August 18, 2025 @ 3:53 pm by Lee-Ann.Arner"
08/18/2025,544936,Lee-Ann.Arner,"Tandem Diabetes Care Issues Medical Device Correction for Select t:slim X2 Insulin Pumps","Regulatory Agencies, FDA, Recalls and Notices",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Tandem-Diabetes-Recall.pdf,"August 18, 2025 @ 3:46 pm by Lee-Ann.Arner"
08/18/2025,34730,Mandy.Lytle,"South Carolina &#8211; Standards for Licensing Nursing Homes (Regulation Number 61-17)","State Regulations, Long Term Care State Regulations, South Carolina",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/SC-Standards-for-Licensing-Nursing-Homes.pdf,"August 18, 2025 @ 2:15 pm by polly.smith"
08/18/2025,34728,Mandy.Lytle,"Rhode Island &#8211; Professional Licensing and Facility Regulation","State Regulations, Long Term Care State Regulations, Rhode Island",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/RI-LTC-State-Regulations.pdf,"August 18, 2025 @ 2:03 pm by polly.smith"
08/15/2025,544909,Lee-Ann.Arner,"Early Alert: Infusion Pump Issue From Baxter","Regulatory Agencies, FDA, Recalls and Notices",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Baxter-Early-Alert-Infusion-Pumps.pdf,"August 15, 2025 @ 3:14 pm by Lee-Ann.Arner"
08/15/2025,544905,Lee-Ann.Arner,"Swing Bed PPS (SP) Item Set v1.20.1 (Effective 10/1/25)","MDS 3.0, Appendices, Appendix H, Forms",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/MDS-3.0-SP-Item-Set-v1.20.1v3.pdf,"August 15, 2025 @ 2:42 pm by Lee-Ann.Arner"
08/15/2025,544903,Lee-Ann.Arner,"Swing Bed Discharge (SD) Item Set v1.20.1 (Effective 10/1/25)","MDS 3.0, Appendices, Appendix H, Forms",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/MDS-3.0-SD-Item-Set-v1.20.1v3.pdf,"August 15, 2025 @ 2:39 pm by Lee-Ann.Arner"
08/15/2025,544901,Lee-Ann.Arner,"Nursing Home and Swing Bed Tracking (NT/ST) Item Set v1.20.1 (Effective 10/1/25)","MDS 3.0, Appendices, Appendix H, Forms",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/MDS-3.0-NTST-Item-Set-v1.20.1v3.pdf,"August 15, 2025 @ 2:39 pm by Lee-Ann.Arner"
08/15/2025,544899,Lee-Ann.Arner,"Nursing Home Quarterly (NQ) Item Set v1.20.1 (Effective 10/1/25)","MDS 3.0, Appendices, Appendix H, Forms",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/MDS-3.0-NQ-Item-Set-v1.20.1v3.pdf,"August 15, 2025 @ 2:39 pm by Lee-Ann.Arner"
08/15/2025,544897,Lee-Ann.Arner,"Nursing Home PPS (NP) Item Set v1.20.1 (Effective 10/1/25)","MDS 3.0, Appendices, Appendix H, Forms",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/MDS-3.0-NP-Item-Set-v1.20.1v3.pdf,"August 15, 2025 @ 2:39 pm by Lee-Ann.Arner"
08/15/2025,544895,Lee-Ann.Arner,"Nursing Home Part A PPS Discharge (NPE) Item Set v1.20.1 (Effective 10/1/25)","MDS 3.0, Appendices, Appendix H, Forms",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/MDS-3.0-NPE-Item-Set-v1.20.1v3.pdf,"August 15, 2025 @ 2:39 pm by Lee-Ann.Arner"
08/15/2025,544893,Lee-Ann.Arner,"Nursing Home Discharge (ND) Item Set v1.20.1 (Effective 10/1/25)","MDS 3.0, Appendices, Appendix H, Forms",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/MDS-3.0-ND-Item-Set-v1.20.1v3.pdf,"August 15, 2025 @ 2:40 pm by Lee-Ann.Arner"
08/15/2025,544891,Lee-Ann.Arner,"Nursing Home Comprehensive (NC) Item Set v1.20.1 (Effective 10/1/25)","MDS 3.0, Appendices, Appendix H, Forms",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/MDS-3.0-NC-Item-Set-v1.20.1v3.pdf,"August 15, 2025 @ 2:40 pm by Lee-Ann.Arner"
08/15/2025,544887,Lee-Ann.Arner,"Interim Payment Assessment (IPA) Item Set v1.20.1 (Effective 10/1/25)","MDS 3.0, Appendices, Appendix H, Forms",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/MDS-3.0-IPA-Item-Set-v1.20.1v3.pdf,"August 15, 2025 @ 2:40 pm by Lee-Ann.Arner"
08/15/2025,544885,Lee-Ann.Arner,"Quality and Safety Special Alert Memo 25-03: Temporary Pause in Nursing Home Care Compare Updates","Survey and Certification, Quality, Safety, and Oversight (QSO) Letters, 2025 Fiscal Year",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/QSSAM-25-03-NH.pdf,"August 15, 2025 @ 12:50 pm by Lee-Ann.Arner"
08/15/2025,544907,Lee-Ann.Arner,"MDS 3.0 Item Set Matrix v1.20.1 (Effective 10/1/25)","MDS 3.0, Appendices, Appendix H, Forms",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/MDS-3.0-Item-Matrix-v1.20.1v3.pdf,"August 15, 2025 @ 2:45 pm by Lee-Ann.Arner"
08/15/2025,544889,Lee-Ann.Arner,"MDS 3.0 Item Set Change History Version 1.20.1 (Effective 10/1/25)","MDS 3.0, Appendices, Appendix H, Forms",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/MDS-3.0-Item-Set-Change-History-v1.20.1v3.pdf,"August 15, 2025 @ 2:26 pm by Lee-Ann.Arner"
08/15/2025,544858,Lee-Ann.Arner,"Transmittal #13366 &#8211; NCD 20.38 &#8211; Transcatheter Edge-to-Edge Repair for Tricuspid Valve Regurgitation (TTEER)","Financial, CMS Manuals, Transmittals, Transmittals: 100-04 Medicare Claims Processing Manual",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Transmittal-13366CP.pdf,"August 15, 2025 @ 8:41 am by Lee-Ann.Arner"
08/15/2025,544856,Lee-Ann.Arner,"Transmittal #13356 &#8211; Suppliers Documentation for Claims for Refills of Essential Accessories for Beneficiary-Owned Continuous Positive Airway Pressure (CPAP), Respiratory Assist Devices (RADs), and Continuous Glucose Monitors (CGMs)","Financial, CMS Manuals, Transmittals, Transmittals: 100-08 Medicare Program Integrity Manual",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Transmittal-13356PI.pdf,"August 15, 2025 @ 8:38 am by Lee-Ann.Arner"
08/15/2025,535311,Lee-Ann.Arner,"Transmittal #13355 &#8211; Removal of Gender References from CMS Publication (Pub.) 100-08, Chapter 10","Financial, CMS Manuals, Transmittals, Transmittals: 100-08 Medicare Program Integrity Manual",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/04/Transmittal-13355PI.pdf,"August 15, 2025 @ 8:25 am by Lee-Ann.Arner"
08/14/2025,544850,Lee-Ann.Arner,"CDC NHSN &#8211; Link to Long Term Care Respiratory Pathogens Training, Forms, and Instructions","Regulatory Agencies, CDC, Compliance Guidelines",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/CDC-CG-Link-to-NHSN-LTCRP-Trainings-and-Forms.pdf,"August 14, 2025 @ 3:56 pm by Lee-Ann.Arner"
08/14/2025,544830,Lee-Ann.Arner,"Alabama Did Not Always Verify Selected Nursing Homes’ Compliance With Background Check Requirements","Regulatory Agencies, OIG, 2025 Releases",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/OIG-25-AL-Background-Checks.pdf,"August 14, 2025 @ 1:02 pm by Lee-Ann.Arner"
08/14/2025,543216,Lee-Ann.Arner,"Skilled Nursing Facility Data Validation Program: Frequently Asked Questions (FAQs) &#8211; Updated August 2025","Financial, SNF Quality Reporting Program, Measure Specifications, SNF Value-Based Purchasing Program",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/07/SNF-QRP-Validation-Program-FAQS-August-2025.pdf,"August 14, 2025 @ 3:36 pm by Lee-Ann.Arner"
08/14/2025,544824,Lee-Ann.Arner,"Patients in Custody Under a Penal Authority &#8211; Fact Sheet","Financial, Billing Guides and Information",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Fin-BGI-Patients-in-Custody-Under-Penal-Authority.pdf,"August 14, 2025 @ 10:23 am by Lee-Ann.Arner"
08/14/2025,479569,Lee-Ann.Arner,"iQIES Reports User Manual Version 2.9","MDS 3.0, iQIES",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/04/iQIES-Reports-User-Manual-v2.9-7.15.25.pdf,"August 14, 2025 @ 4:07 pm by Lee-Ann.Arner"
08/13/2025,538019,Michele.mummert,"SNF QRP Submission Deadline Reminder","Financial, SNF Quality Reporting Program, News",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/05/SNF-QRP-Submission-Deadline-Reminder-Aug-2025.pdf,"August 13, 2025 @ 2:55 pm by Lee-Ann.Arner"
08/13/2025,34710,Mandy.Lytle,"North Dakota &#8211; Nursing Facility Requirements","State Regulations, Long Term Care State Regulations, North Dakota",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/ND-LTC-Regulations.pdf,"August 13, 2025 @ 1:15 pm by polly.smith"
08/13/2025,34260,Mandy.Lytle,"New Hampshire &#8211; Long Term Care Regulations (Title XI &#8211; Chapter 151, 151-E, 151-H, 151-I)","State Regulations, Long Term Care State Regulations, New Hampshire",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/NH-Long-Term-Care-Regulations.pdf,"August 13, 2025 @ 12:34 pm by polly.smith"
08/12/2025,544755,Lee-Ann.Arner,"Healthcare Provider Disclosure of Protected Health Information to Accountable Care Organizations &#8211; HIPAA Privacy Rule","Regulatory Agencies, HIPAA, Privacy Rule",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/HIPAA-PR-PHI-Disclosures-ACO.pdf,"August 12, 2025 @ 9:37 am by Lee-Ann.Arner"
08/12/2025,544752,Lee-Ann.Arner,"Right to Access Personal Health Information From Healthcare Providers and Health Plans &#8211; HIPAA Privacy Rule","Regulatory Agencies, HIPAA, Privacy Rule",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/HIPAA-PR-Right-to-Info-from-HCP-and-Health-Plans.pdf,"August 12, 2025 @ 9:39 am by Lee-Ann.Arner"
08/12/2025,34120,Mandy.Lytle,"Michigan &#8211; Healthcare Code: Facilities and Agencies (Article 17)","State Regulations, Long Term Care State Regulations, Michigan",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Michigan-LTC-Healthcare-Code-Article-17.pdf,"August 18, 2025 @ 12:34 pm by polly.smith"
08/12/2025,34100,Mandy.Lytle,"Louisiana &#8211; Nursing Facility Regulations","State Regulations, Long Term Care State Regulations, Louisiana",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/LA-Nursing-Facility-Regulations.pdf,"August 12, 2025 @ 12:29 pm by polly.smith"
08/12/2025,34067,Mandy.Lytle,"Indiana &#8211; Health Facility Regulations (Title 410 – Article 16.2)","State Regulations, Long Term Care State Regulations, Indiana",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/IN-Health-Care-Facilities.pdf,"August 12, 2025 @ 10:27 am by polly.smith"
08/12/2025,458550,Polly.smith,"Minnesota Statutes &#8211; Nursing Homes and Home Care (Chapter 144A)","State Regulations, Long Term Care State Regulations, Minnesota",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Minnesota-LTC-Statutes.pdf,"August 12, 2025 @ 1:39 pm by polly.smith"
08/12/2025,34076,Mandy.Lytle,"Iowa &#8211; Inspections and Appeals: Title 481 (Chapters 22, 50, 52, 56, 58, 59, 61, and 73)","State Regulations, Long Term Care State Regulations, Iowa",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/IA-LTC-State-Regulations.pdf,"August 12, 2025 @ 11:54 am by polly.smith"
08/12/2025,450960,Lee-Ann.Arner,"List N: EPA&#8217;s Registered Disinfectants for Coronavirus (COVID-19)","Regulatory Agencies, CDC, Coronavirus, Safety, EPA, Registered Disinfectants",https://www.epa.gov/coronavirus-and-disinfectants/list-n-advanced-search-page-disinfectants-coronavirus-covid-19,"August 25, 2025 @ 11:00 am by polly.smith"
08/12/2025,34095,Mandy.Lytle,"Kentucky &#8211; LTC Regulations (Title 902: Chapter 20 Health Services and Facilities)","State Regulations, Long Term Care State Regulations, Kentucky",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/KY-LTC-State-Regulations.pdf,"August 12, 2025 @ 12:14 pm by polly.smith"
08/11/2025,544744,Lee-Ann.Arner,"Falls with Major Injury Technical Expert Panel (TEP) Summary Report","Financial, SNF Quality Reporting Program, Measure Specifications",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/SNF-QRP-TEP-Report-Falls-With-Major-Injury.pdf,"August 11, 2025 @ 4:26 pm by Michele.mummert"
08/11/2025,503036,Lee-Ann.Arner,"Evaluation and Management Services Guide","Financial, Billing Guides and Information",https://secure.thecompliancestore.net/wp-content/uploads/documents/2023/08/Fin-BGI-Evaluation-and-Management-Service-Guide-2025.pdf,"August 11, 2025 @ 3:34 pm by Lee-Ann.Arner"
08/11/2025,544726,Polly.smith,"Medical Record Retention/Destruction Log","Tools and Templates, Administrative, Business Office, Tools",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Medical-Record-Retention-Destruction-Log.xlsx,"August 11, 2025 @ 4:24 pm by Michele.mummert"
08/11/2025,39104,Mandy.Lytle,"FAQs: Report a Fatality or Severe Injury","Safety, OSHA, Recordkeeping, 5. Miscellaneous",https://secure.thecompliancestore.net/wp-content/uploads/documents/2019/05/DOL-Severe-Injury-Reporting-FAQs.pdf,"August 11, 2025 @ 10:40 am by Lee-Ann.Arner"
08/11/2025,39117,Mandy.Lytle,"Brief Tutorial on Completing the OSHA Recordkeeping Forms &#8211; Handout","Safety, OSHA, Recordkeeping, 4. Training Programs",https://secure.thecompliancestore.net/wp-content/uploads/documents/2018/05/Brief-Tutorial-on-Completing-OSHA-Recordkeeping-Forms.pdf,"August 11, 2025 @ 10:40 am by Lee-Ann.Arner"
08/11/2025,39102,Mandy.Lytle,"Report a Fatality or Severe Injury (Link to OSHA&#8217;s Reporting Webpage)","Safety, OSHA, Recordkeeping, 5. Miscellaneous",https://secure.thecompliancestore.net/wp-content/uploads/documents/2019/05/Link-OSHA-Severe-Injury-Reporting-Webpage.pdf,"August 11, 2025 @ 10:40 am by Lee-Ann.Arner"
08/11/2025,39116,Mandy.Lytle,"Brief Tutorial on Completing the OSHA Recordkeeping Forms &#8211; Video","Safety, OSHA, Recordkeeping, 4. Training Programs",https://www.youtube.com/watch?v=-zC4zBXd1-U&#038;t=429s,"August 11, 2025 @ 10:40 am by Lee-Ann.Arner"
08/11/2025,13448,Mstypinski,"Injury Tracking Application CSV Documentation","Safety, OSHA, Recordkeeping, 6. Electronic Reporting",https://secure.thecompliancestore.net/wp-content/uploads/documents/2020/02/OSHA-Recordkeeping-ITA-CSV-Documentation.pdf,"August 11, 2025 @ 10:47 am by Lee-Ann.Arner"
08/11/2025,13424,Mstypinski,"Detailed Guidance for OSHA&#8217;s Injury and Illness Recordkeeping Rule (Link to OSHA’s Webpage)","Safety, OSHA, Recordkeeping, 3. Model Plans",https://secure.thecompliancestore.net/wp-content/uploads/documents/2018/05/Link-to-OSHA-Guidance-Recordkeeping-Rule.pdf,"August 11, 2025 @ 10:40 am by Lee-Ann.Arner"
08/11/2025,12381,Kathy.Burrows,"Medicare Part D Vaccines Fact Sheet","Financial, Billing Guides and Information",https://secure.thecompliancestore.net/wp-content/uploads/documents/2024/07/Fin-BGI-Medicare-Part-D-Vaccines-2025.pdf,"August 11, 2025 @ 4:25 pm by Lee-Ann.Arner"
08/11/2025,544711,Polly.smith,"Past Noncompliance Correction Template","Tools and Templates, Survey Management, Survey Management Tools",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Past-Noncompliance-Correction-Template.docx,"August 11, 2025 @ 4:28 pm by Michele.mummert"
08/11/2025,544710,Lee-Ann.Arner,"DermaRite Industries Issues Recall of DermaKleen, Dermasarra, Kleenfoam, and Perigiene Products","Regulatory Agencies, FDA, Recalls and Notices",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/DermaRite-Recall.pdf,"August 11, 2025 @ 8:26 am by Lee-Ann.Arner"
08/11/2025,34054,Mandy.Lytle,"Illinois Statutes &#8211; Nursing Home Care Act (210 ILCS 45)","State Regulations, Long Term Care State Regulations, Illinois",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Illinois-LTC-Statutes-Health-Facilities-and-Regulations.pdf,"August 11, 2025 @ 11:59 am by polly.smith"
08/11/2025,34035,Mandy.Lytle,"Georgia &#8211; Nursing Home Regulations (Chapter 111-8-50 and 56)","State Regulations, Long Term Care State Regulations, Georgia",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Georgia-Nursing-Home-Regulations.pdf,"August 11, 2025 @ 9:42 am by polly.smith"
08/11/2025,34058,Mandy.Lytle,"Illinois Administrative Code &#8211; Skilled Nursing and Intermediate Care Facilities (Title 77 – Part 300)","State Regulations, Long Term Care State Regulations, Illinois",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Illinois-LTC-Facilities-Administrative-Code.pdf,"August 11, 2025 @ 2:44 pm by polly.smith"
08/07/2025,538846,Lee-Ann.Arner,"Update on the Safety of Ixchiq (Chikungunya Vaccine, Live): FDA Removes Recommended Pause in Use and Approves Required Updated Labeling","Regulatory Agencies, FDA, Drugs",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/05/FDA-Drugs-Update-Ixchiq.pdf,"August 7, 2025 @ 4:28 pm by Lee-Ann.Arner"
08/06/2025,544617,Lee-Ann.Arner,"Admin Info Letter 25-04: Fiscal Year 2024 (FY24) State Performance Standards System (SPSS) Findings","Survey and Certification, Quality, Safety, and Oversight (QSO) Letters, 2025 Fiscal Year",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Admin-Info-25-04-all.pdf,"August 6, 2025 @ 3:38 pm by Lee-Ann.Arner"
08/06/2025,544598,Lee-Ann.Arner,"Per- and Polyfluoroalkyl Substances (PFAS) in Medical Devices &#8211; FDA Fact Sheet","Regulatory Agencies, FDA, Medical Devices",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/FDA-PFAS-in-Medical-Devices-Fact-Sheet.pdf,"August 6, 2025 @ 11:39 am by Lee-Ann.Arner"
08/06/2025,544596,Lee-Ann.Arner,"Early Alert: Defibrillation Lead Issue from Boston Scientific","Regulatory Agencies, FDA, Recalls and Notices",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Boston-Scientific-Early-Alert.pdf,"August 6, 2025 @ 11:28 am by Lee-Ann.Arner"
08/06/2025,508628,Lee-Ann.Arner,"OSHA Fact Sheet: Protecting Personal Identifiable Information (Form 300 Log and Form 301 Incident Report)","Safety, OSHA, Recordkeeping, 1. Fact Sheets",https://secure.thecompliancestore.net/wp-content/uploads/documents/2023/12/OSHA-Recordkeeping-Fact-Sheet-Protecting-PII-2025.pdf,"August 11, 2025 @ 10:40 am by Lee-Ann.Arner"
08/06/2025,485142,Polly.smith,"iQIES Survey and Certification (S&amp;C) User Manuals (Combined)","MDS 3.0, iQIES",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/iQIES-SC-User-Manuals-Combined-7.31.25.pdf,"August 6, 2025 @ 2:01 pm by polly.smith"
08/06/2025,483255,Lee-Ann.Arner,"iQIES User Roles Matrix Job Aid Version 4.5","MDS 3.0, iQIES",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/iQIES-User-Roles-Matrix-Job-Aid-v4.5.pdf,"August 6, 2025 @ 1:51 pm by polly.smith"
08/06/2025,33992,Mandy.Lytle,"Delaware Code &#8211; Title 16 Health and Safety, Part II, Chapter 11: Long-Term Care Facilities and Services","State Regulations, Long Term Care State Regulations, Delaware",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Delaware-LTC-Code-Chapter-11.pdf,"August 6, 2025 @ 1:09 pm by polly.smith"
08/06/2025,13423,Mstypinski,"Part 1904 OSHA Regulations &#8211; Recording and Reporting Occupational Injuries and Illnesses","Safety, OSHA, Recordkeeping, 2. Regulations",https://secure.thecompliancestore.net/wp-content/uploads/documents/2020/07/Recordkeeping-OSHA-Regulations-CFR-Part-1904-up-to-date-as-of-8-04-2025.pdf,"August 11, 2025 @ 10:40 am by Lee-Ann.Arner"
08/06/2025,33943,Mandy.Lytle,"California &#8211; Skilled Nursing Facility Regulations (Title 22, Division 5: Chapters 3 and 3.5)","State Regulations, Long Term Care State Regulations, California",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/California-LTC-Code-of-Regulations.pdf,"August 6, 2025 @ 11:20 am by polly.smith"
08/05/2025,472169,Lee-Ann.Arner,"SNF VBP Performance Score Report User Guide FY 2026 Program Year","Financial, SNF Value-Based Purchasing Program",https://secure.thecompliancestore.net/wp-content/uploads/documents/2023/08/SNF-VBP-FY2026-PSR-User-Guide.pdf,"August 5, 2025 @ 2:51 pm by Lee-Ann.Arner"
08/05/2025,472082,Lee-Ann.Arner,"SNF VBP FY 2026 Program Year Timeline","Financial, SNF Value-Based Purchasing Program",https://secure.thecompliancestore.net/wp-content/uploads/documents/2023/08/SNF-VBP-FY-2026-Timeline.pdf,"August 5, 2025 @ 2:43 pm by Lee-Ann.Arner"
08/05/2025,471858,Lee-Ann.Arner,"FY 2026 SNF VBP Program August 2025 Performance Score Reports are Now Available","Financial, SNF Value-Based Purchasing Program",https://secure.thecompliancestore.net/wp-content/uploads/documents/2024/08/SNF-VBP-August-2025-Performance-Scores.pdf,"August 5, 2025 @ 2:59 pm by Lee-Ann.Arner"
08/05/2025,40410,Mpurkaya,"Colorado &#8211; Long Term Care Facility Regulations (Chapters 2 and 5)","State Regulations, Long Term Care State Regulations, Colorado",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/CO-LTC-State-Regs.pdf,"August 5, 2025 @ 2:36 pm by polly.smith"
08/05/2025,40437,Mpurkaya,"QAA Committee Meeting Agenda &#8211; Template","Tools and Templates, Administrative, QAPI, Tools",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/QAA-Committee-Meeting-Agenda-Template.docx,"August 5, 2025 @ 1:30 pm by polly.smith"
08/05/2025,40423,Mpurkaya,"QAA Committee Meeting Minutes &#8211; Template","Tools and Templates, Administrative, QAPI, Tools",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/QAA-Committee-Meeting-Minutes-Tool.docx,"August 5, 2025 @ 1:31 pm by polly.smith"
