"Document Last Modified","Document ID","Document Title",Categories,"File URL"
"October 15, 2020 @ 8:25 am by LeighAnn.Hixon",33835,"Pain and/or Discomfort in Dementia ""I"" Care Plan","Assisted Living, Tools and Templates, Care Plans, Government Initiatives, MEGA Rule, Phase 1, “I” Care Plans, Tools and Templates, MDS, Care Plans",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/08/Pain-and-or-Discomfort-in-Dementia-i-Care-Plan.doc
"October 14, 2020 @ 2:45 pm by polly.smith",43651,"Functional Mobility Performance Improvement Project (PIP) Worksheet – Template","Tools and Templates, Administrative, QAPI, Performance Improvement Projects, Nursing, Restorative Nursing Services, Forms and Checklists",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Functional-Mobility-PIP-Packet-Template.docx
"October 14, 2020 @ 2:41 pm by Lee-Ann.Arner",456822,"National Healthcare Safety Network (NHSN) Long-Term Care Facility (LTCF) COVID-19 Reporting Module: How to Re-Assign NHSN Facility Adminstrator","Assisted Living, Regulations, CDC, Compliance Guidelines, Regulatory Agencies, CDC, Compliance Guidelines",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/CDC-CG-NHSN-LTCF-How-to-Re-Assign-Facility-Administrator.pdf
"October 14, 2020 @ 2:41 pm by Lee-Ann.Arner",456820,"National Healthcare Safety Network (NHSN) Long-Term Care Facility (LTCF) COVID-19 Reporting Module: How to Add a User","Assisted Living, Regulations, CDC, Compliance Guidelines, Regulatory Agencies, Compliance Guidelines",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/CDC-CG-NHSN-How-to-Add-a-User.pdf
"October 14, 2020 @ 2:40 pm by polly.smith",38622,"Restorative Nursing Programs Policy","Assisted Living, Tools and Templates, Policies and Procedures, Nursing, Nursing Processes, Government Initiatives, MEGA Rule, Phase 1, Policies and Procedures, Nursing, Nursing Processes, Tools and Templates, Nursing, Restorative Nursing Services, Policies and Procedures, Policies and Procedures, Nursing, Nursing Processes",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Restorative-Nursing-Programs-Policy.doc
"October 14, 2020 @ 2:08 pm by polly.smith",456816,"Resident Smokeless Tobacco Policy","Assisted Living, Tools and Templates, Policies and Procedures, Administration, Government Initiatives, MEGA Rule, Phase 1, Policies and Procedures, Administration, Tools and Templates, Policies and Procedures, Administration",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Resident-Smokeless-Tobacco-Policy.docx
"October 14, 2020 @ 1:55 pm by polly.smith",456811,"Resident Safe Smokeless Tobacco Assessment","Tools and Templates, Social Services, Forms and Checklists",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Resident-Safe-Smokeless-Tobacco-Assessment.pdf
"October 14, 2020 @ 12:51 pm by polly.smith",35678,"Neuro Check Assessment Form","Tools and Templates, Nursing, Falls Prevention, Forms and Checklists",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Neuro-Check-Assessment-Form.pdf
"October 14, 2020 @ 10:16 am by polly.smith",35758,"Resident Assessment Instrument (RAI) Coordinator Job Description","Tools and Templates, Human Resources, Job Descriptions",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/RAI-Coordinator-Job-Description.docx
"October 14, 2020 @ 10:15 am by Lee-Ann.Arner",456800,"Resident One to One Supervision Record","Tools and Templates, Nursing, Supplemental Tools",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Resident-One-to-One-Supervision-Record.docx
"October 14, 2020 @ 9:26 am by polly.smith",456796,"Admissions Sales/Marketing Representative Job Description","Tools and Templates, Human Resources, Job Descriptions",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Admissions-Sales-Marketing-Representative-Job-Description.docx
"October 13, 2020 @ 5:03 pm by Lee-Ann.Arner",456791,"FDA Letter to Providers: Recommendations on Providing Clear Instructions to Patients Who Self-Collect Nasal Samples in a Healthcare Setting for SARS-CoV-2 Testing","Assisted Living, Regulations, FDA, Medical Devices, Regulatory Agencies, FDA, Medical Devices",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/FDA-Letter-Self-collecting-SARS-CoV-2.pdf
"October 13, 2020 @ 2:58 pm by Lee-Ann.Arner",454093,"Medicare COVID-19 Data Snapshot Overview","Assisted Living, Regulations, Regulatory Agencies, CDC, Coronavirus, Fact Sheets and Posters, CMS, Medicare, Fact Sheets, Coronavirus, Fact Sheets and Posters",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/09/CMS-MCR-FS-COVID19-Data-Snapshot-Overview.pdf
"October 13, 2020 @ 2:39 pm by Lee-Ann.Arner",451006,"COVID-19: Stop the Spread of Germs Poster","Assisted Living, Regulations, CDC, Coronavirus, Fact Sheets and Posters, Regulatory Agencies, CDC, Coronavirus, Fact Sheets and Posters",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/03/CDC-Coronavirus-Stop-the-Spread-Poster.pdf
"October 13, 2020 @ 2:04 pm by Lee-Ann.Arner",456787,"COVID-19 County Positivity Rates (Data from September 24-October 7, 2020)","Survey and Certification, COVID-19 Nursing Home Data",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/COVID-19-County-Positivity-Rates-101320.xlsx
"October 13, 2020 @ 12:11 pm by Lee-Ann.Arner",456603,"QSO Letter 21-02: Compliance with Residents' Rights Requirements Related to Nursing Home Residents' Right to Vote","Survey and Certification, Survey and Certification Letters, 2021 Fiscal Year",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/QSO-21-02-NH.pdf
"October 12, 2020 @ 3:11 pm by Lee-Ann.Arner",456750,"CMS Announces New Repayment Terms for Medicare Loans Made to Providers During COVID-19","Assisted Living, Regulations, CDC, Coronavirus, News, Regulatory Agencies, CDC, Coronavirus, News",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/CDC-Coronavirus-CMS-Anncounces-New-Repayment-Terms.pdf
"October 12, 2020 @ 3:01 pm by Lee-Ann.Arner",41385,"Provider Compliance Tips for Glucose Monitors and Diabetic Accessories/Supplies","Regulatory Agencies, CMS, Medicare, Provider Guides",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/07/CMS-Medicare-Provider-Compliance-Tips-Glucose-Monitors.pdf
"October 12, 2020 @ 2:29 pm by Lee-Ann.Arner",453459,"Policy and Technical Changes to Medicare Advantage, Medicare Prescription Drug Benefit, and Medicare Cost Plan for Contract Year 2021 (Final Rule and Correction)","Survey and Certification, Federal Register, 2020 Federal Register",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/06/FR-20-CY-21-Policy-Changes-MA-Program-Part-D-Medicare-Cost-Plan.pdf
"October 12, 2020 @ 11:44 am by Lee-Ann.Arner",450720,"Preadmission Screening and Resident Review (PASRR) Proposed Rule","Regulatory Agencies, CMS, PASRR, Survey and Certification, Federal Register, 2020 Federal Register",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/FR-20-PASRR-Proposed-Rule.pdf
"October 12, 2020 @ 9:58 am by Michele.mummert",27513,"National Action Plan for Combating Antibiotic-Resistant Bacteria 2020-2025","Assisted Living, Regulations, CDC, Antibiotic Stewardship, Regulatory Agencies, CDC, Antibiotic Stewardship",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/National-Action-Plan-for-Combating-Abx-Resistant-Bacteria.pdf
"October 9, 2020 @ 4:17 pm by Lee-Ann.Arner",456775,"COVID-19 Nursing Home Data (September 27, 2020)","Survey and Certification, COVID-19 Nursing Home Data",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/COVID-19-Data-092720.xlsx
"October 9, 2020 @ 4:17 pm by Lee-Ann.Arner",455880,"COVID-19 Nursing Home Data (September 6, 2020)","Survey and Certification, COVID-19 Nursing Home Data",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/09/COVID-19-Data-090620.xlsx
"October 9, 2020 @ 3:59 pm by Lee-Ann.Arner",456771,"Payment Basics: SNF Services Payment System (October 2020)","Regulatory Agencies, MedPAC",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/MedPAC-SNF-Payment-Basics-20.pdf
"October 9, 2020 @ 3:59 pm by Lee-Ann.Arner",456773,"Payment Basics: Part B Drugs Payment Systems (October 2020)","Regulatory Agencies, MedPAC",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/MedPAC-Part-B-Payment-Basics-20.pdf
"October 9, 2020 @ 3:25 pm by Lee-Ann.Arner",456769,"Transmittal #10384 - Updates to Chapter 1 of Publication (Pub.) 100-15","Financial, CMS Manuals, Transmittals, Transmittals: 100-15 Medicaid Program Integrity Manual",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Transmittal-10384MPI.pdf
"October 9, 2020 @ 3:22 pm by Lee-Ann.Arner",456767,"Transmittal #10383 - Updates to Chapters 4, 5, 8, 15, and Exhibits of Publication (Pub.) 100-08","Financial, CMS Manuals, Transmittals, Transmittals: 100-08 Medicare Program Integrity Manual",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Transmittal-10383PI.pdf
"October 9, 2020 @ 3:12 pm by Lee-Ann.Arner",456765,"COVID-19 Testing Presentation","Assisted Living, Regulations, CDC, Coronavirus, Training, Regulatory Agencies, CDC, Coronavirus, Training",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/CDC-Coronavirus-COVID-19-Testing-Presentation.pdf
"October 9, 2020 @ 3:08 pm by Lee-Ann.Arner",455865,"Guidance and Updates for Nursing Homes During COVID-19","Assisted Living, Regulations, CDC, Coronavirus, Guidance Documents, Regulatory Agencies, CDC, Coronavirus, Guidance Documents",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/09/CDC-Coronavirus-Guidance-and-Updates-for-Nursing-Homes-during-COVID-19.pdf
"October 9, 2020 @ 2:49 pm by Lee-Ann.Arner",456760,"COVIDView Week 40 (Week Ending October 3, 2020)","Assisted Living, Regulations, CDC, Coronavirus, Fact Sheets and Posters, Regulatory Agencies, CDC, Coronavirus, Fact Sheets and Posters",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/CDC-Coronavirus-COVIDView-Week-40.pdf
"October 9, 2020 @ 10:25 am by Michele.mummert",456756,"Phase 3 General Distribution Provider Relief Fund","Assisted Living, Regulations, CDC, Coronavirus, Training, Regulatory Agencies, CDC, Coronavirus, Training, HHS",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Phase-3-General-Distribution-Provider-Relief-Fund.pdf
"October 9, 2020 @ 10:19 am by Michele.mummert",456754,"Provider Relief Fund Phase 3 Fact Sheet","Assisted Living, Regulations, CDC, Coronavirus, Fact Sheets and Posters, Regulatory Agencies, CDC, Coronavirus, Fact Sheets and Posters, HHS",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Provider-Relief-Phase-3-Fact-Sheet.pdf
"October 9, 2020 @ 9:57 am by Michele.mummert",456586,"Section GG: Functional Performance OBRA Tool","Tools and Templates, Administrative, Financial Solutions, SNF Quality Reporting, MDS, Supplemental Tools",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Section-GG-Functional-Performance-OBRA-Tool.pdf
"October 9, 2020 @ 8:36 am by polly.smith",456717,"Dietitian Job Description","Tools and Templates, Food and Nutrition Service, Competency/Job Description, Human Resources, Job Descriptions",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Dietitian-Job-Description.docx
"October 9, 2020 @ 8:36 am by polly.smith",456720,"Director of Nursing Job Description","Tools and Templates, Human Resources, Job Descriptions",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Director-of-Nursing-Job-Description.docx
"October 9, 2020 @ 8:36 am by polly.smith",456723,"Maintenance Director Job Description","Tools and Templates, Human Resources, Job Descriptions",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Maintenance-Director-Job-Description.docx
"October 9, 2020 @ 8:36 am by polly.smith",456726,"Medical Records Clerk Job Description","Tools and Templates, Human Resources, Job Descriptions",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Medical-Records-Clerk-Job-Description.docx
"October 9, 2020 @ 8:36 am by polly.smith",456729,"Medication Technician/Aide Job Description","Tools and Templates, Human Resources, Job Descriptions",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Medication-Technician-Aide-Job-Description.docx
"October 9, 2020 @ 8:36 am by polly.smith",456732,"Nursing Unit Manager Job Description","Tools and Templates, Human Resources, Job Descriptions",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Nursing-Unit-Manager-Job-Description.docx
"October 9, 2020 @ 8:36 am by polly.smith",456738,"Social Services Designee Job Description","Tools and Templates, Human Resources, Job Descriptions, Social Services, Competency/ Job Descriptions",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Social-Services-Designee-Job-Description.docx
"October 9, 2020 @ 8:36 am by polly.smith",456741,"Social Worker Job Description","Tools and Templates, Human Resources, Job Descriptions, Social Services, Competency/ Job Descriptions",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Social-Worker-Job-Description.docx
"October 9, 2020 @ 8:36 am by polly.smith",32060,"Environmental Services Director Job Description","Tools and Templates, Environmental Services, Competency Job Description, Human Resources, Job Descriptions",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Environmental-Services-Director-Job-Description.docx
"October 9, 2020 @ 8:36 am by polly.smith",43605,"Restorative Aide Job Description","Tools and Templates, Human Resources, Job Descriptions, Nursing, Restorative Nursing Services, Competency/Job Descriptions",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Restorative-Aide-Job-Description.docx
"October 9, 2020 @ 8:36 am by polly.smith",43608,"Restorative Nurse Job Description","Tools and Templates, Human Resources, Job Descriptions, Nursing, Restorative Nursing Services, Competency/Job Descriptions",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Restorative-Nurse-Job-Description.docx
"October 9, 2020 @ 8:36 am by polly.smith",35712,"Treatment Nurse Job Description","Tools and Templates, Human Resources, Job Descriptions, Nursing, Pressure Injuries, Roles and Responsibilities",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Treatment-Nurse-Job-Description.docx
"October 9, 2020 @ 8:36 am by polly.smith",35753,"Social Services Director Job Description","Tools and Templates, Human Resources, Job Descriptions, Social Services, Competency/ Job Descriptions",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Social-Services-Director-Job-Description.docx
"October 9, 2020 @ 8:36 am by polly.smith",35244,"Environmental Services Housekeeper Job Description","Tools and Templates, Environmental Services, Competency Job Description, Human Resources, Job Descriptions",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Environmental-Services-Housekeeper-Job-Description.docx
"October 9, 2020 @ 8:36 am by polly.smith",40161,"Staff Development Coordinator Job Description","Assisted Living, Tools and Templates, Staff Development, Program Development, Supplemental Tools, Tools and Templates, Human Resources, Job Descriptions, Staff Development, Program Development, Supplemental Tools",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Staff-Development-Coordinator-Job-Description.docx
"October 9, 2020 @ 8:36 am by polly.smith",456705,"Certified Nursing Assistant Job Description","Tools and Templates, Human Resources, Job Descriptions",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Certified-Nursing-Assistant-Job-Description.docx
"October 9, 2020 @ 8:36 am by polly.smith",456708,"Charge Nurse Job Description","Tools and Templates, Human Resources, Job Descriptions",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Charge-Nurse-Job-Description.docx
"October 9, 2020 @ 8:36 am by polly.smith",456711,"Dietary Aide Job Description","Tools and Templates, Food and Nutrition Service, Competency/Job Description, Human Resources, Job Descriptions",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Dietary-Aide-Job-Description.docx
"October 9, 2020 @ 8:36 am by polly.smith",456714,"Dietary Cook Job Description","Tools and Templates, Food and Nutrition Service, Competency/Job Description, Human Resources, Job Descriptions",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Dietary-Cook-Job-Description.docx
"October 9, 2020 @ 8:36 am by polly.smith",32026,"Compliance Officer Job Description","Assisted Living, Tools and Templates, Compliance and Ethics, Roles and Responsibilities, Government Initiatives, MEGA Rule, Phase 3, Compliance and Ethics, Compliance and Ethics Program Resources, Roles and Responsibilities, Tools and Templates, Administrative, Compliance and Ethics, Roles and Responsibilities, Human Resources, Job Descriptions",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Compliance-Officer-Job-Description.docx
"October 9, 2020 @ 8:36 am by polly.smith",34075,"Activities Director Job Description","Assisted Living, Tools and Templates, Activities, Competency/Job Description, Tools and Templates, Activities, Competency Job Description, Human Resources, Job Descriptions",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Activities-Director-Job-Description.docx
"October 9, 2020 @ 8:36 am by polly.smith",456661,"Activities Assistant Job Description","Assisted Living, Tools and Templates, Activities, Competency/Job Description, Tools and Templates, Activities, Competency Job Description, Human Resources, Job Descriptions",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Activities-Assistant-Job-Description.docx
"October 9, 2020 @ 8:36 am by polly.smith",35286,"Dietary Manager Job Description","Tools and Templates, Food and Nutrition Service, Competency/Job Description, Human Resources, Job Descriptions",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Dietary-Manager-Job-Description.docx
"October 9, 2020 @ 8:36 am by polly.smith",456687,"Administrator Job Description","Tools and Templates, Human Resources, Job Descriptions",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Administrator-Job-Description.docx
"October 9, 2020 @ 8:36 am by polly.smith",456690,"Admissions Coordinator Job Description","Tools and Templates, Human Resources, Job Descriptions",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Admissions-Coordinator-Job-Description.docx
"October 9, 2020 @ 8:36 am by polly.smith",456693,"Admissions Director Job Description","Tools and Templates, Human Resources, Job Descriptions",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Admissions-Director-Job-Description.docx
"October 9, 2020 @ 8:36 am by polly.smith",456696,"Admissions Nurse Job Description","Tools and Templates, Human Resources, Job Descriptions",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Admissions-Nurse-Job-Description.docx
"October 9, 2020 @ 8:36 am by polly.smith",456699,"Assistant Director of Nursing Job Description","Tools and Templates, Human Resources, Job Descriptions",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Assistant-Director-of-Nursing-Job-Description.docx
"October 9, 2020 @ 8:36 am by polly.smith",456702,"Business Office Manager Job Description","Tools and Templates, Human Resources, Job Descriptions",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Business-Office-Manager-Job-Description.docx
"October 8, 2020 @ 4:16 pm by Lee-Ann.Arner",456748,"Provider Compliance Tips for Continuous Positive Airway Pressure (CPAP) Devices and Accessories","Regulatory Agencies, CMS, Medicare, Provider Guides",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/CMS-Medicare-Provider-Compliance-Tips-CPAP.pdf
"October 8, 2020 @ 3:57 pm by Lee-Ann.Arner",449154,"2020 Therapy Code List and Dispositions (Updated List for COVID-19)","ICD Codes, HCPCS",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/01/Updated-2020-therapy-code-list-and-dispositions-for-2020-COVID-19-PHE.xlsx
"October 8, 2020 @ 1:18 pm by Lee-Ann.Arner",22649,"CMS-10055: SNF Advanced Beneficiary Notice of Non-Coverage (SNF ABN)","Regulatory Agencies, CMS, Medicare, Forms",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/02/CMS-Form-10055-SNF-ABN.pdf
"October 8, 2020 @ 9:18 am by LeighAnn.Hixon",450744,"DREAM Toolkit Sleep Matters Video","Government Initiatives, CMP Reinvestment Program, DREAM Toolkit",
"October 8, 2020 @ 8:19 am by Lee-Ann.Arner",456653,"Marksans Pharma Limited Issues Expansion of Metformin Hydrochloride Extended-Release Tablets Recall","Assisted Living, Regulations, FDA, Recalls and Notices, Regulatory Agencies, FDA, Recalls and Notices",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Marksans-Pharma-Expansion-of-Metformin-Recall.pdf
"October 8, 2020 @ 7:59 am by polly.smith",41054,"Becoming a Resident Advocate: Standards for Social Work Services Training Presentation","Assisted Living, Tools and Templates, Staff Development, Social Services, Tools and Templates, Social Services, Training, Staff Development, Social Services",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/01/Resident-Advocate-Standards-SS-Training-Presentation.pptx
"October 8, 2020 @ 7:59 am by polly.smith",41058,"Becoming a Resident Advocate: Standards for Social Work Services Training Handout","Assisted Living, Tools and Templates, Staff Development, Social Services, Tools and Templates, Social Services, Training, Staff Development, Social Services",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/01/Resident-Advocate-Standards-SS-Training-Handout.pdf
"October 8, 2020 @ 7:59 am by polly.smith",41060,"Becoming a Resident Advocate: Standards for Social Work Services (Pre-Post-Test Questions with Answer Key)","Assisted Living, Tools and Templates, Staff Development, Social Services, Tools and Templates, Social Services, Training, Staff Development, Social Services",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/01/Resident-Advocate-Standards-for-SS-Presentation-Pre-Post-Test.docx
"October 7, 2020 @ 4:27 pm by Lee-Ann.Arner",456650,"COVID-19: Optimizing Healthcare Personal Protective Equipment and Supplies Presentation","Assisted Living, Regulations, CDC, Coronavirus, Training, Regulatory Agencies, CDC, Coronavirus, Training",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/CDC-Coronavirus-COVID-19-Optimizing-PPE-Presentation.pdf
"October 7, 2020 @ 3:58 pm by Lee-Ann.Arner",41609,"ICD-10-CM, ICD-10-PCS, CPT, and HCPCS Code Sets Fact Sheet","ICD Codes, ICD-10, General Information",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/08/ICD-10-CPT-HCPCS-Code-Sets-Fact-Sheet.pdf
"October 7, 2020 @ 3:53 pm by Lee-Ann.Arner",456643,"Provider Compliance Tips for Enteral Nutrition Pumps","Regulatory Agencies, CMS, Medicare, Provider Guides",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/CMS-Medicare-Provider-Compliance-Tips-Enteral-Nutrition-Pumps.pdf
"October 7, 2020 @ 3:50 pm by Lee-Ann.Arner",22744,"Provider Compliance Tips for Ostomy Supplies","Regulatory Agencies, CMS, Medicare, Provider Guides",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/04/CMS-Medicare-Provider-Compliance-Tips-Ostomy-Supplies.pdf
"October 7, 2020 @ 3:47 pm by Lee-Ann.Arner",22740,"Provider Compliance Tips for Manual Wheelchairs","Regulatory Agencies, CMS, Medicare, Provider Guides",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/03/CMS-Medicare-Provider-Compliance-Tips-Manual-Wheelchairs.pdf
"October 7, 2020 @ 3:43 pm by Lee-Ann.Arner",22737,"Provider Compliance Tips for Hospital Beds and Accessories","Regulatory Agencies, CMS, Medicare, Provider Guides",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/02/CMS-Medicare-Provider-Compliance-Tips-Hospital-Beds.pdf
"October 7, 2020 @ 2:47 pm by Lee-Ann.Arner",22734,"Provider Compliance Tips for Enteral Nutrition","Regulatory Agencies, CMS, Medicare, Provider Guides",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/07/CMS-Medicare-Provider-Compliance-Tips-Enteral-Nutrition.pdf
"October 7, 2020 @ 2:41 pm by Lee-Ann.Arner",36556,"Provider Compliance Tips for Diabetic Shoes","Regulatory Agencies, CMS, Medicare, Provider Guides",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/02/CMS-Medicare-Provider-Compliance-Tips-Diabetic-Shoes.pdf
"October 7, 2020 @ 12:35 pm by Lee-Ann.Arner",25720,"S &amp; C Letter 16-11: Exit Conferences - Sharing Specific Regulatory References or Tags","Survey and Certification, Survey and Certification Letters, 2016 Fiscal Year and Prior",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2016/03/Survey-and-Cert-Letter-16-11.pdf
"October 7, 2020 @ 12:34 pm by Lee-Ann.Arner",25721,"S &amp; C Letter 16-13: Payroll-Based Journal (PBJ) - Implementation of Required Electronic Submission of Staffing Data for Long Term Care (LTC) Facilities","Survey and Certification, Survey and Certification Letters, 2016 Fiscal Year and Prior",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2016/03/Survey-and-Cert-Letter-16-13.pdf
"October 7, 2020 @ 12:23 pm by Lee-Ann.Arner",25725,"S &amp; C Letter 16-04: Focused Dementia Care Survey Tools","Survey and Certification, Survey and Certification Letters, 2016 Fiscal Year and Prior",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2015/12/Survey-and-Cert-Letter-16-04.pdf
"October 7, 2020 @ 12:12 pm by polly.smith",456622,"Grief “I” Care Plan","Assisted Living, Tools and Templates, Care Plans, Government Initiatives, MEGA Rule, Phase 1, “I” Care Plans, Tools and Templates, MDS, Care Plans",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Grief-i-Care-Plan.doc
"October 7, 2020 @ 12:03 pm by Lee-Ann.Arner",25745,"S &amp; C Letter 16-37: Office of Civil Rights (OCR) Clearance","Survey and Certification, Survey and Certification Letters, 2016 Fiscal Year and Prior",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2016/09/Survey-and-Cert-Letter-16-37.pdf
"October 7, 2020 @ 11:59 am by Lee-Ann.Arner",25743,"S &amp; C Letter 16-33: Protecting Resident Privacy and Prohibiting Mental Abuse Related to Photographs and Audio/Video Recordings by Nursing Home Staff","Survey and Certification, Survey and Certification Letters, 2016 Fiscal Year and Prior",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2016/08/Survey-and-Cert-Letter-16-33.pdf
"October 7, 2020 @ 11:57 am by Lee-Ann.Arner",25742,"S &amp; C Letter 16-31: Mandatory Immediate Imposition of Federal Remedies and Assessment Factors Used to Determine the Seriousness of Deficiencies for Nursing Homes (Replaced by QSO 18-18-NH)","Survey and Certification, Survey and Certification Letters, 2016 Fiscal Year and Prior",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2016/08/Survey-and-Cert-Letter-16-31.pdf
"October 7, 2020 @ 11:54 am by Lee-Ann.Arner",25741,"S &amp; C Letter 16-28: Update Report on the National Partnership to Improve Dementia Care in Nursing Homes","Survey and Certification, Survey and Certification Letters, 2016 Fiscal Year and Prior",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2016/06/Survey-and-Cert-Letter-16-28.pdf
"October 7, 2020 @ 11:28 am by Lee-Ann.Arner",25724,"S &amp; C Letter 16-29: Adoption of the 2012 NFPA 101 - LSC and 2012 Edition of the NFPA 99 - Health Care Facilities Code","Survey and Certification, Survey and Certification Letters, 2016 Fiscal Year and Prior",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2016/06/Survey-and-Cert-Letter-16-29.pdf
"October 7, 2020 @ 9:39 am by polly.smith",451019,"Coronavirus Surveillance Policy","Assisted Living, Tools and Templates, Policies and Procedures, Infection Control, Government Initiatives, MEGA Rule, Phase 1, Policies and Procedures, Infection Control, Tools and Templates, Nursing, Infection Control, Policies and Procedures, Policies and Procedures, Infection Control",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Coronavirus-Surveillance-Policy.doc
